Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,SCGF-b,103.0,57
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,SCGF-b,306.5,72
60004-1,RA1869,,,,,,,,,,,1,SCGF-b,260.0,63
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,SCGF-b,149.5,60
60003-1,N2759,,,,,,,,,,,1,SCGF-b,164.0,56
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,SCGF-b,159.0,51
60005-1,RA1931,,,,,,,,,,,1,SCGF-b,159.0,55
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,SCGF-b,138.5,42
60001-1,N2586,,,,,,,,,,,1,SCGF-b,133.0,55
,,,,,,,,,,,,0,SCGF-b,24.0,61
,,,,,,,,,,,,0,SCGF-b,21.0,61
,,,,,,,,,,,,0,SCGF-b,24.0,49
,,,,,,,,,,,,0,SCGF-b,24.0,46
,,,,,,,,,,,,0,SCGF-b,26.0,35
,,,,,,,,,,,,0,SCGF-b,25.0,39
60006-1,RA2159,,,,,,,,,,,2,SCGF-b,117.5,50
60002-1,N2645,,,,,,,,,,,2,SCGF-b,91.5,48
60007-1,RA2708,,,,,,,,,,,2,SCGF-b,66.0,54
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,91.0,58
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,96.0,61
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,80.5,42
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,108.0,44
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,61.0,65
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,75.0,31
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,128.0,44
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,123.0,65
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,117.0,60
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,109.0,65
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,104.0,73
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,120.0,55
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,123.0,37
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,111.0,42
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,167.0,52
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,155.0,43
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,130.0,62
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,100.0,69
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,111.0,53
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,135.0,49
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,103.0,39
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,141.0,44
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,111.5,48
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,138.0,37
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,124.0,74
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,108.5,68
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,79.5,80
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,86.5,50
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,95.0,54
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,79.0,68
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,112.5,62
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,85.0,34
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,86.5,44
60006-1,RA2159,,,,,,,,,,,2,SCGF-b,122.0,49
60002-1,N2645,,,,,,,,,,,2,SCGF-b,106.0,75
60007-1,RA2708,,,,,,,,,,,2,SCGF-b,68.0,55
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,101.0,68
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,98.0,65
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,95.0,47
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,92.0,52
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,SCGF-b,57.5,42
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,2,SCGF-b,76.0,41
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,97.0,52
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,92.0,74
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,95.0,45
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,72.5,64
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,69.0,43
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,65.0,46
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,82.0,71
60006-1,RA2159,,,,,,,,,,,2,SCGF-b,95.0,70
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,98.0,63
60002-1,N2645,,,,,,,,,,,2,SCGF-b,107.0,54
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,62.5,40
60007-1,RA2708,,,,,,,,,,,2,SCGF-b,67.0,48
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,70.5,58
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,102.5,72
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,108.0,67
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,101.0,62
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,72.0,55
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,168.0,57
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,111.5,46
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,118.0,57
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,118.5,54
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,82.0,47
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,SCGF-b,161.0,31
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,2,SCGF-b,156.0,45
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,108.5,50
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,94.0,57
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,110.0,47
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,107.0,47
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,76.0,43
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,87.0,47
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,103.0,53
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,108.0,54
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,126.0,49
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,125.0,55
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,110.0,48
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,2,SCGF-b,104.5,54
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,108.5,60
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,95.0,71
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,96.5,54
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,59.5,66
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,59.0,49
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,77.0,43
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,110.0,61
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,83.0,45
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,100.0,47
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,100.0,52
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,87.0,42
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,SCGF-b,71.5,46
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,97.0,57
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,83.0,57
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,90.5,56
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,78.0,51
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,SCGF-b,67.0,47
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,2,SCGF-b,48.0,43
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,98.0,52
60006-1,RA2159,,,,,,,,,,,2,SCGF-b,107.5,42
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,95.0,46
60002-1,N2645,,,,,,,,,,,2,SCGF-b,97.5,54
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,SCGF-b,64.0,36
60007-1,RA2708,,,,,,,,,,,2,SCGF-b,19.0,47
,,,,,,,,,,,,0,SCGF-b,18.0,41
,,,,,,,,,,,,0,SCGF-b,23.5,52
,,,,,,,,,,,,0,SCGF-b,22.5,44
,,,,,,,,,,,,0,SCGF-b,18.0,48
,,,,,,,,,,,,0,SCGF-b,18.0,48
,,,,,,,,,,,,0,SCGF-b,22.0,63
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,191.0,65
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,169.0,73
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,121.0,69
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,99.0,63
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,151.0,71
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,149.0,75
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,111.0,71
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,101.0,67
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,198.0,53
60004-1,RA1869,,,,,,,,,,,3,SCGF-b,277.0,57
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,131.0,75
60003-1,N2759,,,,,,,,,,,3,SCGF-b,151.5,52
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,168.0,61
60005-1,RA1931,,,,,,,,,,,3,SCGF-b,185.5,60
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,112.0,76
60001-1,N2586,,,,,,,,,,,3,SCGF-b,129.0,51
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,178.0,69
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,162.0,79
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,104.0,54
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,80.0,64
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,157.5,56
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,164.5,64
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,95.0,67
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,97.0,87
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,168.0,68
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,252.5,58
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,174.0,49
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,177.0,52
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,160.5,60
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,172.0,48
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,163.0,71
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,160.0,49
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,216.5,54
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,197.5,70
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,125.0,67
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,146.0,69
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,145.5,70
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,136.5,56
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,96.0,72
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,130.0,75
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,233.0,71
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,217.0,77
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,196.0,59
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,167.5,48
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,179.5,56
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,243.0,72
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,194.0,78
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,163.0,64
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,138.0,63
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,196.5,62
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,101.0,68
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,217.5,46
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,174.0,53
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,161.0,69
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,112.0,65
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,172.0,73
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,202.5,76
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,253.0,68
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,253.5,62
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,333.0,47
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,188.0,79
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,213.0,53
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,253.0,66
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,199.0,79
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,162.5,52
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,174.5,56
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,96.0,65
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,110.0,73
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,136.0,76
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,134.0,67
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,3,SCGF-b,106.0,62
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,3,SCGF-b,99.0,65
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,207.0,55
60004-1,RA1869,,,,,,,,,,,3,SCGF-b,185.0,54
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,121.0,78
60003-1,N2759,,,,,,,,,,,3,SCGF-b,121.0,63
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,158.0,60
60005-1,RA1931,,,,,,,,,,,3,SCGF-b,151.0,46
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,SCGF-b,117.0,54
60001-1,N2586,,,,,,,,,,,3,SCGF-b,119.0,57
60004-1,RA1869,,,,,,,,,,,3,SCGF-b,213.5,46
60003-1,N2759,,,,,,,,,,,3,SCGF-b,113.0,70
60005-1,RA1931,,,,,,,,,,,3,SCGF-b,141.5,58
60001-1,N2586,,,,,,,,,,,3,SCGF-b,114.0,79
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,SCGF-b,194.0,44
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,3,SCGF-b,209.0,58
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,SCGF-b,99.0,43
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,3,SCGF-b,125.0,60
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,SCGF-b,133.0,49
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,3,SCGF-b,181.5,58
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,SCGF-b,114.5,62
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,3,SCGF-b,118.0,50
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,165.0,49
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,154.0,47
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,112.0,45
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,147.0,65
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,145.0,57
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,222.0,57
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,118.0,67
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,155.0,64
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,154.0,59
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,191.0,59
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,117.0,53
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,SCGF-b,159.0,55
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,240.0,47
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,167.5,58
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,123.5,56
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,169.0,57
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,187.5,56
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,182.0,70
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,141.0,68
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,289.0,58
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,148.0,45
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,221.0,50
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,148.5,50
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,SCGF-b,227.0,55
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,208.0,52
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,310.0,48
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,186.0,51
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,3,SCGF-b,228.0,67
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,199.0,65
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,218.0,53
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,274.0,52
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,SCGF-b,282.0,67
