Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (568) HMS LINCS ID,Primary Antibody (568) Name,Secondary Antibody (568) HMS LINCS ID,Secondary Antibody (568) Name,Protein Detected (568) HMS LINCS ID,Protein Detected (568) Name,Mean Fluorescence Intensity (568),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein 1 Detected (647) HMS LINCS ID,Protein 1 Detected (647) Name,Protein 2 Detected (647) HMS LINCS ID,Protein 2 Detected (647) Name,Protein 3 Detected (647) HMS LINCS ID,Protein 3 Detected (647) Name,Protein 4 Detected (647) HMS LINCS ID,Protein 4 Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3758.41,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),526.54,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),3486.92,A375-P2,B10
50567-3,WM-115,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,407.67,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),116.30,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2451.53,WM115-P2,B11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1582.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),228.12,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2462.04,WM115-P2,B2
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,846.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),133.50,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),64.92,WM115-P2,B3
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1133.64,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),199.21,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2449.23,WM115-P2,B4
50567-3,WM-115,10068-101-1,Vemurafenib,10199-101-2,PF 573228,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1339.77,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),234.20,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2350.60,WM115-P2,B5
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1153.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),211.36,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2506.05,WM115-P2,B6
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1314.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),266.17,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2745.60,WM115-P2,B7
50567-3,WM-115,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1083.99,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),192.12,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),1882.01,WM115-P2,B8
50567-3,WM-115,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1411.11,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),193.43,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),1473.87,WM115-P2,B9
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,714.20,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),126.04,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),173.54,WM115-P2,C10
50567-3,WM-115,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,457.21,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),88.55,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),125.77,WM115-P2,C11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1233.29,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),151.40,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),169.10,WM115-P2,C2
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,840.72,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),135.77,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),71.28,WM115-P2,C3
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,940.75,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),160.66,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),177.96,WM115-P2,C4
50567-3,WM-115,10068-101-1,Vemurafenib,10199-101-2,PF 573228,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,823.11,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),130.09,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),134.66,WM115-P2,C5
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,757.53,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),126.03,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),146.42,WM115-P2,C6
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,878.05,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),160.22,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),223.42,WM115-P2,C7
50567-3,WM-115,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,813.42,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),133.12,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),110.87,WM115-P2,C8
50567-3,WM-115,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1173.27,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),147.23,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),120.03,WM115-P2,C9
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,758.72,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),137.37,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),90.95,WM115-P2,D10
50567-3,WM-115,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,450.02,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),86.74,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),82.72,WM115-P2,D11
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1124.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),156.75,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),163.52,WM115-P2,D2
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,844.62,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),132.43,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),64.41,WM115-P2,D3
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,765.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),125.27,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),115.08,WM115-P2,D4
50567-3,WM-115,10068-101-1,Vemurafenib,10199-101-2,PF 573228,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,644.98,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),106.99,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),86.39,WM115-P2,D5
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,486.54,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),91.43,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),76.46,WM115-P2,D6
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,692.89,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),131.86,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),126.09,WM115-P2,D7
50567-3,WM-115,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,756.99,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),109.91,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),89.09,WM115-P2,D8
50567-3,WM-115,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1128.87,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),139.01,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),91.65,WM115-P2,D9
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1189.22,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),210.37,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2399.92,WM115-P2,E10
50567-3,WM-115,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,493.48,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),127.13,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2439.25,WM115-P2,E11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1464.65,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),215.95,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2260.25,WM115-P2,E2
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,938.67,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),122.26,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),61.83,WM115-P2,E3
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1019.12,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),178.37,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2329.21,WM115-P2,E4
50567-3,WM-115,10068-101-1,Vemurafenib,10199-101-2,PF 573228,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1122.00,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),183.96,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2105.33,WM115-P2,E5
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,971.74,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),172.78,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2157.47,WM115-P2,E6
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1039.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),213.21,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),2342.70,WM115-P2,E7
50567-3,WM-115,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,965.30,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),169.49,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),1741.27,WM115-P2,E8
50567-3,WM-115,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1376.24,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),171.81,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),1194.02,WM115-P2,E9
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,709.47,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),124.45,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),178.69,WM115-P2,F10
50567-3,WM-115,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,460.50,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),79.58,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),123.78,WM115-P2,F11
