Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Replicate,Seeding Density,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,11,312.50,125.09,136.00,544.50,0.2824,-0.0212
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,11,312.50,125.09,121.67,544.50,0.2557,-0.0752
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,11,312.50,125.09,117.33,544.50,0.2696,-0.0510
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,11,312.50,125.09,641.00,544.50,1.1904,1.2657
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,11,312.50,125.09,695.33,544.50,1.2339,1.1938
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,11,312.50,125.09,566.00,544.50,1.0704,1.1425
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,11,312.50,125.09,624.67,544.50,1.1084,1.0646
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,11,312.50,125.09,703.67,544.50,1.1945,1.0971
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,11,312.50,125.09,554.00,544.50,0.9899,0.9639
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,11,312.50,125.09,599.67,544.50,1.0729,1.0323
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,11,312.50,125.09,691.33,544.50,1.2696,1.3490
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,11,312.50,125.09,1321.33,544.50,3.5126,5.5455
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,11,312.50,125.09,536.67,544.50,0.9369,0.8503
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,11,312.50,125.09,561.67,544.50,1.1172,1.1808
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,11,312.50,125.09,407.67,544.50,0.8810,0.9982
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,11,312.50,125.09,290.00,544.50,0.6335,0.6172
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,11,312.50,125.09,164.00,544.50,0.3824,0.1733
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,11,312.50,125.09,182.33,544.50,0.3964,0.2006
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,11,312.50,125.09,158.00,544.50,0.3387,0.0896
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,11,312.50,125.09,132.33,544.50,0.2779,-0.0318
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,11,312.50,125.09,138.67,544.50,0.3186,0.0514
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,11,312.50,125.09,593.67,544.50,1.2135,1.4593
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,11,312.50,125.09,556.33,544.50,1.0943,1.2387
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,11,312.50,125.09,585.67,544.50,1.1037,1.1786
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,11,312.50,125.09,595.33,544.50,1.1813,1.3003
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,11,312.50,125.09,418.00,544.50,0.8327,0.8368
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,11,312.50,125.09,251.33,544.50,0.4984,0.3598
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,11,312.50,125.09,230.33,544.50,0.4618,0.2920
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,11,312.50,125.09,223.33,544.50,0.4642,0.3157
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,11,312.50,125.09,172.00,544.50,0.3502,0.1069
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,11,625.00,252.14,1135.00,1170.50,0.9364,0.8801
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,11,625.00,252.14,1071.00,1170.50,0.8860,0.7889
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,11,625.00,252.14,850.00,1170.50,0.6629,0.5058
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,11,625.00,252.14,596.33,1170.50,0.4841,0.3059
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,11,625.00,252.14,409.67,1170.50,0.3784,0.1729
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,11,625.00,252.14,305.67,1170.50,0.2904,0.0322
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,11,625.00,252.14,271.67,1170.50,0.2778,0.0093
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,11,625.00,252.14,245.67,1170.50,0.2279,-0.0894
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,11,625.00,252.14,181.33,1170.50,0.1707,-0.2155
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,11,625.00,252.14,1194.00,1170.50,0.9743,0.9335
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,11,625.00,252.14,1346.00,1170.50,1.2407,1.3577
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,11,625.00,252.14,1281.33,1170.50,1.1088,1.1666
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,11,625.00,252.14,1323.33,1170.50,1.1829,1.2691
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,11,625.00,252.14,1236.33,1170.50,1.0276,1.0030
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,11,625.00,252.14,1130.33,1170.50,0.9772,0.9905
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,11,625.00,252.14,923.33,1170.50,0.8895,0.9363
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,11,625.00,252.14,831.00,1170.50,0.7792,0.8120
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,11,625.00,252.14,1266.67,1170.50,1.3411,1.6518
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,11,625.00,252.14,1152.00,1170.50,0.9428,0.8476
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,11,625.00,252.14,1149.00,1170.50,1.0002,0.9679
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,11,625.00,252.14,866.00,1170.50,0.8088,0.8119
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,11,625.00,252.14,386.67,1170.50,0.4078,0.2405
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,11,625.00,252.14,329.33,1170.50,0.3579,0.1559
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,11,625.00,252.14,274.33,1170.50,0.2755,0.0035
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,11,625.00,252.14,247.67,1170.50,0.2505,-0.0482
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,11,625.00,252.14,268.00,1170.50,0.2605,-0.0287
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,11,625.00,252.14,220.00,1170.50,0.2067,-0.1356
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,11,625.00,252.14,1176.67,1170.50,1.0663,1.1238
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,11,625.00,252.14,1123.33,1170.50,0.9481,0.9015
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,11,625.00,252.14,1115.33,1170.50,1.0126,1.0948
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,11,625.00,252.14,1033.67,1170.50,0.8759,0.8213
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,11,625.00,252.14,895.67,1170.50,0.6978,0.5633
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,11,625.00,252.14,540.67,1170.50,0.4626,0.3085
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,11,625.00,252.14,471.00,1170.50,0.4441,0.2981
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,11,625.00,252.14,399.00,1170.50,0.3647,0.1679
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,11,625.00,252.14,323.00,1170.50,0.2986,0.0495
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,11,1250.00,573.23,2310.00,2387.08,0.9442,0.8991
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,11,1250.00,573.23,2053.67,2387.08,0.8148,0.7071
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,11,1250.00,573.23,1787.00,2387.08,0.6828,0.5119
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,11,1250.00,573.23,1278.67,2387.08,0.5102,0.3272
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,11,1250.00,573.23,1014.33,2387.08,0.4081,0.1827
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,11,1250.00,573.23,767.67,2387.08,0.3250,0.0611
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,11,1250.00,573.23,612.33,2387.08,0.2603,-0.0596
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,11,1250.00,573.23,542.67,2387.08,0.2365,-0.1036
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,11,1250.00,573.23,422.00,2387.08,0.1956,-0.1946
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,11,1250.00,573.23,2448.00,2387.08,1.0418,1.0729
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,11,1250.00,573.23,2601.67,2387.08,1.1257,1.2000
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,11,1250.00,573.23,2444.33,2387.08,1.0514,1.0993
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,11,1250.00,573.23,2431.33,2387.08,1.0393,1.0763
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,11,1250.00,573.23,2417.33,2387.08,1.0407,1.0880
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,11,1250.00,573.23,2263.67,2387.08,0.9690,0.9859
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,11,1250.00,573.23,2171.33,2387.08,0.9649,1.0290
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,11,1250.00,573.23,1149.67,2387.08,0.5163,0.3935
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,11,1250.00,573.23,1363.67,2387.08,0.6973,0.7420
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,11,1250.00,573.23,2465.67,2387.08,1.0053,0.9664
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,11,1250.00,573.23,2415.67,2387.08,1.0055,0.9959
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,11,1250.00,573.23,1853.67,2387.08,0.7657,0.6948
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,11,1250.00,573.23,895.00,2387.08,0.4207,0.2454
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,11,1250.00,573.23,656.33,2387.08,0.3037,0.0244
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,11,1250.00,573.23,661.67,2387.08,0.3050,0.0324
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,11,1250.00,573.23,553.33,2387.08,0.2568,-0.0650
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,11,1250.00,573.23,549.67,2387.08,0.2428,-0.0923
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,11,1250.00,573.23,596.67,2387.08,0.2846,-0.0106
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,11,1250.00,573.23,2460.33,2387.08,1.0453,1.0745
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,11,1250.00,573.23,2363.33,2387.08,1.0329,1.0990
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,11,1250.00,573.23,2424.67,2387.08,1.0459,1.0948
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,11,1250.00,573.23,1997.67,2387.08,0.8824,0.9160
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,11,1250.00,573.23,1882.00,2387.08,0.7920,0.7470
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,11,1250.00,573.23,1142.00,2387.08,0.4921,0.3406
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,11,1250.00,573.23,1066.67,2387.08,0.4580,0.2859
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,11,1250.00,573.23,897.33,2387.08,0.4151,0.2342
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,11,1250.00,573.23,860.67,2387.08,0.3861,0.1771
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,11,2500.00,1224.73,3648.00,3769.92,0.9402,0.8820
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,11,2500.00,1224.73,3301.00,3769.92,0.8330,0.7099
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,11,2500.00,1224.73,2797.33,3769.92,0.6845,0.4718
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,11,2500.00,1224.73,2326.67,3769.92,0.5677,0.3019
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,11,2500.00,1224.73,1909.67,3769.92,0.4792,0.1852
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,11,2500.00,1224.73,1506.33,3769.92,0.4006,0.0731
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,11,2500.00,1224.73,1323.67,3769.92,0.3584,-0.0030
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,11,2500.00,1224.73,1133.67,3769.92,0.3106,-0.0882
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,11,2500.00,1224.73,912.33,3769.92,0.2498,-0.2117
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,11,2500.00,1224.73,3934.33,3769.92,1.0438,1.0575
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,11,2500.00,1224.73,4072.67,3769.92,1.0885,1.1309
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,11,2500.00,1224.73,3897.33,3769.92,1.0574,1.1004
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,11,2500.00,1224.73,3932.67,3769.92,1.0592,1.0962
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,11,2500.00,1224.73,3738.33,3769.92,1.0072,1.0186
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,11,2500.00,1224.73,3573.67,3769.92,0.9809,0.9959
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,11,2500.00,1224.73,3621.67,3769.92,0.9873,0.9992
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,11,2500.00,1224.73,1622.33,3769.92,0.4586,0.1848
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,11,2500.00,1224.73,1600.67,3769.92,0.4584,0.1942
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,11,2500.00,1224.73,3792.67,3769.92,0.9972,0.9833
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,11,2500.00,1224.73,4020.33,3769.92,1.0594,1.0717
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,11,2500.00,1224.73,3733.00,3769.92,0.9882,0.9706
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,11,2500.00,1224.73,2318.33,3769.92,0.6339,0.4782
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,11,2500.00,1224.73,1483.33,3769.92,0.3992,0.0791
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,11,2500.00,1224.73,1351.00,3769.92,0.3561,-0.0036
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,11,2500.00,1224.73,1153.67,3769.92,0.3145,-0.0786
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,11,2500.00,1224.73,1154.67,3769.92,0.3107,-0.0864
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,11,2500.00,1224.73,1123.33,3769.92,0.3014,-0.1044
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,11,2500.00,1224.73,3843.67,3769.92,1.0178,1.0268
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,11,2500.00,1224.73,3611.67,3769.92,0.9634,0.9574
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,11,2500.00,1224.73,3662.67,3769.92,0.9592,0.9325
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,11,2500.00,1224.73,3169.33,3769.92,0.8351,0.7652
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,11,2500.00,1224.73,2856.33,3769.92,0.7596,0.6606
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,11,2500.00,1224.73,1915.67,3769.92,0.5198,0.2885
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,11,2500.00,1224.73,1909.00,3769.92,0.5146,0.2769
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,11,2500.00,1224.73,1684.67,3769.92,0.4604,0.1863
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,11,2500.00,1224.73,1659.33,3769.92,0.4573,0.1814
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0016596,uM,11,5000.00,2253.55,4669.33,5199.00,0.9200,0.9421
50238-3,Hs 578T,10146-101-3,Omipalisib,0.0033113,uM,11,5000.00,2253.55,4468.67,5199.00,0.8814,0.8547
50238-3,Hs 578T,10146-101-3,Omipalisib,0.01,uM,11,5000.00,2253.55,4085.00,5199.00,0.8080,0.6990
50238-3,Hs 578T,10146-101-3,Omipalisib,0.031623,uM,11,5000.00,2253.55,3501.67,5199.00,0.7085,0.5135
50238-3,Hs 578T,10146-101-3,Omipalisib,0.1,uM,11,5000.00,2253.55,3480.67,5199.00,0.6998,0.4759
50238-3,Hs 578T,10146-101-3,Omipalisib,0.31623,uM,11,5000.00,2253.55,2774.67,5199.00,0.5886,0.2918
50238-3,Hs 578T,10146-101-3,Omipalisib,1,uM,11,5000.00,2253.55,2444.67,5199.00,0.5238,0.1325
50238-3,Hs 578T,10146-101-3,Omipalisib,3.1623,uM,11,5000.00,2253.55,2101.67,5199.00,0.4537,-0.0386
50238-3,Hs 578T,10146-101-3,Omipalisib,10,uM,11,5000.00,2253.55,1843.67,5199.00,0.3973,-0.1738
50238-3,Hs 578T,10099-101-1,Nilotinib,0.0033113,uM,11,5000.00,2253.55,5182.00,5199.00,1.0019,1.0302
50238-3,Hs 578T,10099-101-1,Nilotinib,0.01,uM,11,5000.00,2253.55,5554.33,5199.00,1.0713,1.1657
50238-3,Hs 578T,10099-101-1,Nilotinib,0.031623,uM,11,5000.00,2253.55,5100.00,5199.00,0.9905,1.0211
50238-3,Hs 578T,10099-101-1,Nilotinib,0.1,uM,11,5000.00,2253.55,5199.33,5199.00,1.0066,1.0401
50238-3,Hs 578T,10099-101-1,Nilotinib,0.31623,uM,11,5000.00,2253.55,5191.67,5199.00,1.0242,1.1774
50238-3,Hs 578T,10099-101-1,Nilotinib,1,uM,11,5000.00,2253.55,5068.67,5199.00,1.0212,1.2575
50238-3,Hs 578T,10099-101-1,Nilotinib,3.1623,uM,11,5000.00,2253.55,4402.00,5199.00,0.9059,1.0870
50238-3,Hs 578T,10099-101-1,Nilotinib,10,uM,11,5000.00,2253.55,2260.67,5199.00,0.5014,0.0986
50238-3,Hs 578T,10099-101-1,Nilotinib,19.9526,uM,11,5000.00,2253.55,2096.67,5199.00,0.4470,-0.0658
50238-3,Hs 578T,10102-999-6,Taxol,0.00016596,uM,11,5000.00,2253.55,5249.67,5199.00,1.0193,1.0924
50238-3,Hs 578T,10102-999-6,Taxol,0.00033113,uM,11,5000.00,2253.55,5062.33,5199.00,0.9830,1.0205
50238-3,Hs 578T,10102-999-6,Taxol,0.001,uM,11,5000.00,2253.55,5096.33,5199.00,1.0370,1.4268
50238-3,Hs 578T,10102-999-6,Taxol,0.0031623,uM,11,5000.00,2253.55,4060.33,5199.00,0.8860,1.3340
50238-3,Hs 578T,10102-999-6,Taxol,0.01,uM,11,5000.00,2253.55,2941.00,5199.00,0.6075,0.2948
50238-3,Hs 578T,10102-999-6,Taxol,0.031623,uM,11,5000.00,2253.55,2660.33,5199.00,0.5545,0.1762
50238-3,Hs 578T,10102-999-6,Taxol,0.1,uM,11,5000.00,2253.55,2280.33,5199.00,0.4724,-0.0214
50238-3,Hs 578T,10102-999-6,Taxol,0.31623,uM,11,5000.00,2253.55,2231.00,5199.00,0.4522,-0.0763
50238-3,Hs 578T,10102-999-6,Taxol,1,uM,11,5000.00,2253.55,2244.33,5199.00,0.4631,-0.0440
50238-3,Hs 578T,10071-101-1,Palbociclib,0.0033113,uM,11,5000.00,2253.55,5082.67,5199.00,0.9663,0.8735
50238-3,Hs 578T,10071-101-1,Palbociclib,0.01,uM,11,5000.00,2253.55,5044.33,5199.00,0.9675,0.9229
50238-3,Hs 578T,10071-101-1,Palbociclib,0.031623,uM,11,5000.00,2253.55,4836.67,5199.00,0.9217,0.7989
50238-3,Hs 578T,10071-101-1,Palbociclib,0.1,uM,11,5000.00,2253.55,4669.33,5199.00,0.8833,0.7043
50238-3,Hs 578T,10071-101-1,Palbociclib,0.31623,uM,11,5000.00,2253.55,4010.67,5199.00,0.7707,0.5267
50238-3,Hs 578T,10071-101-1,Palbociclib,1,uM,11,5000.00,2253.55,2902.00,5199.00,0.6009,0.2735
50238-3,Hs 578T,10071-101-1,Palbociclib,3.1623,uM,11,5000.00,2253.55,2890.67,5199.00,0.5985,0.2679
50238-3,Hs 578T,10071-101-1,Palbociclib,10,uM,11,5000.00,2253.55,2797.00,5199.00,0.5856,0.2525
50238-3,Hs 578T,10071-101-1,Palbociclib,19.9526,uM,11,5000.00,2253.55,2791.33,5199.00,0.5876,0.2704
50029-3,MCF7,10236-999-2,17-AAG,0.0016596,uM,10,156.25,46.73,146.00,104.00,1.4264,1.8002
50029-3,MCF7,10236-999-2,17-AAG,0.0033113,uM,10,156.25,46.73,86.67,104.00,0.8591,0.7828
50029-3,MCF7,10236-999-2,17-AAG,0.01,uM,10,156.25,46.73,87.67,104.00,0.8927,0.8600
50029-3,MCF7,10236-999-2,17-AAG,0.031623,uM,10,156.25,46.73,71.33,104.00,0.6922,0.4495
50029-3,MCF7,10236-999-2,17-AAG,0.1,uM,10,156.25,46.73,50.33,104.00,0.4779,0.0327
50029-3,MCF7,10236-999-2,17-AAG,0.31623,uM,10,156.25,46.73,45.67,104.00,0.4531,-0.0044
50029-3,MCF7,10236-999-2,17-AAG,1,uM,10,156.25,46.73,46.33,104.00,0.4601,0.0095
50029-3,MCF7,10236-999-2,17-AAG,3.1623,uM,10,156.25,46.73,33.67,104.00,0.3304,-0.2501
50029-3,MCF7,10236-999-2,17-AAG,10,uM,10,156.25,46.73,41.67,104.00,0.3904,-0.1383
50029-3,MCF7,10097-101-1,Erlotinib,0.0033113,uM,10,156.25,46.73,134.00,104.00,1.2835,1.4887
50029-3,MCF7,10097-101-1,Erlotinib,0.01,uM,10,156.25,46.73,118.00,104.00,1.1699,1.3668
50029-3,MCF7,10097-101-1,Erlotinib,0.031623,uM,10,156.25,46.73,148.67,104.00,1.4584,1.8695
50029-3,MCF7,10097-101-1,Erlotinib,0.1,uM,10,156.25,46.73,129.33,104.00,1.2707,1.5334
50029-3,MCF7,10097-101-1,Erlotinib,0.31623,uM,10,156.25,46.73,147.33,104.00,1.4250,1.7652
50029-3,MCF7,10097-101-1,Erlotinib,1,uM,10,156.25,46.73,126.00,104.00,1.1787,1.2377
50029-3,MCF7,10097-101-1,Erlotinib,3.1623,uM,10,156.25,46.73,136.00,104.00,1.3465,1.6896
50029-3,MCF7,10097-101-1,Erlotinib,10,uM,10,156.25,46.73,153.00,104.00,1.4790,1.8586
50029-3,MCF7,10097-101-1,Erlotinib,19.9526,uM,10,156.25,46.73,273.00,104.00,2.7596,4.3451
50029-3,MCF7,10051-104-1,Lapatinib,0.0016596,uM,10,156.25,46.73,128.00,104.00,1.2594,1.5165
50029-3,MCF7,10051-104-1,Lapatinib,0.0033113,uM,10,156.25,46.73,212.33,104.00,2.0187,2.6910
50029-3,MCF7,10051-104-1,Lapatinib,0.01,uM,10,156.25,46.73,134.67,104.00,1.3104,1.5807
50029-3,MCF7,10051-104-1,Lapatinib,0.031623,uM,10,156.25,46.73,130.00,104.00,1.2861,1.5776
50029-3,MCF7,10051-104-1,Lapatinib,0.1,uM,10,156.25,46.73,136.33,104.00,1.3676,1.7537
50029-3,MCF7,10051-104-1,Lapatinib,0.31623,uM,10,156.25,46.73,143.67,104.00,1.3801,1.6629
50029-3,MCF7,10051-104-1,Lapatinib,1,uM,10,156.25,46.73,127.67,104.00,1.2554,1.5079
50029-3,MCF7,10051-104-1,Lapatinib,3.1623,uM,10,156.25,46.73,152.67,104.00,1.5076,1.9776
50029-3,MCF7,10051-104-1,Lapatinib,10,uM,10,156.25,46.73,66.67,104.00,0.6358,0.3297
50029-3,MCF7,10146-101-3,Omipalisib,0.0016596,uM,10,156.25,46.73,312.33,254.33,1.1832,1.0656
50029-3,MCF7,10146-101-3,Omipalisib,0.0033113,uM,10,156.25,46.73,289.33,254.33,1.1591,1.1791
50029-3,MCF7,10146-101-3,Omipalisib,0.01,uM,10,156.25,46.73,224.33,254.33,0.9678,1.0504
50029-3,MCF7,10146-101-3,Omipalisib,0.031623,uM,10,156.25,46.73,178.33,254.33,0.7018,0.5616
50029-3,MCF7,10146-101-3,Omipalisib,0.1,uM,10,156.25,46.73,162.67,254.33,0.5934,0.3964
50029-3,MCF7,10146-101-3,Omipalisib,0.31623,uM,10,156.25,46.73,90.67,254.33,0.4201,0.3168
50029-3,MCF7,10146-101-3,Omipalisib,1,uM,10,156.25,46.73,72.00,254.33,0.3505,0.1982
50029-3,MCF7,10146-101-3,Omipalisib,3.1623,uM,10,156.25,46.73,62.67,254.33,0.3009,0.1066
50029-3,MCF7,10146-101-3,Omipalisib,10,uM,10,156.25,46.73,65.33,254.33,0.3108,0.1240
50029-3,MCF7,10099-101-1,Nilotinib,0.0033113,uM,10,156.25,46.73,288.33,254.33,1.2076,1.2323
50029-3,MCF7,10099-101-1,Nilotinib,0.01,uM,10,156.25,46.73,274.67,254.33,1.2149,1.3588
50029-3,MCF7,10099-101-1,Nilotinib,0.031623,uM,10,156.25,46.73,307.33,254.33,1.2791,1.3229
50029-3,MCF7,10099-101-1,Nilotinib,0.1,uM,10,156.25,46.73,320.67,254.33,1.2831,1.3379
50029-3,MCF7,10099-101-1,Nilotinib,0.31623,uM,10,156.25,46.73,363.33,254.33,1.5193,1.6790
50029-3,MCF7,10099-101-1,Nilotinib,1,uM,10,156.25,46.73,321.67,254.33,1.4646,1.7205
50029-3,MCF7,10099-101-1,Nilotinib,3.1623,uM,10,156.25,46.73,243.33,254.33,1.0115,1.0755
50029-3,MCF7,10099-101-1,Nilotinib,10,uM,10,156.25,46.73,514.67,254.33,2.3166,2.6767
50029-3,MCF7,10099-101-1,Nilotinib,19.9526,uM,10,156.25,46.73,1319.67,254.33,6.6614,6.8986
50029-3,MCF7,10102-999-6,Taxol,0.00016596,uM,10,156.25,46.73,251.33,254.33,0.9642,0.9016
50029-3,MCF7,10102-999-6,Taxol,0.00033113,uM,10,156.25,46.73,303.67,254.33,1.3647,1.5690
