Cell HMS LINCS ID,Cell Name,Clinical Subtype,Transcriptional Subtype,Small Molecule HMS LINCS ID,Small Molecule Name,Antibody HMS LINCS ID,Antibody Name,Perturbagen Target,Perturbagen Class,Biological Replicate ID,Conc Unit,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR r2,Nominal Division Rate
50541-1,T47D,HR+,Luminal,10282-101-1,Vorinostat,,,HDAC,HDAC,7543.065,uM,86.83330,156.96810,-0.9869,-1.0000,1.8556,0.7703,0.9973,1.2714
50541-1,T47D,HR+,Luminal,10282-101-1,Vorinostat,,,HDAC,HDAC,7542.065,uM,103.22480,163.87550,-0.9539,-0.9348,2.2807,0.7040,0.9990,1.2381
50541-1,T47D,HR+,Luminal,10283-101-1,XRP44X,,,ELK3,MAPK,10939.151,uM,4.01240,3.74380,0.0638,0.0610,1.8769,0.2792,0.9920,1.7384
50541-1,T47D,HR+,Luminal,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14179.189,uM,0.58160,0.72660,-0.9999,-1.0000,4.9356,0.6965,0.9975,0.4365
50541-1,T47D,HR+,Luminal,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14293.189,uM,0.53071,0.66011,-0.9990,-0.9879,4.9979,0.6558,0.9983,0.6707
50541-1,T47D,HR+,Luminal,10096-101-2,ZM-447439,,,AURK,AURK,10939.15,uM,20.19260,258.04830,0.4108,-1.0000,0.4312,0.1438,0.9441,1.6881
51091-1,T47DKBLUC,Unknown,Unknown,10501-999-1,2-deoxyglucose,,,,,13070.177,uM,inf,inf,0.0803,0.0803,0.0000,0.5360,0.0445,0.9040
51091-1,T47DKBLUC,Unknown,Unknown,10237-101-1,5-DFUR,,,TYMS,TYMS,12608.143,uM,1091.99560,1000.00000,0.1517,0.0345,0.8117,0.1640,0.840,1.1322
51091-1,T47DKBLUC,Unknown,Unknown,10133-101-2,Afatinib,,,EGFR/HER2,ErbB,12608.165,uM,3.73030,4.66550,-0.9240,-0.9241,4.6793,0.4177,0.9943,1.3403
51091-1,T47DKBLUC,Unknown,Unknown,10239-101-1,AG1024,,,IGF1R,RTK,7545.066,uM,63.33250,593.94780,0.6104,-0.9999,0.4908,0.0992,0.6267,1.2546
51091-1,T47DKBLUC,Unknown,Unknown,10239-101-1,AG1024,,,IGF1R,RTK,7544.066,uM,63.19670,180.67160,0.7057,-0.9856,1.0367,0.0541,0.6891,1.0898
51091-1,T47DKBLUC,Unknown,Unknown,10239-101-1,AG1024,,,IGF1R,RTK,7546.066,uM,12.8520,16.46460,-0.2287,-0.4354,2.5286,0.0660,0.9911,0.8758
51091-1,T47DKBLUC,Unknown,Unknown,10240-101-1,AS-252424,,,PI3K,PI3K,12608.165,uM,inf,inf,0.8960,0.8960,0.0000,0.0510,0.1875,1.3403
51091-1,T47DKBLUC,Unknown,Unknown,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,7544.072,uM,141.34730,350.22960,0.4187,-1.0000,1.2108,0.1249,0.6782,1.1203
51091-1,T47DKBLUC,Unknown,Unknown,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,7545.072,uM,inf,33.06020,0.6790,0.6789,5.0000,0.0089,0.9103,1.1433
51091-1,T47DKBLUC,Unknown,Unknown,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7546.074,uM,1.40170,3.59650,-0.9706,-1.0000,1.1659,0.5733,0.9954,0.8465
51091-1,T47DKBLUC,Unknown,Unknown,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7546.074,uM,1.40170,3.59650,-0.9706,-1.0000,1.1659,0.5733,0.9954,0.8465
51091-1,T47DKBLUC,Unknown,Unknown,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14849.203,uM,0.01686,0.02097,-0.9900,-0.9877,5.0000,1.2349,0.9993,0.7976
51091-1,T47DKBLUC,Unknown,Unknown,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14849.203,uM,0.01686,0.02097,-0.9900,-0.9877,5.0000,1.2349,0.9993,0.7976
51091-1,T47DKBLUC,Unknown,Unknown,10189-101-2,Bosutinib,,,Src,nRTK,12608.17,uM,inf,4.16560,0.6154,0.6143,5.0000,0.1122,0.7923,1.0776
51091-1,T47DKBLUC,Unknown,Unknown,10502-101-1,Bromopyruvic acid,,,Hexokinase II,Metabolism,13070.177,uM,0.06571,0.08431,-0.9999,-0.9924,4.3883,0.9456,0.9920,0.9040
51091-1,T47DKBLUC,Unknown,Unknown,10505-999-1,Chloroquine,,,,,13070.177,uM,7.53590,14.91010,-0.9998,-1.0000,1.6100,0.4579,0.7490,0.9040
51091-1,T47DKBLUC,Unknown,Unknown,10232-101-2,Dactolisib,,,PI3K,PI3K,12608.155,uM,0.45477,0.27074,0.4920,0.4626,5.0000,0.2439,0.8734,1.1556
51091-1,T47DKBLUC,Unknown,Unknown,10506-110-1,Dichloroacetate,,,PDK,PDK,13070.176,uM,inf,inf,0.7638,0.7638,0.0000,0.0901,0.5163,0.9664
51091-1,T47DKBLUC,Unknown,Unknown,10507-999-1,Disulfiram,,,Proteasome,Proteasome,13070.174,uM,0.07509,0.04598,0.5170,0.4319,4.0634,0.3402,0.8236,0.7993
51091-1,T47DKBLUC,Unknown,Unknown,10247-101-1,Docetaxel,,,TUBB,TUBB,13070.002,uM,0.01168,0.01504,-0.3570,-0.3140,1.9304,0.6646,0.9968,0.7888
51091-1,T47DKBLUC,Unknown,Unknown,10097-102-3,Erlotinib,,,EGFR,ErbB,7544.092,uM,inf,inf,0.9208,0.9208,0.0000,0.0137,-0.0102,1.1147
51091-1,T47DKBLUC,Unknown,Unknown,10097-102-3,Erlotinib,,,EGFR,ErbB,7545.092,uM,inf,inf,0.9211,0.9211,0.0000,-0.0109,0.4842,0.9794
51091-1,T47DKBLUC,Unknown,Unknown,10097-102-3,Erlotinib,,,EGFR,ErbB,7546.091,uM,inf,25.29620,0.6366,0.4707,0.8202,0.0468,0.9418,0.9137
51091-1,T47DKBLUC,Unknown,Unknown,10250-101-1,Etoposide,,,TOP2,TOP,7546.074,uM,1.42620,1.74870,-0.2071,-0.1331,1.1580,0.4349,0.9856,0.8465
51091-1,T47DKBLUC,Unknown,Unknown,10235-101-2,Everolimus,,,MTOR,MTOR,12608.164,uM,3.22850,44.48590,-0.3473,-1.0000,0.4188,0.3159,0.8078,1.1044
51091-1,T47DKBLUC,Unknown,Unknown,10251-112-1,Fascaplysin,,,CDK4,CDK,7546.084,uM,0.04180,0.06384,-0.9926,-0.9946,2.5849,0.9923,0.9974,0.9375
51091-1,T47DKBLUC,Unknown,Unknown,10110-101-3,FR180204,,,ERK1/2,MAPK,12608.166,uM,131.28130,123.39570,0.7748,0.1328,4.9834,0.0232,0.6626,0.9629
51091-1,T47DKBLUC,Unknown,Unknown,10508-101-1,FTase Inhibitor I,,,Ftase,MAPK,12608.167,uM,inf,inf,0.9819,0.9819,0.0000,-0.0030,0.1862,1.2681
51091-1,T47DKBLUC,Unknown,Unknown,10253-102-1,Glycyl-H-1152,,,ROCK2,,12608.169,uM,inf,inf,0.8859,0.8859,0.0000,0.0116,0.3497,1.2559
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7544.092,uM,inf,inf,0.8657,0.8657,0.0000,0.0626,0.0671,1.1147
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7545.098,uM,inf,0.28442,0.4163,0.6197,0.6883,0.1888,0.5808,1.1555
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7545.092,uM,inf,0.24280,0.9122,0.9282,4.6306,0.0113,0.6526,0.9794
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7546.091,uM,inf,0.42964,0.7488,0.7283,5.0000,0.1086,0.9374,0.9137
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7544.098,uM,13.71230,21.16040,-0.9149,-1.0000,2.5323,0.2565,0.9739,1.2438
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7546.098,uM,inf,0.60070,0.5617,0.5605,1.5819,0.1594,0.9761,0.8495
51091-1,T47DKBLUC,Unknown,Unknown,10255-101-1,GSK1838705A,,,IGF1R,RTK,7546.071,uM,5.6070,7.54970,-0.9685,-0.9806,3.6491,0.4587,0.9780,0.9919
51091-1,T47DKBLUC,Unknown,Unknown,10258-110-1,Ibandronate,,,FDPS,,12608.143,uM,102.5170,104.09350,-0.0226,-0.0205,2.6379,0.1919,0.9927,1.1322
51091-1,T47DKBLUC,Unknown,Unknown,10259-101-1,ICRF-193,,,TOP2,TOP,12608.171,uM,59.36460,784.13470,0.5749,-1.0000,0.4257,0.1093,0.8147,1.0643
51091-1,T47DKBLUC,Unknown,Unknown,10228-102-2,IKK16,,,IKK,NFKB,7544.093,uM,4.14560,5.44390,-0.9518,-0.9524,3.9138,0.4403,0.9870,1.2382
51091-1,T47DKBLUC,Unknown,Unknown,10228-102-2,IKK16,,,IKK,NFKB,7545.1,uM,3.14960,3.99390,-0.9669,-0.9682,4.5357,0.4461,0.9927,1.1396
51091-1,T47DKBLUC,Unknown,Unknown,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7544.092,uM,22.78430,32.06150,-0.9669,-0.9803,3.1776,0.4751,0.9878,1.1147
51091-1,T47DKBLUC,Unknown,Unknown,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7545.092,uM,21.72750,30.76630,-0.9856,-0.9957,3.1501,0.4575,0.9950,0.9794
51091-1,T47DKBLUC,Unknown,Unknown,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7546.091,uM,15.51280,25.90320,-0.9892,-1.0000,2.1428,0.4938,0.9955,0.9137
51091-1,T47DKBLUC,Unknown,Unknown,10260-999-1,Ispinesib,,,KSP,Kinesin,7546.067,uM,0.12180,1.24590,-0.9950,-1.0000,0.4725,0.5386,0.8837,0.8509
51091-1,T47DKBLUC,Unknown,Unknown,10261-101-1,Ixabepilone,,,TUBB,TUBB,7546.095,uM,0.01571,1.40280,-0.9954,-1.0000,0.2446,0.6612,0.6033,0.8399
51091-1,T47DKBLUC,Unknown,Unknown,10261-101-1,Ixabepilone,,,TUBB,TUBB,7544.095,uM,0.02431,1.10150,-0.9737,-1.0000,0.2881,0.6556,0.6937,1.0175
51091-1,T47DKBLUC,Unknown,Unknown,10261-101-1,Ixabepilone,,,TUBB,TUBB,7545.095,uM,0.00970,0.02021,-0.9795,-0.3082,0.6544,0.7119,0.7269,1.0123
51091-1,T47DKBLUC,Unknown,Unknown,10208-101-2,JNK-IN-5A,,,JNK,JNK,12608.168,uM,inf,inf,0.9658,0.9658,0.0000,0.0146,0.0000,1.0486
51091-1,T47DKBLUC,Unknown,Unknown,10262-101-1,L-779450,,,BRAF,MAPK,12608.166,uM,28.92460,48.3580,0.3895,-0.8971,1.9994,0.0582,0.9461,0.9629
51091-1,T47DKBLUC,Unknown,Unknown,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7544.098,uM,inf,inf,0.9586,0.9586,0.0000,0.0541,-0.0405,1.2438
51091-1,T47DKBLUC,Unknown,Unknown,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7545.098,uM,inf,inf,0.7009,0.7009,0.0000,0.1154,0.4976,1.1555
51091-1,T47DKBLUC,Unknown,Unknown,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7546.098,uM,12.52260,29.62470,0.3428,-1.0000,1.2759,0.0619,0.8726,0.8495
51091-1,T47DKBLUC,Unknown,Unknown,10263-101-1,LBH589,,,HDAC,HDAC,12608.167,uM,0.14055,0.24910,-0.9323,-0.9558,1.8674,0.7486,0.9989,1.2681
51091-1,T47DKBLUC,Unknown,Unknown,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,12608.167,uM,7.00030,8.19070,-0.5949,-0.5964,4.9993,0.1398,0.9962,1.2681
51091-1,T47DKBLUC,Unknown,Unknown,10511-999-1,Mebendazole,,,,,13070.174,uM,6.44240,149.04650,-0.0794,-1.0000,0.3497,0.2663,0.7011,0.7993
51091-1,T47DKBLUC,Unknown,Unknown,10264-101-1,Methotrexate,,,DHFR,Metabolism,7546.084,uM,0.23111,0.19502,0.0496,0.1191,1.6023,0.5209,0.9670,0.9375
51091-1,T47DKBLUC,Unknown,Unknown,10512-999-1,Methylglyoxal,,,,,13070.184,uM,508.29240,1000.00000,-0.9924,-0.8019,1.4142,0.5414,0.9222,0.8653
51091-1,T47DKBLUC,Unknown,Unknown,10107-999-5,MG-132,,,Proteasome,Proteasome,14182.189,uM,0.19293,0.21827,-1.0000,-0.4268,5.0000,0.7445,0.650,0.3468
51091-1,T47DKBLUC,Unknown,Unknown,10107-999-5,MG-132,,,Proteasome,Proteasome,14182.189,uM,0.19293,0.21827,-1.0000,-0.4268,5.0000,0.7445,0.650,0.3468
51091-1,T47DKBLUC,Unknown,Unknown,10107-999-5,MG-132,,,Proteasome,Proteasome,14628.189,uM,0.17560,0.28579,-0.9767,-0.9852,2.2353,0.9189,0.9813,0.7555
51091-1,T47DKBLUC,Unknown,Unknown,10107-999-5,MG-132,,,Proteasome,Proteasome,14628.189,uM,0.17560,0.28579,-0.9767,-0.9852,2.2353,0.9189,0.9813,0.7555
51091-1,T47DKBLUC,Unknown,Unknown,10107-101-2,MG-132,,,Proteasome,Proteasome,12608.17,uM,0.13489,0.16763,-0.9557,-0.9486,4.8948,0.9084,0.9968,1.0776
51091-1,T47DKBLUC,Unknown,Unknown,10107-101-2,MG-132,,,Proteasome,Proteasome,12608.17,uM,0.13489,0.16763,-0.9557,-0.9486,4.8948,0.9084,0.9968,1.0776
51091-1,T47DKBLUC,Unknown,Unknown,10265-101-1,Pevonedistat,,,NAE1,NAE1,12608.135,uM,0.15085,0.13952,0.2081,0.1616,5.0000,0.4217,0.9692,1.2417
51091-1,T47DKBLUC,Unknown,Unknown,10513-999-1,Nelfinavir,,,,,13070.174,uM,inf,inf,1.0500,1.0500,0.0000,0.0140,0.0000,0.7993
51091-1,T47DKBLUC,Unknown,Unknown,10099-101-2,Nilotinib,,,ABL,nRTK,12608.17,uM,inf,inf,0.9687,0.9687,0.0000,0.0606,0.0000,1.0776
51091-1,T47DKBLUC,Unknown,Unknown,10266-101-1,NSC 663284,,,CDC25,CDC,12608.152,uM,3.5040,5.39940,-0.9460,-0.9563,2.4725,0.5549,0.9978,1.1477
51091-1,T47DKBLUC,Unknown,Unknown,10267-101-1,NU6102,,,CDK1/2,CDK,12608.147,uM,39.84450,90.57230,0.2005,-1.0000,1.3378,0.1063,0.9593,1.3009
51091-1,T47DKBLUC,Unknown,Unknown,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7544.066,uM,54.87290,107.74220,0.3707,-1.0000,1.6282,0.0929,0.8708,1.0898
51091-1,T47DKBLUC,Unknown,Unknown,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7545.066,uM,26.99770,65.54360,-0.0153,-1.0000,1.2386,0.1570,0.9171,1.2546
51091-1,T47DKBLUC,Unknown,Unknown,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7546.066,uM,35.39930,100.5350,0.2077,-1.0000,1.0525,0.0787,0.9476,0.8758
51091-1,T47DKBLUC,Unknown,Unknown,10344-101-1,Olomoucine II,,,CDK1,CDK,12608.147,uM,8.56650,7.48840,0.2356,0.2405,4.8755,0.2156,0.9274,1.3009
51091-1,T47DKBLUC,Unknown,Unknown,10146-101-2,Omipalisib,,,PI3K,PI3K,7544.087,uM,0.02145,0.03016,-0.2919,-0.1951,0.9662,0.6448,0.9818,1.1715
51091-1,T47DKBLUC,Unknown,Unknown,10146-101-2,Omipalisib,,,PI3K,PI3K,7545.087,uM,0.01629,0.03193,-0.5472,-0.4318,0.9249,0.7648,0.9922,1.1323
51091-1,T47DKBLUC,Unknown,Unknown,10270-101-1,Oxamflatin,,,HDAC,HDAC,12608.147,uM,1.41050,3.00680,-0.9054,-0.9979,1.4496,0.5366,0.9863,1.3009
51091-1,T47DKBLUC,Unknown,Unknown,10271-101-2,PD 98059,,,MEK,MAPK,12608.152,uM,inf,inf,0.9193,0.9193,0.0000,0.0522,0.0000,1.1477
51091-1,T47DKBLUC,Unknown,Unknown,10026-101-3,PD173074,,,FGFR1/3,RTK,7545.1,uM,17.05940,30.44070,-0.6468,-1.0000,1.8972,0.2343,0.9490,1.1396
51091-1,T47DKBLUC,Unknown,Unknown,10026-101-3,PD173074,,,FGFR1/3,RTK,7544.093,uM,8.09160,11.64830,-0.9258,-1.0000,3.0154,0.2267,0.9758,1.2382
51091-1,T47DKBLUC,Unknown,Unknown,10048-101-7,PD184352,,,MEK,MAPK,12608.155,uM,inf,inf,0.9291,0.9291,0.0000,0.0321,0.0410,1.1556
51091-1,T47DKBLUC,Unknown,Unknown,10048-101-7,PD184352,,,MEK,MAPK,12608.155,uM,inf,inf,0.9291,0.9291,0.0000,0.0321,0.0410,1.1556
51091-1,T47DKBLUC,Unknown,Unknown,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7544.095,uM,inf,0.07571,0.7085,0.6381,0.1573,0.2323,0.6143,1.0175
51091-1,T47DKBLUC,Unknown,Unknown,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7545.095,uM,inf,0.05456,0.7150,0.6999,0.4189,0.2366,0.7634,1.0123
51091-1,T47DKBLUC,Unknown,Unknown,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7546.095,uM,0.24555,0.14696,0.2826,0.3262,2.0588,0.5126,0.9837,0.8399
51091-1,T47DKBLUC,Unknown,Unknown,10514-102-1,PS-1145,,,IKK,NFKB,7545.065,uM,inf,inf,1.0500,1.0500,0.0000,-0.0500,-45672.5960,0.9803
51091-1,T47DKBLUC,Unknown,Unknown,10514-102-1,PS-1145,,,IKK,NFKB,7546.065,uM,inf,inf,0.9695,0.9695,0.0000,0.0204,0.0000,0.8300
51091-1,T47DKBLUC,Unknown,Unknown,10514-102-1,PS-1145,,,IKK,NFKB,7544.065,uM,inf,inf,1.0500,1.0500,0.0000,0.0438,0.0000,1.2323
51091-1,T47DKBLUC,Unknown,Unknown,10273-101-1,Purvalanol A,,,CDK1,CDK,7546.067,uM,inf,30.67960,0.7500,0.7500,4.9997,0.0111,0.8401,0.8509
51091-1,T47DKBLUC,Unknown,Unknown,10516-999-1,Ribavirin,,,,,15360.211,uM,64.03520,55.15130,0.7199,0.2630,4.9988,-0.0057,0.8112,0.8772
51091-1,T47DKBLUC,Unknown,Unknown,10274-101-1,SB-3CT,,,MMP2/9,MMP,12608.168,uM,inf,inf,0.9669,0.9669,0.0000,0.0264,-0.0226,1.0486
51091-1,T47DKBLUC,Unknown,Unknown,10056-101-2,Selumetinib,,,MEK,MAPK,12608.155,uM,inf,inf,1.0500,1.0500,0.0000,0.0047,-0.0152,1.1556
51091-1,T47DKBLUC,Unknown,Unknown,10035-109-2,Sigma A6730,,,AKT,AKT,12608.165,uM,4.44050,7.33420,-0.1490,-0.3047,0.9483,0.2875,0.9539,1.3403
51091-1,T47DKBLUC,Unknown,Unknown,10052-101-3,Sirolimus,,,MTOR,MTOR,7546.069,uM,1.33890,0.19564,0.2689,0.2537,0.3682,0.2972,0.8730,0.8806
51091-1,T47DKBLUC,Unknown,Unknown,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7546.084,uM,inf,inf,0.2100,0.2100,0.0000,0.2177,0.5102,0.9375
51091-1,T47DKBLUC,Unknown,Unknown,10175-106-3,Sunitinib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7546.067,uM,8.00270,9.96350,-0.9936,-0.9953,4.9989,0.3924,0.9975,0.8509
51091-1,T47DKBLUC,Unknown,Unknown,10102-101-3,Taxol,,,TUBB,TUBB,13070.002,uM,0.01256,0.01526,-0.2471,-0.2278,1.9272,0.7275,0.9957,0.7888
51091-1,T47DKBLUC,Unknown,Unknown,10276-101-1,TCS 2312,,,CHK1,CHK,12608.152,uM,2.80790,2.77780,0.0155,0.0262,5.0000,0.1944,0.9931,1.1477
51091-1,T47DKBLUC,Unknown,Unknown,10520-101-1,TCS PIM-1 1,,,Pim kinase,PIM,12608.135,uM,inf,inf,0.9426,0.9426,0.0000,0.0396,0.0000,1.2417
51091-1,T47DKBLUC,Unknown,Unknown,10277-101-1,Temsirolimus,,,MTOR,MTOR,12608.168,uM,27.11690,51.12810,-0.7218,-1.0000,1.7323,0.2848,0.9094,1.0486
51091-1,T47DKBLUC,Unknown,Unknown,10345-111-3,Torkinib,,,,,15360.211,uM,0.00023,0.00037,-0.1763,-0.1097,0.4213,0.9138,0.9795,0.8772
51091-1,T47DKBLUC,Unknown,Unknown,10021-101-5,Tozasertib,,,AURK/FLT3/ABL/JAK2,AURK,12608.169,uM,32.47840,78.52930,-0.1504,-1.0000,1.2443,0.1090,0.9911,1.2559
51091-1,T47DKBLUC,Unknown,Unknown,10136-101-2,TPCA-1,,,IKK,NFKB,7544.093,uM,inf,inf,0.9073,0.9073,0.0000,0.0221,0.2623,1.2382
51091-1,T47DKBLUC,Unknown,Unknown,10136-101-2,TPCA-1,,,IKK,NFKB,7545.1,uM,200.6650,192.49970,0.7246,0.0480,2.4317,0.0514,0.6477,1.1396
51091-1,T47DKBLUC,Unknown,Unknown,10279-101-1,Trichostatin A,,,HDAC,HDAC,7544.065,uM,5.49570,9.17440,-0.9347,-0.9451,2.0710,0.9913,0.9941,1.2323
51091-1,T47DKBLUC,Unknown,Unknown,10279-101-1,Trichostatin A,,,HDAC,HDAC,7546.065,uM,2.24310,5.70120,-0.9836,-1.0000,1.1777,1.0735,0.9952,0.8300
51091-1,T47DKBLUC,Unknown,Unknown,10279-101-1,Trichostatin A,,,HDAC,HDAC,7545.065,uM,4.16720,7.36170,-0.9678,-0.9790,1.9058,0.9921,0.9981,0.9803
51091-1,T47DKBLUC,Unknown,Unknown,10280-101-1,Triciribine,,,AKT,AKT,7546.074,uM,0.11052,0.26310,-0.1234,-0.2253,0.4289,0.4654,0.9655,0.8465
51091-1,T47DKBLUC,Unknown,Unknown,10346-110-1,Valproic acid,,,HDAC,HDAC,12608.143,uM,588.1360,1000.00000,-0.9427,-0.5082,1.3212,0.2552,0.8479,1.1322
51091-1,T47DKBLUC,Unknown,Unknown,10282-101-1,Vorinostat,,,HDAC,HDAC,7544.065,uM,102.30620,173.99410,-0.9372,-0.9496,2.0044,0.7528,0.9920,1.2323
51091-1,T47DKBLUC,Unknown,Unknown,10282-101-1,Vorinostat,,,HDAC,HDAC,7546.065,uM,54.73330,129.0020,-0.9850,-1.0000,1.2814,0.7914,0.9970,0.8300
51091-1,T47DKBLUC,Unknown,Unknown,10282-101-1,Vorinostat,,,HDAC,HDAC,7545.065,uM,113.83720,154.75960,-0.9722,-0.9704,3.5124,0.7188,0.9990,0.9803
51091-1,T47DKBLUC,Unknown,Unknown,10283-101-1,XRP44X,,,ELK3,MAPK,12608.171,uM,1.87240,1.88460,0.0214,-0.0164,5.0000,0.3781,0.9604,1.0643
51091-1,T47DKBLUC,Unknown,Unknown,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14628.189,uM,0.56230,0.74057,-0.9819,-0.9850,3.9529,0.7741,0.9731,0.7555
51091-1,T47DKBLUC,Unknown,Unknown,10348-999-1,Z-Leu-Leu-Norvalinal,,,Proteasome,Proteasome,14182.189,uM,0.85314,1.06280,-1.0000,-1.0000,5.0000,0.6973,0.9893,0.3468
51091-1,T47DKBLUC,Unknown,Unknown,10096-101-2,ZM-447439,,,AURK,AURK,12608.169,uM,inf,inf,0.9693,0.9693,0.0000,0.0194,0.0000,1.2559
50556-1,UACC-812,HER2amp,Luminal,10237-101-1,5-DFUR,,,TYMS,TYMS,10580.143,uM,22.21570,1000.00000,-0.1992,-0.8349,0.2580,0.5013,0.6302,0.8402
50556-1,UACC-812,HER2amp,Luminal,10237-101-1,5-DFUR,,,TYMS,TYMS,11938.143,uM,5.06280,4.72440,-0.2303,0.0824,2.6042,0.4784,0.9191,0.5258
50556-1,UACC-812,HER2amp,Luminal,10237-101-1,5-DFUR,,,TYMS,TYMS,10754.143,uM,70.260,304.42490,-0.2503,-0.5536,0.5084,0.4129,0.9396,1.2072
50556-1,UACC-812,HER2amp,Luminal,10238-101-1,5-FU,,,TYMS,TYMS,10267.131,uM,15.31250,68.22830,-0.9965,-1.0000,0.7353,0.8841,0.9909,0.3849
50556-1,UACC-812,HER2amp,Luminal,10238-101-1,5-FU,,,TYMS,TYMS,7926.017,uM,96.4740,365.57480,-0.8709,-0.9538,0.8012,0.6208,0.9943,0.8896
50556-1,UACC-812,HER2amp,Luminal,10133-101-2,Afatinib,,,EGFR/HER2,ErbB,11938.158,uM,0.00298,0.02730,-0.9995,-1.0000,0.4957,1.2060,0.9673,0.5846
50556-1,UACC-812,HER2amp,Luminal,10239-101-1,AG1024,,,IGF1R,RTK,7547.066,uM,inf,inf,0.4999,0.4999,0.0000,0.2954,0.0619,0.9460
50556-1,UACC-812,HER2amp,Luminal,10239-101-1,AG1024,,,IGF1R,RTK,10420.066,uM,inf,0.03717,0.7876,0.8257,5.0000,0.0935,0.6066,0.5240
50556-1,UACC-812,HER2amp,Luminal,10240-101-1,AS-252424,,,PI3K,PI3K,10580.141,uM,inf,inf,0.6310,0.6310,0.0000,0.1623,0.4808,0.7451
50556-1,UACC-812,HER2amp,Luminal,10240-101-1,AS-252424,,,PI3K,PI3K,11938.158,uM,5.64790,315.35620,0.0953,-1.0000,0.2731,0.2981,0.7328,0.5846
50556-1,UACC-812,HER2amp,Luminal,10240-101-1,AS-252424,,,PI3K,PI3K,10754.153,uM,8.39560,7.49910,0.2161,0.2157,4.9977,0.0960,0.9733,1.2774
50556-1,UACC-812,HER2amp,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,7547.072,uM,inf,inf,0.6965,0.6965,0.0000,0.2408,-0.1290,0.8636
50556-1,UACC-812,HER2amp,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,10420.072,uM,inf,inf,0.5919,0.5919,0.0000,0.1697,0.1494,0.5007
50556-1,UACC-812,HER2amp,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,10580.072,uM,79.72720,227.48040,0.1478,-1.0000,1.0478,0.1781,0.7889,0.8627
50556-1,UACC-812,HER2amp,Luminal,10343-101-1,Baicalein,,,Lipoxygenase,Metabolism,10754.072,uM,41.64250,52.2470,-0.9864,-0.9936,4.8239,0.1947,0.990,1.3338
50556-1,UACC-812,HER2amp,Luminal,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14853.203,uM,0.00612,0.00710,-0.7667,-0.5502,5.0000,1.0796,0.9332,0.7740
50556-1,UACC-812,HER2amp,Luminal,10241-101-4,Bortezomib,,,Proteasome,Proteasome,14853.203,uM,0.00612,0.00710,-0.7667,-0.5502,5.0000,1.0796,0.9332,0.7740
50556-1,UACC-812,HER2amp,Luminal,10189-101-2,Bosutinib,,,Src,nRTK,11938.145,uM,1.34870,18.15590,-0.4542,-1.0000,0.4226,0.4837,0.7749,0.7062
50556-1,UACC-812,HER2amp,Luminal,10189-101-2,Bosutinib,,,Src,nRTK,10580.145,uM,3.10420,7.39230,-0.2758,-0.4478,0.7371,0.3703,0.9136,0.9000
50556-1,UACC-812,HER2amp,Luminal,10189-101-2,Bosutinib,,,Src,nRTK,10754.145,uM,1.71970,2.56020,-0.3887,-0.3738,1.4028,0.4007,0.9813,1.0421
