Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Number of Cells,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50567-3,WM-115,10068-101-1,Vemurafenib,10305-101-1,JW55,1.0000,2.6667,uM,48,hr,2,1346,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.36,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1010.77,WM115-A2-rep2,D3
50567-3,WM-115,10068-101-1,Vemurafenib,10311-101-1,Entinostat,1.0000,2.6667,uM,48,hr,2,1505,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,119.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,623.46,WM115-A2-rep2,D4
50567-3,WM-115,10068-101-1,Vemurafenib,10317-101-1,AGK2,1.0000,2.6667,uM,48,hr,2,313,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.37,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,888.19,WM115-A2-rep2,D5
50567-3,WM-115,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,1.0000,2.6667,uM,48,hr,2,1545,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,119.21,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1027.05,WM115-A2-rep2,D6
50567-3,WM-115,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,1.0000,2.6667,uM,48,hr,2,1586,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.37,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1003.69,WM115-A2-rep2,D7
50567-3,WM-115,10068-101-1,Vemurafenib,10335-101-1,IOX2,1.0000,2.6667,uM,48,hr,2,1494,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,128.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1004.05,WM115-A2-rep2,D8
50567-3,WM-115,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,1.0000,2.6667,uM,48,hr,2,841,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,149.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,592.72,WM115-A2-rep2,E2
50567-3,WM-115,10068-101-1,Vemurafenib,10306-101-1,C646,1.0000,2.6667,uM,48,hr,2,1111,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,119.86,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,957.59,WM115-A2-rep2,E3
50567-3,WM-115,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,1.0000,2.6667,uM,48,hr,2,1114,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,125.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,597.14,WM115-A2-rep2,E4
50567-3,WM-115,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,1.0000,2.6667,uM,48,hr,2,1386,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,137.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1062.85,WM115-A2-rep2,E5
50567-3,WM-115,10068-101-1,Vemurafenib,10324-101-1,Daminozide,1.0000,2.6667,uM,48,hr,2,1444,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,137.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,996.97,WM115-A2-rep2,E6
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.0000,2.6667,uM,48,hr,2,1147,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,121.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,490.84,WM115-A2-rep2,E7
50567-3,WM-115,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,1.0000,2.6667,uM,48,hr,2,1317,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,126.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1067.58,WM115-A2-rep2,E8
50567-3,WM-115,10068-101-1,Vemurafenib,10301-101-1,Decitabine,1.0000,2.6667,uM,48,hr,2,1225,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,142.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,940.16,WM115-A2-rep2,F2
50567-3,WM-115,10068-101-1,Vemurafenib,10307-101-1,Garcinol,1.0000,2.6667,uM,48,hr,2,936,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,149.05,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1030.71,WM115-A2-rep2,F3
50567-3,WM-115,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,1.0000,2.6667,uM,48,hr,2,775,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,127.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,379.92,WM115-A2-rep2,F4
50567-3,WM-115,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,1.0000,2.6667,uM,48,hr,2,865,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,241.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,515.22,WM115-A2-rep2,F5
50567-3,WM-115,10068-101-1,Vemurafenib,10325-101-1,Methylstat,1.0000,2.6667,uM,48,hr,2,860,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,112.41,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,846.07,WM115-A2-rep2,F6
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.0000,2.6667,uM,48,hr,2,768,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,120.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,479.27,WM115-A2-rep2,F7
50567-3,WM-115,10068-101-1,Vemurafenib,10339-101-1,CX-5461,1.0000,2.6667,uM,48,hr,2,1216,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,116.78,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1052.21,WM115-A2-rep2,F8
50567-3,WM-115,10068-101-1,Vemurafenib,10302-101-1,RG-108,1.0000,2.6667,uM,48,hr,2,1106,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,141.86,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,841.05,WM115-A2-rep2,G2
50567-3,WM-115,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,1.0000,2.6667,uM,48,hr,2,1013,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,132.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,989.81,WM115-A2-rep2,G3
50567-3,WM-115,10068-101-1,Vemurafenib,10314-101-1,MC1568,1.0000,2.6667,uM,48,hr,2,1007,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,320.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,977.00,WM115-A2-rep2,G4
50567-3,WM-115,10068-101-1,Vemurafenib,10320-101-1,UNC0638,1.0000,2.6667,uM,48,hr,2,1049,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,169.31,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,874.75,WM115-A2-rep2,G5
50567-3,WM-115,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,1.0000,2.6667,uM,48,hr,2,906,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,122.81,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1167.67,WM115-A2-rep2,G6
50567-3,WM-115,10068-101-1,Vemurafenib,10332-101-1,Ischemin,1.0000,2.6667,uM,48,hr,2,1033,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,128.78,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1025.85,WM115-A2-rep2,G7
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,815,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,124.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,826.75,WM115-A2-rep2,H10
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,867,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,123.77,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,905.23,WM115-A2-rep2,H11
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,991,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,143.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,912.83,WM115-A2-rep2,H2
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,854,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,137.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,899.54,WM115-A2-rep2,H3
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,808,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,120.65,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,855.37,WM115-A2-rep2,H4
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,754,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,136.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,910.39,WM115-A2-rep2,H5
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,815,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,120.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,893.83,WM115-A2-rep2,H6
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,810,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,859.67,WM115-A2-rep2,H7
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,845,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,127.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,900.40,WM115-A2-rep2,H8
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,2,836,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,867.95,WM115-A2-rep2,H9
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1238,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,135.53,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1143.34,WM115-B1-rep1,A10
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1082,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,153.35,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1063.55,WM115-B1-rep1,A11
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1290,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,150.40,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1023.32,WM115-B1-rep1,A2
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1254,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,156.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,981.56,WM115-B1-rep1,A3
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1219,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,156.46,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1014.83,WM115-B1-rep1,A4
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1092,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,136.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1059.09,WM115-B1-rep1,A5
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1112,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.20,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1115.20,WM115-B1-rep1,A6
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1157,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,127.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,983.86,WM115-B1-rep1,A7
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1191,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,189.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,985.32,WM115-B1-rep1,A8
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.0000,,uM,48,hr,1,1203,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,142.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1034.60,WM115-B1-rep1,A9
50567-3,WM-115,10068-101-1,Vemurafenib,10144-101-2,Olaparib,1.0000,0.5333,uM,48,hr,1,1167,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,137.87,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1037.33,WM115-B1-rep1,B2
50567-3,WM-115,10068-101-1,Vemurafenib,10303-101-1,Iniparib,1.0000,0.5333,uM,48,hr,1,1365,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,134.80,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1019.80,WM115-B1-rep1,B3
50567-3,WM-115,10068-101-1,Vemurafenib,10309-101-1,CTB,1.0000,0.5333,uM,48,hr,1,1430,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,143.37,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,993.65,WM115-B1-rep1,B4
50567-3,WM-115,10068-101-1,Vemurafenib,10315-101-1,Rocilinostat,1.0000,0.5333,uM,48,hr,1,1305,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,123.30,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,965.10,WM115-B1-rep1,B5
50567-3,WM-115,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,1.0000,0.5333,uM,48,hr,1,1268,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,142.27,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1155.24,WM115-B1-rep1,B6
50567-3,WM-115,10068-101-1,Vemurafenib,10327-101-1,PFI-1,1.0000,0.5333,uM,48,hr,1,1121,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,128.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,999.98,WM115-B1-rep1,B7
50567-3,WM-115,10068-101-1,Vemurafenib,10333-101-1,UNC669,1.0000,0.5333,uM,48,hr,1,1278,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,156.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1084.81,WM115-B1-rep1,B8
50567-3,WM-115,10068-101-1,Vemurafenib,10145-102-1,Veliparib,1.0000,0.5333,uM,48,hr,1,1336,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.75,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1058.87,WM115-B1-rep1,C2
50567-3,WM-115,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,1.0000,0.5333,uM,48,hr,1,1363,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,131.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1087.96,WM115-B1-rep1,C3
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.0000,0.5333,uM,48,hr,1,1138,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,352.75,WM115-B1-rep1,C4
50567-3,WM-115,10068-101-1,Vemurafenib,10316-101-1,Selisistat,1.0000,0.5333,uM,48,hr,1,1456,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.36,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1148.05,WM115-B1-rep1,C5
50567-3,WM-115,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,1.0000,0.5333,uM,48,hr,1,1420,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.29,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,997.01,WM115-B1-rep1,C6
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.0000,0.5333,uM,48,hr,1,878,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,474.49,WM115-B1-rep1,C7
50567-3,WM-115,10068-101-1,Vemurafenib,10334-101-1,UNC1215,1.0000,0.5333,uM,48,hr,1,1417,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,135.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1116.16,WM115-B1-rep1,C8
50567-3,WM-115,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,1.0000,0.5333,uM,48,hr,1,1611,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,135.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,915.06,WM115-B1-rep1,D2
50567-3,WM-115,10068-101-1,Vemurafenib,10305-101-1,JW55,1.0000,0.5333,uM,48,hr,1,1522,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,143.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1091.59,WM115-B1-rep1,D3
50567-3,WM-115,10068-101-1,Vemurafenib,10311-101-1,Entinostat,1.0000,0.5333,uM,48,hr,1,1649,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,125.31,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1011.83,WM115-B1-rep1,D4
50567-3,WM-115,10068-101-1,Vemurafenib,10317-101-1,AGK2,1.0000,0.5333,uM,48,hr,1,915,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1130.32,WM115-B1-rep1,D5
50567-3,WM-115,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,1.0000,0.5333,uM,48,hr,1,1681,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.56,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1168.38,WM115-B1-rep1,D6
50567-3,WM-115,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,1.0000,0.5333,uM,48,hr,1,1613,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,135.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1200.88,WM115-B1-rep1,D7
50567-3,WM-115,10068-101-1,Vemurafenib,10335-101-1,IOX2,1.0000,0.5333,uM,48,hr,1,1449,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,146.49,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1057.33,WM115-B1-rep1,D8
50567-3,WM-115,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,1.0000,0.5333,uM,48,hr,1,1281,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,161.75,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,938.35,WM115-B1-rep1,E2
50567-3,WM-115,10068-101-1,Vemurafenib,10306-101-1,C646,1.0000,0.5333,uM,48,hr,1,1210,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,130.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,932.39,WM115-B1-rep1,E3
50567-3,WM-115,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,1.0000,0.5333,uM,48,hr,1,1518,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,134.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,987.13,WM115-B1-rep1,E4
50567-3,WM-115,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,1.0000,0.5333,uM,48,hr,1,1308,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,126.81,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1113.32,WM115-B1-rep1,E5
50567-3,WM-115,10068-101-1,Vemurafenib,10324-101-1,Daminozide,1.0000,0.5333,uM,48,hr,1,1466,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,136.14,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1015.55,WM115-B1-rep1,E6
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.0000,0.5333,uM,48,hr,1,1388,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,131.94,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,759.27,WM115-B1-rep1,E7
50567-3,WM-115,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,1.0000,0.5333,uM,48,hr,1,1363,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,136.88,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1138.47,WM115-B1-rep1,E8
50567-3,WM-115,10068-101-1,Vemurafenib,10301-101-1,Decitabine,1.0000,0.5333,uM,48,hr,1,1312,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,150.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,949.09,WM115-B1-rep1,F2
50567-3,WM-115,10068-101-1,Vemurafenib,10307-101-1,Garcinol,1.0000,0.5333,uM,48,hr,1,1246,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,139.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1098.79,WM115-B1-rep1,F3
50567-3,WM-115,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,1.0000,0.5333,uM,48,hr,1,1333,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,127.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,666.71,WM115-B1-rep1,F4
50567-3,WM-115,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,1.0000,0.5333,uM,48,hr,1,1331,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,172.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,974.77,WM115-B1-rep1,F5
50567-3,WM-115,10068-101-1,Vemurafenib,10325-101-1,Methylstat,1.0000,0.5333,uM,48,hr,1,1289,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,122.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1114.18,WM115-B1-rep1,F6
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.0000,0.5333,uM,48,hr,1,1213,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,125.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,683.96,WM115-B1-rep1,F7
50567-3,WM-115,10068-101-1,Vemurafenib,10339-101-1,CX-5461,1.0000,0.5333,uM,48,hr,1,1376,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,121.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1089.00,WM115-B1-rep1,F8
