Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,2nd Drug,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Image,Measured Protein (Alexa Fluor 488),Measured Protein Value (488),Measured Protein (Alexa Fluor 568),Measured Protein Value (568),Measured Protein (Alexa Fluor 647),Measured Protein Value (647),Replicate,Plate Name,Plate Well
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,449586,p27 Kip1,235.89,p-Rb(S807/S811),78.16,p-ERK(T202/Y204),655.44,1,WM115-signal1,D8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,449442,p27 Kip1,223.47,p-Rb(S807/S811),74.36,p-ERK(T202/Y204),609.12,1,WM115-signal1,D9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,449199,p27 Kip1,222.05,p-Rb(S807/S811),76.04,p-ERK(T202/Y204),636.67,2,WM115-signal1,E10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,449685,p27 Kip1,225.01,p-Rb(S807/S811),72.59,p-ERK(T202/Y204),628.25,2,WM115-signal1,E11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,449298,p27 Kip1,267.33,p-Rb(S807/S811),79.84,p-ERK(T202/Y204),786.46,2,WM115-signal1,E2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,449424,p27 Kip1,250.02,p-Rb(S807/S811),88.53,p-ERK(T202/Y204),714.03,2,WM115-signal1,E3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,449487,p27 Kip1,235.37,p-Rb(S807/S811),88.77,p-ERK(T202/Y204),657.24,2,WM115-signal1,E4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,449469,p27 Kip1,232.47,p-Rb(S807/S811),84.23,p-ERK(T202/Y204),633.23,2,WM115-signal1,E5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,449460,p27 Kip1,235.79,p-Rb(S807/S811),81.08,p-ERK(T202/Y204),651.65,2,WM115-signal1,E6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,449640,p27 Kip1,237.86,p-Rb(S807/S811),81.40,p-ERK(T202/Y204),668.60,2,WM115-signal1,E7
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,449694,p27 Kip1,228.02,p-Rb(S807/S811),77.98,p-ERK(T202/Y204),657.81,2,WM115-signal1,E8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,449496,p27 Kip1,226.04,p-Rb(S807/S811),77.90,p-ERK(T202/Y204),670.95,2,WM115-signal1,E9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,449667,p27 Kip1,224.00,p-Rb(S807/S811),72.74,p-ERK(T202/Y204),584.05,1,WM115-signal1,F10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,449451,p27 Kip1,228.13,p-Rb(S807/S811),74.57,p-ERK(T202/Y204),615.48,1,WM115-signal1,F11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,449433,p27 Kip1,349.44,p-Rb(S807/S811),64.09,p-ERK(T202/Y204),21.49,1,WM115-signal1,F2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,449622,p27 Kip1,337.11,p-Rb(S807/S811),45.84,p-ERK(T202/Y204),20.19,1,WM115-signal1,F3
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,449613,p27 Kip1,315.18,p-Rb(S807/S811),43.87,p-ERK(T202/Y204),29.26,1,WM115-signal1,F4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,449289,p27 Kip1,277.07,p-Rb(S807/S811),41.08,p-ERK(T202/Y204),52.64,1,WM115-signal1,F5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,449595,p27 Kip1,241.19,p-Rb(S807/S811),59.02,p-ERK(T202/Y204),149.20,1,WM115-signal1,F6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,449658,p27 Kip1,235.46,p-Rb(S807/S811),73.36,p-ERK(T202/Y204),378.29,1,WM115-signal1,F7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,449379,p27 Kip1,227.51,p-Rb(S807/S811),77.75,p-ERK(T202/Y204),515.73,1,WM115-signal1,F8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,449370,p27 Kip1,226.65,p-Rb(S807/S811),75.03,p-ERK(T202/Y204),585.24,1,WM115-signal1,F9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,449577,p27 Kip1,228.96,p-Rb(S807/S811),71.31,p-ERK(T202/Y204),548.10,2,WM115-signal1,G10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,449262,p27 Kip1,231.17,p-Rb(S807/S811),73.86,p-ERK(T202/Y204),586.73,2,WM115-signal1,G11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,449568,p27 Kip1,347.97,p-Rb(S807/S811),60.14,p-ERK(T202/Y204),20.70,2,WM115-signal1,G2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,449550,p27 Kip1,339.45,p-Rb(S807/S811),47.47,p-ERK(T202/Y204),20.55,2,WM115-signal1,G3
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,449316,p27 Kip1,302.92,p-Rb(S807/S811),39.51,p-ERK(T202/Y204),28.13,2,WM115-signal1,G4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,449631,p27 Kip1,277.38,p-Rb(S807/S811),42.72,p-ERK(T202/Y204),54.07,2,WM115-signal1,G5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,449649,p27 Kip1,245.83,p-Rb(S807/S811),61.24,p-ERK(T202/Y204),166.19,2,WM115-signal1,G6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,449244,p27 Kip1,235.54,p-Rb(S807/S811),72.02,p-ERK(T202/Y204),366.04,2,WM115-signal1,G7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,449406,p27 Kip1,223.67,p-Rb(S807/S811),74.26,p-ERK(T202/Y204),488.45,2,WM115-signal1,G8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,449352,p27 Kip1,231.77,p-Rb(S807/S811),74.86,p-ERK(T202/Y204),564.70,2,WM115-signal1,G9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,451911,p-Histone H3(S10),218.20,p-Rb(S807/S811),70.93,p-S6(S235/S236,195.97,1,WM115-signal2,B10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,452145,p-Histone H3(S10),230.02,p-Rb(S807/S811),70.34,p-S6(S235/S236,211.00,1,WM115-signal2,B11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,451901,p-Histone H3(S10),231.89,p-Rb(S807/S811),45.77,p-S6(S235/S236,35.99,1,WM115-signal2,B2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,452055,p-Histone H3(S10),227.79,p-Rb(S807/S811),42.29,p-S6(S235/S236,56.17,1,WM115-signal2,B3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,451938,p-Histone H3(S10),190.48,p-Rb(S807/S811),38.37,p-S6(S235/S236,66.01,1,WM115-signal2,B4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,452037,p-Histone H3(S10),180.39,p-Rb(S807/S811),38.47,p-S6(S235/S236,77.58,1,WM115-signal2,B5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,452163,p-Histone H3(S10),209.33,p-Rb(S807/S811),53.83,p-S6(S235/S236,130.34,1,WM115-signal2,B6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,452280,p-Histone H3(S10),208.23,p-Rb(S807/S811),67.34,p-S6(S235/S236,176.14,1,WM115-signal2,B7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,452136,p-Histone H3(S10),196.19,p-Rb(S807/S811),67.83,p-S6(S235/S236,199.48,1,WM115-signal2,B8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,452181,p-Histone H3(S10),249.39,p-Rb(S807/S811),71.37,p-S6(S235/S236,206.70,1,WM115-signal2,B9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,452091,p-Histone H3(S10),209.37,p-Rb(S807/S811),65.40,p-S6(S235/S236,188.91,2,WM115-signal2,C10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,451920,p-Histone H3(S10),197.62,p-Rb(S807/S811),67.65,p-S6(S235/S236,195.82,2,WM115-signal2,C11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,452361,p-Histone H3(S10),209.18,p-Rb(S807/S811),48.45,p-S6(S235/S236,30.86,2,WM115-signal2,C2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,452352,p-Histone H3(S10),210.36,p-Rb(S807/S811),47.67,p-S6(S235/S236,54.23,2,WM115-signal2,C3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,452109,p-Histone H3(S10),179.29,p-Rb(S807/S811),38.89,p-S6(S235/S236,65.75,2,WM115-signal2,C4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,452262,p-Histone H3(S10),148.64,p-Rb(S807/S811),35.95,p-S6(S235/S236,64.00,2,WM115-signal2,C5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,452244,p-Histone H3(S10),201.09,p-Rb(S807/S811),53.27,p-S6(S235/S236,128.83,2,WM115-signal2,C6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,452190,p-Histone H3(S10),217.58,p-Rb(S807/S811),65.73,p-S6(S235/S236,171.08,2,WM115-signal2,C7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,452154,p-Histone H3(S10),223.87,p-Rb(S807/S811),68.58,p-S6(S235/S236,185.38,2,WM115-signal2,C8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,452199,p-Histone H3(S10),248.41,p-Rb(S807/S811),70.27,p-S6(S235/S236,185.43,2,WM115-signal2,C9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,451929,p-Histone H3(S10),197.00,p-Rb(S807/S811),65.37,p-S6(S235/S236,186.60,1,WM115-signal2,D10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,452343,p-Histone H3(S10),228.85,p-Rb(S807/S811),67.48,p-S6(S235/S236,192.17,1,WM115-signal2,D11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,452217,p-Histone H3(S10),248.53,p-Rb(S807/S811),77.96,p-S6(S235/S236,209.55,1,WM115-signal2,D2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,452118,p-Histone H3(S10),238.07,p-Rb(S807/S811),80.65,p-S6(S235/S236,200.44,1,WM115-signal2,D3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,451902,p-Histone H3(S10),235.96,p-Rb(S807/S811),79.36,p-S6(S235/S236,186.75,1,WM115-signal2,D4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,452019,p-Histone H3(S10),205.29,p-Rb(S807/S811),76.65,p-S6(S235/S236,177.08,1,WM115-signal2,D5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,452298,p-Histone H3(S10),238.95,p-Rb(S807/S811),79.96,p-S6(S235/S236,176.83,1,WM115-signal2,D6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,452325,p-Histone H3(S10),224.01,p-Rb(S807/S811),72.06,p-S6(S235/S236,189.44,1,WM115-signal2,D7
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,452406,p-Histone H3(S10),216.44,p-Rb(S807/S811),71.32,p-S6(S235/S236,187.08,1,WM115-signal2,D8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,451974,p-Histone H3(S10),222.98,p-Rb(S807/S811),70.29,p-S6(S235/S236,190.36,1,WM115-signal2,D9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,452127,p-Histone H3(S10),232.68,p-Rb(S807/S811),69.08,p-S6(S235/S236,189.38,2,WM115-signal2,E10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,452082,p-Histone H3(S10),209.46,p-Rb(S807/S811),66.66,p-S6(S235/S236,200.83,2,WM115-signal2,E11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,452379,p-Histone H3(S10),329.54,p-Rb(S807/S811),76.68,p-S6(S235/S236,190.63,2,WM115-signal2,E2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,452073,p-Histone H3(S10),257.79,p-Rb(S807/S811),79.63,p-S6(S235/S236,207.22,2,WM115-signal2,E3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,452208,p-Histone H3(S10),232.27,p-Rb(S807/S811),78.02,p-S6(S235/S236,185.29,2,WM115-signal2,E4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,451965,p-Histone H3(S10),260.22,p-Rb(S807/S811),76.23,p-S6(S235/S236,189.51,2,WM115-signal2,E5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,452064,p-Histone H3(S10),243.03,p-Rb(S807/S811),77.65,p-S6(S235/S236,178.01,2,WM115-signal2,E6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,452307,p-Histone H3(S10),236.12,p-Rb(S807/S811),76.30,p-S6(S235/S236,187.61,2,WM115-signal2,E7
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,452235,p-Histone H3(S10),223.09,p-Rb(S807/S811),70.57,p-S6(S235/S236,184.86,2,WM115-signal2,E8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,452001,p-Histone H3(S10),225.21,p-Rb(S807/S811),68.46,p-S6(S235/S236,185.57,2,WM115-signal2,E9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,452271,p-Histone H3(S10),205.62,p-Rb(S807/S811),70.03,p-S6(S235/S236,181.80,1,WM115-signal2,F10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,452388,p-Histone H3(S10),203.04,p-Rb(S807/S811),68.91,p-S6(S235/S236,195.37,1,WM115-signal2,F11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,452289,p-Histone H3(S10),274.41,p-Rb(S807/S811),61.27,p-S6(S235/S236,22.13,1,WM115-signal2,F2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,452397,p-Histone H3(S10),261.27,p-Rb(S807/S811),47.45,p-S6(S235/S236,41.16,1,WM115-signal2,F3
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,452172,p-Histone H3(S10),201.42,p-Rb(S807/S811),39.76,p-S6(S235/S236,56.51,1,WM115-signal2,F4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,451983,p-Histone H3(S10),206.61,p-Rb(S807/S811),41.17,p-S6(S235/S236,77.73,1,WM115-signal2,F5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,451947,p-Histone H3(S10),182.30,p-Rb(S807/S811),53.72,p-S6(S235/S236,104.93,1,WM115-signal2,F6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,452370,p-Histone H3(S10),199.08,p-Rb(S807/S811),67.78,p-S6(S235/S236,151.66,1,WM115-signal2,F7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,,p-Histone H3(S10),,p-Rb(S807/S811),,p-S6(S235/S236,,1,WM115-signal2,F8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,,p-Histone H3(S10),,p-Rb(S807/S811),,p-S6(S235/S236,,1,WM115-signal2,F9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,452334,p-Histone H3(S10),208.71,p-Rb(S807/S811),69.04,p-S6(S235/S236,185.81,2,WM115-signal2,G10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,452046,p-Histone H3(S10),189.27,p-Rb(S807/S811),66.71,p-S6(S235/S236,192.92,2,WM115-signal2,G11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,452100,p-Histone H3(S10),259.78,p-Rb(S807/S811),60.44,p-S6(S235/S236,25.02,2,WM115-signal2,G2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,451992,p-Histone H3(S10),241.43,p-Rb(S807/S811),45.71,p-S6(S235/S236,39.27,2,WM115-signal2,G3
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.8000,uM,24,hr,452010,p-Histone H3(S10),182.61,p-Rb(S807/S811),38.78,p-S6(S235/S236,51.74,2,WM115-signal2,G4
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.3200,uM,24,hr,451956,p-Histone H3(S10),173.97,p-Rb(S807/S811),36.66,p-S6(S235/S236,72.75,2,WM115-signal2,G5
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.1280,uM,24,hr,452028,p-Histone H3(S10),183.28,p-Rb(S807/S811),55.71,p-S6(S235/S236,111.37,2,WM115-signal2,G6
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0512,uM,24,hr,452253,p-Histone H3(S10),179.49,p-Rb(S807/S811),67.38,p-S6(S235/S236,142.55,2,WM115-signal2,G7
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0205,uM,24,hr,452226,p-Histone H3(S10),202.11,p-Rb(S807/S811),70.44,p-S6(S235/S236,160.70,2,WM115-signal2,G8
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0082,uM,24,hr,452316,p-Histone H3(S10),181.02,p-Rb(S807/S811),67.72,p-S6(S235/S236,155.98,2,WM115-signal2,G9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,450135,Ki-67,734.74,p-Rb(S807/S811),72.53,p-cJun(S73),47.91,1,WM115-signal3,B10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,450108,Ki-67,738.43,p-Rb(S807/S811),73.77,p-cJun(S73),49.75,1,WM115-signal3,B11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,449711,Ki-67,691.81,p-Rb(S807/S811),49.35,p-cJun(S73),49.25,1,WM115-signal3,B2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,450018,Ki-67,671.20,p-Rb(S807/S811),44.63,p-cJun(S73),68.10,1,WM115-signal3,B3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,450189,Ki-67,663.63,p-Rb(S807/S811),39.63,p-cJun(S73),79.94,1,WM115-signal3,B4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,449838,Ki-67,721.37,p-Rb(S807/S811),38.52,p-cJun(S73),78.48,1,WM115-signal3,B5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,450063,Ki-67,784.48,p-Rb(S807/S811),55.88,p-cJun(S73),67.92,1,WM115-signal3,B6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,450162,Ki-67,753.40,p-Rb(S807/S811),69.46,p-cJun(S73),57.69,1,WM115-signal3,B7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,450099,Ki-67,780.78,p-Rb(S807/S811),72.14,p-cJun(S73),50.93,1,WM115-signal3,B8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,449964,Ki-67,788.63,p-Rb(S807/S811),73.58,p-cJun(S73),49.70,1,WM115-signal3,B9
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0033,uM,24,hr,450027,Ki-67,706.27,p-Rb(S807/S811),71.35,p-cJun(S73),46.99,2,WM115-signal3,C10
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0000,uM,24,hr,450036,Ki-67,699.08,p-Rb(S807/S811),74.05,p-cJun(S73),48.96,2,WM115-signal3,C11
10068-101-1,Vemurafenib,50567-1,WM-115,,5.0000,uM,24,hr,450081,Ki-67,635.32,p-Rb(S807/S811),49.14,p-cJun(S73),49.50,2,WM115-signal3,C2
10068-101-1,Vemurafenib,50567-1,WM-115,,2.0000,uM,24,hr,450171,Ki-67,688.19,p-Rb(S807/S811),44.09,p-cJun(S73),69.41,2,WM115-signal3,C3
10068-101-1,Vemurafenib,50567-1,WM-115,,0.8000,uM,24,hr,449883,Ki-67,666.78,p-Rb(S807/S811),38.55,p-cJun(S73),82.82,2,WM115-signal3,C4
10068-101-1,Vemurafenib,50567-1,WM-115,,0.3200,uM,24,hr,450045,Ki-67,587.55,p-Rb(S807/S811),26.27,p-cJun(S73),71.93,2,WM115-signal3,C5
10068-101-1,Vemurafenib,50567-1,WM-115,,0.1280,uM,24,hr,450207,Ki-67,771.14,p-Rb(S807/S811),55.68,p-cJun(S73),62.70,2,WM115-signal3,C6
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0512,uM,24,hr,449892,Ki-67,678.09,p-Rb(S807/S811),65.24,p-cJun(S73),51.35,2,WM115-signal3,C7
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0205,uM,24,hr,450216,Ki-67,761.10,p-Rb(S807/S811),71.98,p-cJun(S73),49.80,2,WM115-signal3,C8
10068-101-1,Vemurafenib,50567-1,WM-115,,0.0082,uM,24,hr,449757,Ki-67,730.04,p-Rb(S807/S811),70.31,p-cJun(S73),48.98,2,WM115-signal3,C9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,450054,Ki-67,783.34,p-Rb(S807/S811),75.14,p-cJun(S73),46.08,1,WM115-signal3,D10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,450198,Ki-67,713.17,p-Rb(S807/S811),74.83,p-cJun(S73),48.37,1,WM115-signal3,D11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,449919,Ki-67,867.38,p-Rb(S807/S811),85.79,p-cJun(S73),23.05,1,WM115-signal3,D2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,449766,Ki-67,790.07,p-Rb(S807/S811),77.44,p-cJun(S73),19.89,1,WM115-signal3,D3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,449946,Ki-67,812.54,p-Rb(S807/S811),82.01,p-cJun(S73),21.32,1,WM115-signal3,D4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,450117,Ki-67,814.81,p-Rb(S807/S811),81.21,p-cJun(S73),22.95,1,WM115-signal3,D5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,449775,Ki-67,843.01,p-Rb(S807/S811),77.92,p-cJun(S73),26.33,1,WM115-signal3,D6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,449802,Ki-67,781.07,p-Rb(S807/S811),77.07,p-cJun(S73),34.92,1,WM115-signal3,D7
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,449811,Ki-67,755.77,p-Rb(S807/S811),76.94,p-cJun(S73),41.65,1,WM115-signal3,D8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,449874,Ki-67,780.27,p-Rb(S807/S811),73.45,p-cJun(S73),43.18,1,WM115-signal3,D9
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0033,uM,24,hr,449973,Ki-67,740.57,p-Rb(S807/S811),72.45,p-cJun(S73),46.35,2,WM115-signal3,E10
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0000,uM,24,hr,449730,Ki-67,735.15,p-Rb(S807/S811),75.29,p-cJun(S73),50.13,2,WM115-signal3,E11
10363-101-1,JNK-IN-8,50567-1,WM-115,,5.0000,uM,24,hr,450072,Ki-67,808.69,p-Rb(S807/S811),76.27,p-cJun(S73),22.54,2,WM115-signal3,E2
10363-101-1,JNK-IN-8,50567-1,WM-115,,2.0000,uM,24,hr,450009,Ki-67,815.32,p-Rb(S807/S811),84.33,p-cJun(S73),22.27,2,WM115-signal3,E3
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.8000,uM,24,hr,450180,Ki-67,800.51,p-Rb(S807/S811),84.77,p-cJun(S73),21.81,2,WM115-signal3,E4
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.3200,uM,24,hr,449847,Ki-67,785.96,p-Rb(S807/S811),71.52,p-cJun(S73),21.74,2,WM115-signal3,E5
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.1280,uM,24,hr,450153,Ki-67,748.11,p-Rb(S807/S811),75.71,p-cJun(S73),27.81,2,WM115-signal3,E6
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0512,uM,24,hr,449856,Ki-67,765.62,p-Rb(S807/S811),80.82,p-cJun(S73),36.31,2,WM115-signal3,E7
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0205,uM,24,hr,449991,Ki-67,798.51,p-Rb(S807/S811),76.68,p-cJun(S73),41.54,2,WM115-signal3,E8
10363-101-1,JNK-IN-8,50567-1,WM-115,,0.0082,uM,24,hr,449982,Ki-67,787.98,p-Rb(S807/S811),73.62,p-cJun(S73),42.75,2,WM115-signal3,E9
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0033,uM,24,hr,449937,Ki-67,801.31,p-Rb(S807/S811),74.66,p-cJun(S73),48.32,1,WM115-signal3,F10
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,0.0000,uM,24,hr,450225,Ki-67,782.51,p-Rb(S807/S811),75.83,p-cJun(S73),51.58,1,WM115-signal3,F11
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,5.0000,uM,24,hr,449901,Ki-67,614.46,p-Rb(S807/S811),62.48,p-cJun(S73),20.25,1,WM115-signal3,F2
10068-101-1,Vemurafenib,50567-1,WM-115,JNK-IN-8,2.0000,uM,24,hr,450126,Ki-67,684.33,p-Rb(S807/S811),51.01,p-cJun(S73),18.52,1,WM115-signal3,F3
