Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Relative Growth Rate,Standard Error of the Mean for Relative Growth Rate
50057-3,SK-BR-3,10480-101-1,Radicicol,0.04,uM,LJP6,0.5533,0.0248,0.2602,0.0076
50057-3,SK-BR-3,10001-101-1,Seliciclib,0.04,uM,LJP5,1.0489,0.0413,1.0841,0.0680
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.04,uM,LJP5,0.9427,0.0427,0.9021,0.0705
50057-3,SK-BR-3,10148-101-1,XL147,0.04,uM,LJP5,1.1181,0.0136,1.1968,0.0251
50057-3,SK-BR-3,10032-101-1,Saracatinib,0.04,uM,LJP6,1.0738,0.0361,1.1228,0.0602
50057-3,SK-BR-3,10056-101-1,Selumetinib,0.04,uM,LJP6,1.0705,0.0150,1.1145,0.0186
50057-3,SK-BR-3,10052-101-1,Sirolimus,0.04,uM,LJP6,0.6590,0.0046,0.4319,0.0323
50057-3,SK-BR-3,10008-101-1,Sorafenib,0.04,uM,LJP6,0.9182,0.0153,0.8656,0.0225
50057-3,SK-BR-3,10119-101-1,SU11274,0.04,uM,LJP5,1.1201,0.0316,1.2033,0.0567
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.04,uM,LJP5,1.0705,0.0299,1.1154,0.0494
50057-3,SK-BR-3,10171-101-1,TGX221,0.04,uM,LJP5,0.8069,0.0071,0.6772,0.0274
50057-3,SK-BR-3,10079-101-1,Torin1,0.04,uM,LJP6,0.4107,0.0224,0.0132,0.0955
50057-3,SK-BR-3,10080-101-1,Torin2,0.04,uM,LJP5,0.3259,0.0151,-0.1229,0.0650
50057-3,SK-BR-3,10021-101-1,Tozasertib,0.04,uM,LJP5,0.3212,0.0024,-0.1311,0.0646
50057-3,SK-BR-3,10142-101-1,Trametinib,0.04,uM,LJP5,0.6981,0.0395,0.4902,0.0893
50057-3,SK-BR-3,10111-101-1,TWS119,0.04,uM,LJP5,1.0858,0.0293,1.1386,0.0399
50057-3,SK-BR-3,10068-101-1,Vemurafenib,0.04,uM,LJP5,1.0583,0.0224,1.0935,0.0348
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP5,1.0153,0.0148,1.0274,0.0242
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP6,1.0407,0.0108,1.0668,0.0158
50057-3,SK-BR-3,10064-101-1,WYE-125132,0.04,uM,LJP6,0.4358,0.0236,0.0621,0.0482
50057-3,SK-BR-3,10084-101-1,WZ3105,0.04,uM,LJP5,0.2450,0.0283,-0.2582,0.0886
50057-3,SK-BR-3,10086-101-1,XMD11-50,0.04,uM,LJP6,0.7896,0.0492,0.6411,0.0962
50057-3,SK-BR-3,10149-102-1,Y39983,0.04,uM,LJP6,0.8955,0.0612,0.8138,0.1118
50057-3,SK-BR-3,10109-101-1,YM 201636,0.04,uM,LJP5,1.1053,0.0174,1.1724,0.0186
50057-3,SK-BR-3,10053-101-1,ZSTK474,0.04,uM,LJP6,0.8385,0.0387,0.7384,0.0489
50057-3,SK-BR-3,10133-101-1,Afatinib,0.12,uM,LJP6,0.3319,0.0165,-0.1156,0.0865
50057-3,SK-BR-3,10035-101-1,Sigma A6730,0.12,uM,LJP5,0.8565,0.0145,0.7619,0.0234
50057-3,SK-BR-3,10011-101-1,Alvocidib,0.12,uM,LJP6,0.2553,0.0379,-0.2425,0.1077
50057-3,SK-BR-3,10004-101-1,AT-7519,0.12,uM,LJP6,0.4680,0.0671,0.1264,0.0588
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.12,uM,LJP6,0.7502,0.0179,0.5867,0.0125
50057-3,SK-BR-3,10059-101-1,AZD-6482,0.12,uM,LJP5,0.9585,0.0368,0.9367,0.0546
50057-3,SK-BR-3,10006-101-1,AZD7762,0.12,uM,LJP6,0.3434,0.0203,-0.0978,0.0962
50057-3,SK-BR-3,10007-101-1,AZD8055,0.12,uM,LJP6,0.3519,0.0246,-0.0817,0.0877
50057-3,SK-BR-3,10164-101-1,AZD8330,0.12,uM,LJP5,0.7789,0.0086,0.6328,0.0127
50057-3,SK-BR-3,10067-101-1,Barasertib,0.12,uM,LJP5,0.3642,0.0170,-0.0574,0.0466
50057-3,SK-BR-3,10041-101-1,BI-2536,0.12,uM,LJP6,0.3216,0.0337,-0.1319,0.0966
50057-3,SK-BR-3,10028-102-1,BMS345541,0.12,uM,LJP6,0.9884,0.0329,0.9779,0.0580
50057-3,SK-BR-3,10132-101-1,SNS-032,0.12,uM,LJP6,0.2859,0.0091,-0.1915,0.0806
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.12,uM,LJP5,0.3982,0.0231,0.0014,0.0218
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.12,uM,LJP5,1.0213,0.0402,1.0382,0.0652
50057-3,SK-BR-3,10046-101-1,SB590885,0.12,uM,LJP5,1.1166,0.0155,1.1958,0.0313
50057-3,SK-BR-3,10190-101-1,PIK-93,0.12,uM,LJP5,1.0811,0.0229,1.1387,0.0426
50057-3,SK-BR-3,10031-101-1,KIN001-043,0.12,uM,LJP6,0.9360,0.0046,0.8935,0.0088
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.12,uM,LJP5,0.8918,0.0162,0.8197,0.0284
50057-3,SK-BR-3,10161-101-1,Luminespib,0.12,uM,LJP5,0.4047,0.0218,0.0086,0.0625
50057-3,SK-BR-3,10045-101-1,A443654,0.12,uM,LJP6,0.2952,0.0260,-0.1782,0.1055
50057-3,SK-BR-3,10063-102-1,OSI-027,0.12,uM,LJP6,0.5687,0.0480,0.2894,0.0423
50057-3,SK-BR-3,10087-101-1,XMD11-85h,0.12,uM,LJP6,0.8270,0.0145,0.7115,0.0295
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,0.12,uM,LJP6,0.9685,0.0680,0.9606,0.1078
50057-3,SK-BR-3,10039-101-1,WH-4-025,0.12,uM,LJP5,1.0002,0.0328,0.9976,0.0523
50057-3,SK-BR-3,10082-101-1,WZ-4-145,0.12,uM,LJP6,0.6143,0.0112,0.3592,0.0198
50057-3,SK-BR-3,10091-101-1,XMD16-144,0.12,uM,LJP5,0.3770,0.0006,-0.0386,0.0617
50057-3,SK-BR-3,10177-101-1,Brivanib,0.12,uM,LJP5,0.8880,0.0570,0.8078,0.0958
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.12,uM,LJP5,0.7795,0.0626,0.6438,0.0801
50057-3,SK-BR-3,10055-101-1,BX-912,0.12,uM,LJP5,0.8247,0.0531,0.7181,0.0732
50057-3,SK-BR-3,10120-102-1,Canertinib,0.12,uM,LJP6,0.4096,0.0072,0.0162,0.0572
50057-3,SK-BR-3,10117-101-1,Celastrol,0.12,uM,LJP6,0.8414,0.0366,0.7396,0.0568
50057-3,SK-BR-3,10025-101-1,CGP60474,0.12,uM,LJP5,0.7071,0.0873,0.5198,0.1406
50057-3,SK-BR-3,10025-101-1,CGP60474,0.12,uM,LJP6,0.2446,0.0025,-0.2590,0.0723
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.12,uM,LJP6,0.8180,0.0529,0.6879,0.0991
50057-3,SK-BR-3,10010-101-1,CP724714,0.12,uM,LJP5,0.5819,0.0446,0.2945,0.1137
50057-3,SK-BR-3,10009-101-1,CP466722,0.12,uM,LJP5,1.0477,0.0175,1.0811,0.0301
50057-3,SK-BR-3,10027-101-1,Crizotinib,0.12,uM,LJP5,0.8931,0.0235,0.8180,0.0463
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.12,uM,LJP5,0.8894,0.0548,0.8107,0.0920
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.12,uM,LJP5,1.0185,0.0235,1.0262,0.0376
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.12,uM,LJP6,0.9080,0.0030,0.8461,0.0141
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.12,uM,LJP5,0.7916,0.0146,0.6532,0.0283
50057-3,SK-BR-3,10069-101-1,Enzastaurin,0.12,uM,LJP5,1.0677,0.0392,1.1161,0.0653
50057-3,SK-BR-3,10097-101-1,Erlotinib,0.12,uM,LJP5,0.9386,0.0280,0.9015,0.0455
50057-3,SK-BR-3,10157-101-1,Foretinib,0.12,uM,LJP5,0.9006,0.0987,0.8288,0.1620
50057-3,SK-BR-3,10040-101-1,R406,0.12,uM,LJP6,0.9644,0.0199,0.9390,0.0364
50057-3,SK-BR-3,10047-101-1,Pictilisib,0.12,uM,LJP6,0.5515,0.0100,0.2532,0.0417
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.12,uM,LJP6,0.8232,0.0111,0.7036,0.0330
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP5,0.3638,0.0092,-0.0619,0.0755
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP6,0.3610,0.0057,-0.0640,0.0534
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP5,0.9617,0.0377,0.9427,0.0565
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP6,0.7961,0.0104,0.6582,0.0375
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.12,uM,LJP6,0.8812,0.0128,0.8021,0.0232
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.12,uM,LJP6,0.3368,0.0252,-0.1067,0.0882
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.12,uM,LJP5,0.7236,0.0255,0.5438,0.0237
50057-3,SK-BR-3,10014-101-1,GW843682X,0.12,uM,LJP6,0.6434,0.0824,0.4209,0.1108
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,0.12,uM,LJP5,0.8841,0.0573,0.8050,0.0956
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,0.12,uM,LJP6,0.7939,0.0217,0.6522,0.0570
50057-3,SK-BR-3,10023-103-1,Imatinib,0.12,uM,LJP6,1.0354,0.0269,1.0537,0.0419
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.12,uM,LJP6,0.8116,0.0433,0.6901,0.0684
50057-3,SK-BR-3,10019-101-1,JW-7-24-1,0.12,uM,LJP6,0.7916,0.0051,0.6529,0.0200
50057-3,SK-BR-3,10051-104-1,Lapatinib,0.12,uM,LJP6,0.3933,0.0191,-0.0081,0.0368
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.12,uM,LJP5,1.0481,0.0486,1.0845,0.0793
50057-3,SK-BR-3,10182-101-1,Linifanib,0.12,uM,LJP6,1.0349,0.0198,1.0545,0.0311
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.12,uM,LJP5,0.8642,0.0368,0.7718,0.0638
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP5,0.3758,0.0289,-0.0418,0.0890
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP6,0.3427,0.0407,-0.0994,0.1177
50057-3,SK-BR-3,10057-102-1,MK2206,0.12,uM,LJP6,0.7337,0.0375,0.5599,0.0516
50057-3,SK-BR-3,10018-101-1,Neratinib,0.12,uM,LJP5,0.3371,0.0282,-0.1093,0.1086
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.12,uM,LJP5,1.1007,0.0177,1.1677,0.0313
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.12,uM,LJP6,0.9886,0.0192,0.9822,0.0306
50057-3,SK-BR-3,10061-101-1,NU7441,0.12,uM,LJP5,0.9855,0.0230,0.9791,0.0351
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.12,uM,LJP5,0.4215,0.0312,0.0384,0.0580
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.12,uM,LJP6,0.8561,0.0706,0.7497,0.1219
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.12,uM,LJP6,0.7806,0.0257,0.6382,0.0263
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP5,0.9281,0.0083,0.8807,0.0134
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP6,0.9367,0.0217,0.8979,0.0292
50057-3,SK-BR-3,10026-101-1,PD173074,0.12,uM,LJP6,1.0580,0.0521,1.0968,0.0867
50057-3,SK-BR-3,10048-101-1,PD184352,0.12,uM,LJP5,1.0563,0.0167,1.0926,0.0257
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.12,uM,LJP5,0.5827,0.1052,0.3251,0.1337
50057-3,SK-BR-3,10116-101-1,PF431396,0.12,uM,LJP5,0.7837,0.0330,0.6433,0.0484
50057-3,SK-BR-3,10112-101-1,PF477736,0.12,uM,LJP5,0.3510,0.0517,-0.0822,0.1127
50057-3,SK-BR-3,10072-101-1,PF562271,0.12,uM,LJP6,0.9619,0.0354,0.9421,0.0527
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.12,uM,LJP5,1.0617,0.0227,1.1036,0.0383
50057-3,SK-BR-3,10073-101-1,PHA-793887,0.12,uM,LJP6,0.4470,0.0140,0.0803,0.0393
50057-3,SK-BR-3,10126-101-1,PI103,0.12,uM,LJP6,0.7154,0.0541,0.5362,0.0613
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.12,uM,LJP5,1.0209,0.0065,1.0344,0.0102
50057-3,SK-BR-3,10075-101-1,QL-X-138,0.12,uM,LJP6,0.6254,0.0253,0.3751,0.0567
50057-3,SK-BR-3,10077-101-1,QL-XII-47,0.12,uM,LJP6,0.5831,0.0519,0.3130,0.0653
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP5,0.4578,0.0182,0.0992,0.0333
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP6,0.4300,0.0243,0.0522,0.0515
50057-3,SK-BR-3,10001-101-1,Seliciclib,0.12,uM,LJP5,1.0460,0.0234,1.0794,0.0397
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.12,uM,LJP5,0.9556,0.0349,0.9243,0.0576
50057-3,SK-BR-3,10148-101-1,XL147,0.12,uM,LJP5,1.1229,0.0326,1.2002,0.0495
50057-3,SK-BR-3,10032-101-1,Saracatinib,0.12,uM,LJP6,1.0584,0.0427,1.0922,0.0717
50057-3,SK-BR-3,10056-101-1,Selumetinib,0.12,uM,LJP6,1.0040,0.0109,1.0046,0.0179
50057-3,SK-BR-3,10052-101-1,Sirolimus,0.12,uM,LJP6,0.6476,0.0072,0.4139,0.0228
50057-3,SK-BR-3,10008-101-1,Sorafenib,0.12,uM,LJP6,0.9471,0.0295,0.9139,0.0493
50057-3,SK-BR-3,10119-101-1,SU11274,0.12,uM,LJP5,1.0735,0.0377,1.1264,0.0633
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.12,uM,LJP5,1.0176,0.0087,1.0306,0.0149
50057-3,SK-BR-3,10171-101-1,TGX221,0.12,uM,LJP5,0.8783,0.0153,0.7979,0.0255
50057-3,SK-BR-3,10079-101-1,Torin1,0.12,uM,LJP6,0.3914,0.0209,-0.0178,0.0921
50057-3,SK-BR-3,10080-101-1,Torin2,0.12,uM,LJP5,0.3267,0.0116,-0.1217,0.0651
50057-3,SK-BR-3,10021-101-1,Tozasertib,0.12,uM,LJP5,0.3346,0.0126,-0.1068,0.0453
50057-3,SK-BR-3,10142-101-1,Trametinib,0.12,uM,LJP5,0.7597,0.0068,0.5984,0.0330
50057-3,SK-BR-3,10111-101-1,TWS119,0.12,uM,LJP5,1.0170,0.0228,1.0238,0.0358
50057-3,SK-BR-3,10068-101-1,Vemurafenib,0.12,uM,LJP5,1.0432,0.0163,1.0718,0.0272
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP5,0.9878,0.0415,0.9735,0.0661
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP6,0.8794,0.0102,0.7998,0.0163
50057-3,SK-BR-3,10064-101-1,WYE-125132,0.12,uM,LJP6,0.3994,0.0120,-0.0014,0.0663
50057-3,SK-BR-3,10084-101-1,WZ3105,0.12,uM,LJP5,0.2512,0.0415,-0.2478,0.1019
50057-3,SK-BR-3,10086-101-1,XMD11-50,0.12,uM,LJP6,0.7819,0.0270,0.6312,0.0652
50057-3,SK-BR-3,10149-102-1,Y39983,0.12,uM,LJP6,0.8916,0.0593,0.8076,0.1104
50057-3,SK-BR-3,10109-101-1,YM 201636,0.12,uM,LJP5,1.0391,0.0212,1.0661,0.0374
50057-3,SK-BR-3,10053-101-1,ZSTK474,0.12,uM,LJP6,0.6462,0.0456,0.4192,0.0403
50057-3,SK-BR-3,10133-101-1,Afatinib,0.37,uM,LJP6,0.3381,0.0200,-0.1047,0.0852
50057-3,SK-BR-3,10035-101-1,Sigma A6730,0.37,uM,LJP5,0.8610,0.0109,0.7705,0.0050
50057-3,SK-BR-3,10011-101-1,Alvocidib,0.37,uM,LJP6,0.2404,0.0493,-0.2699,0.1355
50057-3,SK-BR-3,10004-101-1,AT-7519,0.37,uM,LJP6,0.3441,0.0333,-0.0882,0.0397
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.37,uM,LJP6,0.5557,0.0171,0.2609,0.0393
50057-3,SK-BR-3,10059-101-1,AZD-6482,0.37,uM,LJP5,1.0178,0.0376,1.0344,0.0601
50057-3,SK-BR-3,10006-101-1,AZD7762,0.37,uM,LJP6,0.3149,0.0197,-0.1442,0.0920
50057-3,SK-BR-3,10007-101-1,AZD8055,0.37,uM,LJP6,0.3470,0.0261,-0.0887,0.0811
50057-3,SK-BR-3,10164-101-1,AZD8330,0.37,uM,LJP5,0.8220,0.0164,0.7049,0.0248
50057-3,SK-BR-3,10067-101-1,Barasertib,0.37,uM,LJP5,0.3538,0.0244,-0.0735,0.0413
50057-3,SK-BR-3,10041-101-1,BI-2536,0.37,uM,LJP6,0.3437,0.0470,-0.0971,0.1217
50057-3,SK-BR-3,10028-102-1,BMS345541,0.37,uM,LJP6,0.9351,0.0455,0.8934,0.0737
50057-3,SK-BR-3,10132-101-1,SNS-032,0.37,uM,LJP6,0.2437,0.0117,-0.2630,0.0935
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.37,uM,LJP5,0.3713,0.0195,-0.0454,0.0466
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.37,uM,LJP5,1.0108,0.0665,1.0247,0.1056
50057-3,SK-BR-3,10046-101-1,SB590885,0.37,uM,LJP5,1.1244,0.0097,1.2080,0.0225
50057-3,SK-BR-3,10190-101-1,PIK-93,0.37,uM,LJP5,1.0204,0.0488,1.0426,0.0796
50057-3,SK-BR-3,10031-101-1,KIN001-043,0.37,uM,LJP6,0.8284,0.0225,0.7181,0.0207
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.37,uM,LJP5,0.8026,0.0225,0.6741,0.0295
50057-3,SK-BR-3,10161-101-1,Luminespib,0.37,uM,LJP5,0.4123,0.0286,0.0214,0.0698
50057-3,SK-BR-3,10045-101-1,A443654,0.37,uM,LJP6,0.2729,0.0193,-0.2145,0.0971
50057-3,SK-BR-3,10063-102-1,OSI-027,0.37,uM,LJP6,0.4656,0.0260,0.1100,0.0642
50057-3,SK-BR-3,10087-101-1,XMD11-85h,0.37,uM,LJP6,0.8422,0.0222,0.7339,0.0470
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,0.37,uM,LJP6,0.8753,0.0501,0.8020,0.0709
50057-3,SK-BR-3,10039-101-1,WH-4-025,0.37,uM,LJP5,0.8854,0.0453,0.8179,0.0631
50057-3,SK-BR-3,10082-101-1,WZ-4-145,0.37,uM,LJP6,0.5724,0.0235,0.2917,0.0143
50057-3,SK-BR-3,10091-101-1,XMD16-144,0.37,uM,LJP5,0.3947,0.0099,-0.0071,0.0442
50057-3,SK-BR-3,10177-101-1,Brivanib,0.37,uM,LJP5,0.8962,0.0527,0.8203,0.0896
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.37,uM,LJP5,0.4767,0.0252,0.1322,0.0244
50057-3,SK-BR-3,10055-101-1,BX-912,0.37,uM,LJP5,0.4924,0.0967,0.1729,0.1146
50057-3,SK-BR-3,10120-102-1,Canertinib,0.37,uM,LJP6,0.3821,0.0157,-0.0315,0.0783
50057-3,SK-BR-3,10117-101-1,Celastrol,0.37,uM,LJP6,0.4126,0.0170,0.0189,0.0767
50057-3,SK-BR-3,10025-101-1,CGP60474,0.37,uM,LJP5,0.3083,0.0398,-0.1575,0.1231
50057-3,SK-BR-3,10025-101-1,CGP60474,0.37,uM,LJP6,0.2567,0.0078,-0.2398,0.0808
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.37,uM,LJP6,0.8566,0.0521,0.7525,0.0942
50057-3,SK-BR-3,10010-101-1,CP724714,0.37,uM,LJP5,0.5054,0.0378,0.1684,0.1094
50057-3,SK-BR-3,10009-101-1,CP466722,0.37,uM,LJP5,1.0480,0.0223,1.0765,0.0314
50057-3,SK-BR-3,10027-101-1,Crizotinib,0.37,uM,LJP5,0.8568,0.0499,0.7576,0.0856
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.37,uM,LJP5,0.8790,0.0403,0.7964,0.0685
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.37,uM,LJP5,0.9958,0.0133,0.9914,0.0212
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.37,uM,LJP6,0.9315,0.0261,0.8854,0.0454
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.37,uM,LJP5,0.6843,0.0501,0.4837,0.0532
50057-3,SK-BR-3,10069-101-1,Enzastaurin,0.37,uM,LJP5,1.0884,0.0112,1.1461,0.0163
50057-3,SK-BR-3,10097-101-1,Erlotinib,0.37,uM,LJP5,0.9793,0.0369,0.9707,0.0637
50057-3,SK-BR-3,10157-101-1,Foretinib,0.37,uM,LJP5,0.4388,0.0225,0.0682,0.0329
50057-3,SK-BR-3,10040-101-1,R406,0.37,uM,LJP6,0.9877,0.0247,0.9783,0.0428
50057-3,SK-BR-3,10047-101-1,Pictilisib,0.37,uM,LJP6,0.4673,0.0155,0.1134,0.0482
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.37,uM,LJP6,0.7182,0.0139,0.5302,0.0354
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.3775,0.0125,-0.0356,0.0462
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.3562,0.0076,-0.0716,0.0508
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP5,0.7674,0.0517,0.6215,0.0702
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP6,0.6530,0.0325,0.4161,0.0826
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.37,uM,LJP6,0.9674,0.0047,0.9464,0.0054
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.37,uM,LJP6,0.3075,0.0238,-0.1562,0.0943
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.37,uM,LJP5,0.7222,0.0219,0.5409,0.0175
50057-3,SK-BR-3,10014-101-1,GW843682X,0.37,uM,LJP6,0.3552,0.0064,-0.0743,0.0608
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,0.37,uM,LJP5,0.7046,0.1046,0.5076,0.1752
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,0.37,uM,LJP6,0.7828,0.0107,0.6358,0.0389
50057-3,SK-BR-3,10023-103-1,Imatinib,0.37,uM,LJP6,1.0138,0.0297,1.0172,0.0482
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.37,uM,LJP6,0.7598,0.0493,0.6024,0.0802
50057-3,SK-BR-3,10019-101-1,JW-7-24-1,0.37,uM,LJP6,0.7278,0.0065,0.5470,0.0221
50057-3,SK-BR-3,10051-104-1,Lapatinib,0.37,uM,LJP6,0.3898,0.0119,-0.0158,0.0522
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.37,uM,LJP5,1.0846,0.0248,1.1425,0.0427
50057-3,SK-BR-3,10182-101-1,Linifanib,0.37,uM,LJP6,1.0605,0.0293,1.0951,0.0436
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.37,uM,LJP5,0.8862,0.0300,0.8140,0.0467
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.37,uM,LJP5,0.3687,0.0339,-0.0542,0.0982
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.37,uM,LJP6,0.3310,0.0493,-0.1190,0.1291
50057-3,SK-BR-3,10057-102-1,MK2206,0.37,uM,LJP6,0.6647,0.0164,0.4429,0.0295
50057-3,SK-BR-3,10018-101-1,Neratinib,0.37,uM,LJP5,0.3229,0.0267,-0.1322,0.1043
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.37,uM,LJP5,1.1290,0.0113,1.2149,0.0225
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.37,uM,LJP6,0.9445,0.0121,0.9081,0.0194
50057-3,SK-BR-3,10061-101-1,NU7441,0.37,uM,LJP5,0.9275,0.0143,0.8788,0.0252
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.37,uM,LJP5,0.3754,0.0356,-0.0385,0.0682
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.37,uM,LJP6,0.9323,0.0216,0.8895,0.0347
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.37,uM,LJP6,0.7362,0.0315,0.5653,0.0326
50057-3,SK-BR-3,10101-101-1,PD0325901,0.37,uM,LJP5,0.9565,0.0052,0.9265,0.0123
50057-3,SK-BR-3,10101-101-1,PD0325901,0.37,uM,LJP6,0.9250,0.0259,0.8786,0.0357
50057-3,SK-BR-3,10026-101-1,PD173074,0.37,uM,LJP6,1.0349,0.0330,1.0570,0.0555
50057-3,SK-BR-3,10048-101-1,PD184352,0.37,uM,LJP5,1.0485,0.0070,1.0805,0.0111
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.37,uM,LJP5,0.3490,0.0283,-0.0875,0.0974
50057-3,SK-BR-3,10116-101-1,PF431396,0.37,uM,LJP5,0.5691,0.0298,0.2875,0.0094
50057-3,SK-BR-3,10112-101-1,PF477736,0.37,uM,LJP5,0.3257,0.0291,-0.1258,0.0966
50057-3,SK-BR-3,10072-101-1,PF562271,0.37,uM,LJP6,0.7886,0.0487,0.6571,0.0591
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.37,uM,LJP5,1.0648,0.0414,1.1121,0.0687
50057-3,SK-BR-3,10073-101-1,PHA-793887,0.37,uM,LJP6,0.4040,0.0131,0.0089,0.0391
50057-3,SK-BR-3,10126-101-1,PI103,0.37,uM,LJP6,0.5133,0.0494,0.1984,0.0336
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.37,uM,LJP5,1.0453,0.0676,1.0849,0.1092
50057-3,SK-BR-3,10075-101-1,QL-X-138,0.37,uM,LJP6,0.5245,0.0125,0.2056,0.0631
50057-3,SK-BR-3,10077-101-1,QL-XII-47,0.37,uM,LJP6,0.4496,0.0352,0.0815,0.0827
50057-3,SK-BR-3,10480-101-1,Radicicol,0.37,uM,LJP5,0.4267,0.0150,0.0450,0.0568
50057-3,SK-BR-3,10480-101-1,Radicicol,0.37,uM,LJP6,0.3975,0.0268,-0.0020,0.0569
50057-3,SK-BR-3,10001-101-1,Seliciclib,0.37,uM,LJP5,1.0035,0.0408,1.0106,0.0644
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.37,uM,LJP5,0.9685,0.0303,0.9458,0.0498
50057-3,SK-BR-3,10148-101-1,XL147,0.37,uM,LJP5,1.1008,0.0369,1.1637,0.0594
50057-3,SK-BR-3,10032-101-1,Saracatinib,0.37,uM,LJP6,0.9806,0.0266,0.9666,0.0459
