Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Technical Replicate,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value
50105-3,BT-20,10142-101-1,Trametinib,0.3704,uM,,,0,uM,3,1,280,719,554,1.6059
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,,,0,uM,3,1,280,174,554,-0.3846
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,3.3333,uM,3,1,280,66,554,-0.7704
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,585,554,1.1127
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,3,1,280,283,554,0.0094
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,10,uM,3,1,280,512,554,0.8448
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,,,0,uM,3,1,280,749,554,1.7165
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,3.3333,uM,3,1,280,268,554,-0.0450
50105-3,BT-20,10018-101-1,Neratinib,0.2138,uM,,,0,uM,3,1,280,681,554,1.4658
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,70,554,-0.7563
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,1.1111,uM,3,1,280,102,554,-0.6425
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,10,uM,3,1,280,341,554,0.2201
50105-3,BT-20,10056-101-1,Selumetinib,3.3333,uM,,,0,uM,3,1,280,857,554,2.1154
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,1.1111,uM,3,1,280,391,554,0.4023
50105-3,BT-20,10024-101-1,NVP-TAE684,0.3704,uM,,,0,uM,3,1,280,1127,554,3.1163
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,3.3333,uM,3,1,280,409,554,0.4680
50105-3,BT-20,10018-101-1,Neratinib,1.1111,uM,,,0,uM,3,1,280,465,554,0.6727
50105-3,BT-20,10032-101-1,Saracatinib,1.1111,uM,,,0,uM,3,1,280,602,554,1.1752
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,576,554,1.0796
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,156,554,-0.4493
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,183,554,-0.3522
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,552,554,0.9915
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,395,554,0.4169
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,3,1,280,297,554,0.0602
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,1,280,724,554,1.6243
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,871,554,2.1672
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,3,1,280,327,554,0.1692
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,383,554,0.3731
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,3,1,280,310,554,0.1074
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,782,554,1.8383
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,,,0,uM,3,1,280,309,554,0.1038
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,1,280,250,554,-0.1103
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,3.3333,uM,3,1,280,170,554,-0.3990
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,205,554,-0.2729
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.1235,uM,3,1,280,315,554,0.1256
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,163,554,-0.4241
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,681,554,1.4658
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,264,554,-0.0595
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,3,1,280,572,554,1.0650
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,10,uM,3,1,280,272,554,-0.0305
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,111,554,-0.6104
50105-3,BT-20,10056-101-1,Selumetinib,0.3704,uM,,,0,uM,3,1,280,557,554,1.0099
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,10,uM,3,1,280,439,554,0.5776
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.3704,uM,3,1,280,55,554,-0.8093
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,617,554,1.2303
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,3,1,280,421,554,0.5118
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,106,554,-0.6283
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.1111,uM,3,1,280,326,554,0.1656
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.3704,uM,3,1,280,608,554,1.1972
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,438,554,0.5740
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,76,554,-0.7350
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,3,1,280,96,554,-0.6639
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,76,554,-0.7350
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,536,554,0.9328
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,3,1,280,153,554,-0.4601
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.2138,uM,3,1,280,576,554,1.0796
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.9245,uM,3,1,280,298,554,0.0638
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,0.6415,uM,3,1,280,546,554,0.9695
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.3704,uM,3,1,280,309,554,0.1038
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,544,554,0.9622
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.3704,uM,3,1,280,640,554,1.3149
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,3.3333,uM,3,1,280,137,554,-0.5174
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,3,1,280,477,554,0.7166
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,3,1,280,191,554,-0.3234
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.1111,uM,3,1,280,314,554,0.1219
50105-3,BT-20,10051-104-1,Lapatinib,3.3333,uM,,,0,uM,3,1,280,709,554,1.5690
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,5.7735,uM,3,1,280,485,554,0.7459
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,148,554,-0.4780
50105-3,BT-20,10024-101-1,NVP-TAE684,1.1111,uM,,,0,uM,3,1,280,440,554,0.5813
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,163,554,-0.4241
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,3,1,280,299,554,0.0674
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,226,554,-0.1971
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.1235,uM,3,1,280,302,554,0.0783
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.2138,uM,3,1,280,195,554,-0.3090
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,125,554,-0.5604
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,0.1235,uM,3,1,280,718,554,1.6022
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,106,554,-0.6283
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,190,554,-0.3270
50105-3,BT-20,10051-104-1,Lapatinib,10,uM,,,0,uM,3,1,280,389,554,0.3950
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.3704,uM,3,1,280,236,554,-0.1609
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,,,0,uM,3,1,280,298,554,0.0638
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,189,554,-0.3306
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.1111,uM,3,1,280,385,554,0.3804
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,10,uM,3,1,280,442,554,0.5886
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,3,1,280,456,554,0.6398
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,262,554,-0.0668
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.6415,uM,3,1,280,413,554,0.4826
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,1.9245,uM,3,1,280,52,554,-0.8199
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.1235,uM,3,1,280,342,554,0.2238
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,10,uM,3,1,280,380,554,0.3622
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,1.9245,uM,3,1,280,45,554,-0.8445
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.2138,uM,3,1,280,146,554,-0.4852
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,499,554,0.7972
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,1,280,192,554,-0.3198
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.9245,uM,3,1,280,363,554,0.3002
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,3.3333,uM,3,1,280,538,554,0.9402
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,,,0,uM,3,1,280,362,554,0.2966
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.1111,uM,3,1,280,118,554,-0.5854
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,10,uM,3,1,280,64,554,-0.7775
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,10,uM,3,1,280,208,554,-0.2621
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,3,1,280,191,554,-0.3234
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,573,554,1.0686
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,547,554,0.9732
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,3,1,280,449,554,0.6142
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.3704,uM,3,1,280,125,554,-0.5604
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,633,554,1.2892
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,10,uM,3,1,280,198,554,-0.2981
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,264,554,-0.0595
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.1235,uM,3,1,280,596,554,1.1531
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,,,0,uM,3,1,280,550,554,0.9842
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,3,1,280,203,554,-0.2801
50105-3,BT-20,10142-101-1,Trametinib,3.3333,uM,,,0,uM,3,1,280,409,554,0.4680
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,5.7735,uM,3,1,280,95,554,-0.6675
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.3704,uM,3,1,280,325,554,0.1619
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,3.3333,uM,3,1,280,503,554,0.8119
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.6415,uM,3,1,280,58,554,-0.7987
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,398,554,0.4279
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.2138,uM,3,1,280,367,554,0.3148
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.1111,uM,3,1,280,201,554,-0.2873
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.9245,uM,3,1,280,74,554,-0.7421
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,3,1,280,193,554,-0.3162
50105-3,BT-20,10142-101-1,Trametinib,1.1111,uM,,,0,uM,3,1,280,459,554,0.6508
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.9245,uM,3,1,280,117,554,-0.5890
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.1235,uM,3,1,280,215,554,-0.2368
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,3,1,280,383,554,0.3731
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,773,554,1.8051
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,10,uM,3,1,280,249,554,-0.1139
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,1.1111,uM,3,1,280,75,554,-0.7386
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,1,280,171,554,-0.3954
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,200,554,-0.2909
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,1.1111,uM,3,1,280,166,554,-0.4134
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.2138,uM,3,1,280,283,554,0.0094
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,,,0,uM,3,1,280,197,554,-0.3017
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,3,1,280,361,554,0.2930
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.1111,uM,3,1,280,248,554,-0.1175
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,176,554,-0.3774
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,1.9245,uM,3,1,280,196,554,-0.3054
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,297,554,0.0602
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.3704,uM,3,1,280,222,554,-0.2115
50105-3,BT-20,10018-101-1,Neratinib,0.1235,uM,,,0,uM,3,1,280,405,554,0.4534
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,188,554,-0.3342
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,511,554,0.8412
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,3,1,280,120,554,-0.5783
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,3,1,280,212,554,-0.2476
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,5.7735,uM,3,1,280,68,554,-0.7634
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.6415,uM,3,1,280,407,554,0.4607
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,1.1111,uM,3,1,280,141,554,-0.5031
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.3704,uM,3,1,280,455,554,0.6361
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.3704,uM,3,1,280,491,554,0.7679
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,558,554,1.0136
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,108,554,-0.6211
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,3.3333,uM,3,1,280,251,554,-0.1066
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,460,554,0.6544
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,10,uM,3,1,280,70,554,-0.7563
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,1,280,727,554,1.6354
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,3,1,280,167,554,-0.4098
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,515,554,0.8558
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,5.7735,uM,3,1,280,329,554,0.1765
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,3.3333,uM,3,1,280,166,554,-0.4134
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.1235,uM,3,1,280,137,554,-0.5174
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.6415,uM,3,1,280,169,554,-0.4026
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,10,uM,3,1,280,41,554,-0.8586
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,1,280,593,554,1.1421
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,1,280,236,554,-0.1609
50105-3,BT-20,,,0,uM,,,0,uM,3,1,280,307,554,0.0965
50105-3,BT-20,,,0,uM,,,0,uM,3,2,280,407,588,0.4164
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10018-101-1,Neratinib,1.1111,uM,3,2,280,356,588,0.2498
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,3,2,280,297,588,0.0551
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,1.1111,uM,3,2,280,252,588,-0.0950
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,3.3333,uM,3,2,280,265,588,-0.0515
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,3,2,280,281,588,0.0019
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,2,280,526,588,0.8000
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.2138,uM,3,2,280,56,588,-0.7781
50105-3,BT-20,,,0,uM,,,0,uM,3,2,280,455,588,0.5719
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.6415,uM,3,2,280,142,588,-0.4705
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.6415,uM,3,2,280,78,588,-0.6975
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.3704,uM,3,2,280,116,588,-0.5617
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,1.1111,uM,3,2,280,53,588,-0.7892
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,2,280,410,588,0.4262
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,10,uM,3,2,280,34,588,-0.8608
50105-3,BT-20,,,0,uM,,,0,uM,3,2,280,405,588,0.4099
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,3.3333,uM,3,2,280,208,588,-0.2436
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.1111,uM,3,2,280,125,588,-0.5300
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,10,uM,3,2,280,457,588,0.5784
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,3,2,280,152,588,-0.4358
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,3,2,280,315,588,0.1148
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.6415,uM,3,2,280,237,588,-0.1455
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,2,280,226,588,-0.1826
50105-3,BT-20,,,0,uM,,,0,uM,3,2,280,460,588,0.5881
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,1.9245,uM,3,2,280,58,588,-0.7707
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,1.1111,uM,3,2,280,392,588,0.3676
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,3.3333,uM,3,2,280,144,588,-0.4636
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.1235,uM,3,2,280,297,588,0.0551
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.3704,uM,3,2,280,290,588,0.0319
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,10,uM,3,2,280,53,588,-0.7892
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,3,2,280,216,588,-0.2165
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,3,2,280,64,588,-0.7486
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,3,2,280,172,588,-0.3667
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,3.3333,uM,3,2,280,82,588,-0.6831
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.1111,uM,3,2,280,89,588,-0.6578
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,10,uM,3,2,280,89,588,-0.6578
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,3,2,280,168,588,-0.3805
50105-3,BT-20,10018-101-1,Neratinib,0.3704,uM,,,0,uM,3,2,280,326,588,0.1511
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,3,2,280,417,588,0.4489
50105-3,BT-20,10032-101-1,Saracatinib,3.3333,uM,,,0,uM,3,2,280,389,588,0.3578
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,1.1111,uM,3,2,280,169,588,-0.3770
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,1.1111,uM,3,2,280,162,588,-0.4012
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.1235,uM,3,2,280,457,588,0.5784
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,,,0,uM,3,2,280,453,588,0.5655
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,3,2,280,269,588,-0.0381
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,2,280,100,588,-0.6185
