Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Relative Growth Rate After Treatment
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.04,uM,LJP6,72,hr,2543,5779,5578,1.0359,1.0660
50057-3,SK-BR-3,10061-101-1,NU7441,0.04,uM,LJP5,72,hr,2543,5767,5578,1.0338,1.0620
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.04,uM,LJP5,72,hr,2543,2638,5578,0.4729,0.0313
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.04,uM,LJP6,72,hr,2543,5710,5578,1.0237,1.0435
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.04,uM,LJP6,72,hr,2543,4893,5578,0.8771,0.7741
50057-3,SK-BR-3,10101-101-1,PD0325901,0.04,uM,LJP5,72,hr,2543,5450,5578,0.9769,0.9576
50057-3,SK-BR-3,10101-101-1,PD0325901,0.04,uM,LJP6,72,hr,2543,5400,5578,0.9680,0.9413
50057-3,SK-BR-3,10026-101-1,PD173074,0.04,uM,LJP6,72,hr,2543,5623,5578,1.0079,1.0146
50057-3,SK-BR-3,10048-101-1,PD184352,0.04,uM,LJP5,72,hr,2543,5964,5578,1.0692,1.1272
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.04,uM,LJP5,72,hr,2543,5007,5578,0.8977,0.8119
50057-3,SK-BR-3,10116-101-1,PF431396,0.04,uM,LJP5,72,hr,2543,5789,5578,1.0377,1.0693
50057-3,SK-BR-3,10112-101-1,PF477736,0.04,uM,LJP5,72,hr,2543,1896,5578,0.3399,-0.2132
50057-3,SK-BR-3,10072-101-1,PF562271,0.04,uM,LJP6,72,hr,2543,5675,5578,1.0174,1.0320
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.04,uM,LJP5,72,hr,2543,5842,5578,1.0473,1.0870
50057-3,SK-BR-3,10073-101-1,PHA-793887,0.04,uM,LJP6,72,hr,2543,2708,5578,0.4855,0.0544
50057-3,SK-BR-3,10126-101-1,PI103,0.04,uM,LJP6,72,hr,2543,5153,5578,0.9238,0.8599
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.04,uM,LJP5,72,hr,2543,5778,5578,1.0358,1.0658
50057-3,SK-BR-3,10075-101-1,QL-X-138,0.04,uM,LJP6,72,hr,2543,3613,5578,0.6478,0.3526
50057-3,SK-BR-3,10077-101-1,QL-XII-47,0.04,uM,LJP6,72,hr,2543,4115,5578,0.7377,0.5179
50057-3,SK-BR-3,10480-101-1,Radicicol,0.04,uM,LJP5,72,hr,2543,3785,5578,0.6786,0.4093
50057-3,SK-BR-3,10480-101-1,Radicicol,0.04,uM,LJP6,72,hr,2543,3341,5578,0.5989,0.2628
50057-3,SK-BR-3,10001-101-1,Seliciclib,0.04,uM,LJP5,72,hr,2543,5757,5578,1.0321,1.0590
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.04,uM,LJP5,72,hr,2543,5369,5578,0.9625,0.9310
50057-3,SK-BR-3,10148-101-1,XL147,0.04,uM,LJP5,72,hr,2543,6164,5578,1.1050,1.1931
50057-3,SK-BR-3,10032-101-1,Saracatinib,0.04,uM,LJP6,72,hr,2543,5777,5578,1.0357,1.0656
50057-3,SK-BR-3,10056-101-1,Selumetinib,0.04,uM,LJP6,72,hr,2543,5818,5578,1.0429,1.0789
50057-3,SK-BR-3,10052-101-1,Sirolimus,0.04,uM,LJP6,72,hr,2543,3667,5578,0.6573,0.3702
50057-3,SK-BR-3,10008-101-1,Sorafenib,0.04,uM,LJP6,72,hr,2543,5284,5578,0.9472,0.9030
50057-3,SK-BR-3,10119-101-1,SU11274,0.04,uM,LJP5,72,hr,2543,6256,5578,1.1215,1.2233
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.04,uM,LJP5,72,hr,2543,5710,5578,1.0235,1.0433
50057-3,SK-BR-3,10171-101-1,TGX221,0.04,uM,LJP5,72,hr,2543,4487,5578,0.8044,0.6404
50057-3,SK-BR-3,10079-101-1,Torin1,0.04,uM,LJP6,72,hr,2543,2070,5578,0.3711,-0.1559
50057-3,SK-BR-3,10080-101-1,Torin2,0.04,uM,LJP5,72,hr,2543,1780,5578,0.3191,-0.2515
50057-3,SK-BR-3,10021-101-1,Tozasertib,0.04,uM,LJP5,72,hr,2543,1796,5578,0.3220,-0.2462
50057-3,SK-BR-3,10142-101-1,Trametinib,0.04,uM,LJP5,72,hr,2543,3685,5578,0.6606,0.3762
50057-3,SK-BR-3,10111-101-1,TWS119,0.04,uM,LJP5,72,hr,2543,5944,5578,1.0656,1.1206
50057-3,SK-BR-3,10068-101-1,Vemurafenib,0.04,uM,LJP5,72,hr,2543,5654,5578,1.0136,1.0250
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP5,72,hr,2543,5691,5578,1.0203,1.0372
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP6,72,hr,2543,5809,5578,1.0413,1.0759
50057-3,SK-BR-3,10064-101-1,WYE-125132,0.04,uM,LJP6,72,hr,2543,2445,5578,0.4383,-0.0324
50057-3,SK-BR-3,10084-101-1,WZ3105,0.04,uM,LJP5,72,hr,2543,1222,5578,0.2191,-0.4353
50057-3,SK-BR-3,10086-101-1,XMD11-50,0.04,uM,LJP6,72,hr,2543,4144,5578,0.7430,0.5275
50057-3,SK-BR-3,10149-102-1,Y39983,0.04,uM,LJP6,72,hr,2543,4425,5578,0.7933,0.6201
50057-3,SK-BR-3,10109-101-1,YM 201636,0.04,uM,LJP5,72,hr,2543,6054,5578,1.0853,1.1567
50057-3,SK-BR-3,10053-101-1,ZSTK474,0.04,uM,LJP6,72,hr,2543,5056,5578,0.9064,0.8279
50057-3,SK-BR-3,10133-101-1,Afatinib,0.12,uM,LJP6,72,hr,2543,1683,5578,0.3018,-0.2833
50057-3,SK-BR-3,10035-101-1,Sigma A6730,0.12,uM,LJP5,72,hr,2543,4904,5578,0.8791,0.7778
50057-3,SK-BR-3,10011-101-1,Alvocidib,0.12,uM,LJP6,72,hr,2543,1157,5578,0.2074,-0.4568
50057-3,SK-BR-3,10004-101-1,AT-7519,0.12,uM,LJP6,72,hr,2543,3234,5578,0.5798,0.2277
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.12,uM,LJP6,72,hr,2543,4292,5578,0.7694,0.5762
50057-3,SK-BR-3,10059-101-1,AZD-6482,0.12,uM,LJP5,72,hr,2543,5521,5578,0.9898,0.9812
50057-3,SK-BR-3,10006-101-1,AZD7762,0.12,uM,LJP6,72,hr,2543,1690,5578,0.3029,-0.2812
50057-3,SK-BR-3,10007-101-1,AZD8055,0.12,uM,LJP6,72,hr,2543,1763,5578,0.3161,-0.2569
50057-3,SK-BR-3,10164-101-1,AZD8330,0.12,uM,LJP5,72,hr,2543,4441,5578,0.7961,0.6252
50057-3,SK-BR-3,10067-101-1,Barasertib,0.12,uM,LJP5,72,hr,2543,2088,5578,0.3744,-0.1498
50057-3,SK-BR-3,10041-101-1,BI-2536,0.12,uM,LJP6,72,hr,2543,1559,5578,0.2795,-0.3242
50057-3,SK-BR-3,10028-102-1,BMS345541,0.12,uM,LJP6,72,hr,2543,5210,5578,0.9340,0.8788
50057-3,SK-BR-3,10132-101-1,SNS-032,0.12,uM,LJP6,72,hr,2543,1573,5578,0.2820,-0.3196
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.12,uM,LJP5,72,hr,2543,2423,5578,0.4345,-0.0395
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.12,uM,LJP5,72,hr,2543,5618,5578,1.0072,1.0132
50057-3,SK-BR-3,10046-101-1,SB590885,0.12,uM,LJP5,72,hr,2543,6223,5578,1.1156,1.2125
50057-3,SK-BR-3,10190-101-1,PIK-93,0.12,uM,LJP5,72,hr,2543,6126,5578,1.0982,1.1805
50057-3,SK-BR-3,10031-101-1,KIN001-043,0.12,uM,LJP6,72,hr,2543,5207,5578,0.9334,0.8777
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.12,uM,LJP5,72,hr,2543,5068,5578,0.9085,0.8318
50057-3,SK-BR-3,10161-101-1,Luminespib,0.12,uM,LJP5,72,hr,2543,2191,5578,0.3928,-0.1160
50057-3,SK-BR-3,10045-101-1,A443654,0.12,uM,LJP6,72,hr,2543,1373,5578,0.2462,-0.3855
50057-3,SK-BR-3,10063-102-1,OSI-027,0.12,uM,LJP6,72,hr,2543,3457,5578,0.6198,0.3012
50057-3,SK-BR-3,10087-101-1,XMD11-85h,0.12,uM,LJP6,72,hr,2543,4685,5578,0.8398,0.7056
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,0.12,uM,LJP6,72,hr,2543,5967,5578,1.0697,1.1281
50057-3,SK-BR-3,10039-101-1,WH-4-025,0.12,uM,LJP5,72,hr,2543,5617,5578,1.0069,1.0126
50057-3,SK-BR-3,10082-101-1,WZ-4-145,0.12,uM,LJP6,72,hr,2543,3543,5578,0.6352,0.3295
50057-3,SK-BR-3,10091-101-1,XMD16-144,0.12,uM,LJP5,72,hr,2543,2098,5578,0.3761,-0.1468
50057-3,SK-BR-3,10177-101-1,Brivanib,0.12,uM,LJP5,72,hr,2543,4962,5578,0.8895,0.7968
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.12,uM,LJP5,72,hr,2543,4773,5578,0.8557,0.7348
50057-3,SK-BR-3,10055-101-1,BX-912,0.12,uM,LJP5,72,hr,2543,5148,5578,0.9229,0.8583
50057-3,SK-BR-3,10120-102-1,Canertinib,0.12,uM,LJP6,72,hr,2543,2262,5578,0.4055,-0.0926
50057-3,SK-BR-3,10117-101-1,Celastrol,0.12,uM,LJP6,72,hr,2543,5058,5578,0.9068,0.8287
50057-3,SK-BR-3,10025-101-1,CGP60474,0.12,uM,LJP5,72,hr,2543,4768,5578,0.8547,0.7330
50057-3,SK-BR-3,10025-101-1,CGP60474,0.12,uM,LJP6,72,hr,2543,1367,5578,0.2451,-0.3875
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.12,uM,LJP6,72,hr,2543,4297,5578,0.7703,0.5777
50057-3,SK-BR-3,10010-101-1,CP724714,0.12,uM,LJP5,72,hr,2543,2873,5578,0.5150,0.1086
50057-3,SK-BR-3,10009-101-1,CP466722,0.12,uM,LJP5,72,hr,2543,5836,5578,1.0462,1.0850
50057-3,SK-BR-3,10027-101-1,Crizotinib,0.12,uM,LJP5,72,hr,2543,4865,5578,0.8722,0.7651
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.12,uM,LJP5,72,hr,2543,4992,5578,0.8949,0.8068
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.12,uM,LJP5,72,hr,2543,5449,5578,0.9768,0.9574
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.12,uM,LJP6,72,hr,2543,5032,5578,0.9021,0.8200
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.12,uM,LJP5,72,hr,2543,4521,5578,0.8105,0.6518
50057-3,SK-BR-3,10069-101-1,Enzastaurin,0.12,uM,LJP5,72,hr,2543,5924,5578,1.0619,1.1138
50057-3,SK-BR-3,10097-101-1,Erlotinib,0.12,uM,LJP5,72,hr,2543,5536,5578,0.9924,0.9859
50057-3,SK-BR-3,10157-101-1,Foretinib,0.12,uM,LJP5,72,hr,2543,5279,5578,0.9463,0.9014
50057-3,SK-BR-3,10040-101-1,R406,0.12,uM,LJP6,72,hr,2543,5197,5578,0.9316,0.8743
50057-3,SK-BR-3,10047-101-1,Pictilisib,0.12,uM,LJP6,72,hr,2543,3061,5578,0.5488,0.1707
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.12,uM,LJP6,72,hr,2543,4547,5578,0.8151,0.6602
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP5,72,hr,2543,1929,5578,0.3458,-0.2024
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.12,uM,LJP6,72,hr,2543,2073,5578,0.3717,-0.1548
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP5,72,hr,2543,5599,5578,1.0036,1.0067
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP6,72,hr,2543,4327,5578,0.7757,0.5877
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.12,uM,LJP6,72,hr,2543,4993,5578,0.8951,0.8072
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.12,uM,LJP6,72,hr,2543,1684,5578,0.3019,-0.2831
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.12,uM,LJP5,72,hr,2543,4320,5578,0.7744,0.5854
50057-3,SK-BR-3,10014-101-1,GW843682X,0.12,uM,LJP6,72,hr,2543,4493,5578,0.8055,0.6425
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,0.12,uM,LJP5,72,hr,2543,5155,5578,0.9242,0.8606
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,0.12,uM,LJP6,72,hr,2543,4198,5578,0.7525,0.5451
50057-3,SK-BR-3,10023-103-1,Imatinib,0.12,uM,LJP6,72,hr,2543,5504,5578,0.9867,0.9756
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.12,uM,LJP6,72,hr,2543,4937,5578,0.8851,0.7888
50057-3,SK-BR-3,10019-101-1,JW-7-24-1,0.12,uM,LJP6,72,hr,2543,4455,5578,0.7986,0.6298
50057-3,SK-BR-3,10051-104-1,Lapatinib,0.12,uM,LJP6,72,hr,2543,2296,5578,0.4116,-0.0814
50057-3,SK-BR-3,10115-102-1,LDN-193189,0.12,uM,LJP5,72,hr,2543,5820,5578,1.0433,1.0795
50057-3,SK-BR-3,10182-101-1,Linifanib,0.12,uM,LJP6,72,hr,2543,5556,5578,0.9960,0.9926
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.12,uM,LJP5,72,hr,2543,4923,5578,0.8825,0.7840
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP5,72,hr,2543,1877,5578,0.3365,-0.2196
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP6,72,hr,2543,1527,5578,0.2738,-0.3347
50057-3,SK-BR-3,10057-102-1,MK2206,0.12,uM,LJP6,72,hr,2543,4103,5578,0.7355,0.5138
50057-3,SK-BR-3,10018-101-1,Neratinib,0.12,uM,LJP5,72,hr,2543,1569,5578,0.2814,-0.3208
50057-3,SK-BR-3,10099-101-1,Nilotinib,0.12,uM,LJP5,72,hr,2543,6233,5578,1.1173,1.2156
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.12,uM,LJP6,72,hr,2543,5471,5578,0.9807,0.9645
50057-3,SK-BR-3,10061-101-1,NU7441,0.12,uM,LJP5,72,hr,2543,5567,5578,0.9980,0.9964
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.12,uM,LJP5,72,hr,2543,2331,5578,0.4180,-0.0698
50057-3,SK-BR-3,10024-101-1,NVP-TAE684,0.12,uM,LJP6,72,hr,2543,4515,5578,0.8094,0.6497
50057-3,SK-BR-3,10071-101-1,Palbociclib,0.12,uM,LJP6,72,hr,2543,4466,5578,0.8006,0.6334
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP5,72,hr,2543,5248,5578,0.9408,0.8912
50057-3,SK-BR-3,10101-101-1,PD0325901,0.12,uM,LJP6,72,hr,2543,5325,5578,0.9545,0.9164
50057-3,SK-BR-3,10026-101-1,PD173074,0.12,uM,LJP6,72,hr,2543,5623,5578,1.0079,1.0146
50057-3,SK-BR-3,10048-101-1,PD184352,0.12,uM,LJP5,72,hr,2543,5922,5578,1.0616,1.1132
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.12,uM,LJP5,72,hr,2543,4239,5578,0.7599,0.5587
50057-3,SK-BR-3,10116-101-1,PF431396,0.12,uM,LJP5,72,hr,2543,4706,5578,0.8436,0.7126
50057-3,SK-BR-3,10112-101-1,PF477736,0.12,uM,LJP5,72,hr,2543,1652,5578,0.2962,-0.2936
50057-3,SK-BR-3,10072-101-1,PF562271,0.12,uM,LJP6,72,hr,2543,5530,5578,0.9914,0.9842
50057-3,SK-BR-3,10125-101-1,PHA-665752,0.12,uM,LJP5,72,hr,2543,5839,5578,1.0467,1.0858
50057-3,SK-BR-3,10073-101-1,PHA-793887,0.12,uM,LJP6,72,hr,2543,2647,5578,0.4745,0.0341
50057-3,SK-BR-3,10126-101-1,PI103,0.12,uM,LJP6,72,hr,2543,4481,5578,0.8032,0.6384
50057-3,SK-BR-3,10049-101-1,PLX-4720,0.12,uM,LJP5,72,hr,2543,5710,5578,1.0237,1.0435
50057-3,SK-BR-3,10075-101-1,QL-X-138,0.12,uM,LJP6,72,hr,2543,3605,5578,0.6462,0.3497
50057-3,SK-BR-3,10077-101-1,QL-XII-47,0.12,uM,LJP6,72,hr,2543,3824,5578,0.6856,0.4221
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP5,72,hr,2543,2642,5578,0.4737,0.0327
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP6,72,hr,2543,2396,5578,0.4295,-0.0486
50057-3,SK-BR-3,10001-101-1,Seliciclib,0.12,uM,LJP5,72,hr,2543,5868,5578,1.0519,1.0954
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.12,uM,LJP5,72,hr,2543,5432,5578,0.9737,0.9517
50057-3,SK-BR-3,10148-101-1,XL147,0.12,uM,LJP5,72,hr,2543,5910,5578,1.0594,1.1092
50057-3,SK-BR-3,10032-101-1,Saracatinib,0.12,uM,LJP6,72,hr,2543,5463,5578,0.9793,0.9620
50057-3,SK-BR-3,10056-101-1,Selumetinib,0.12,uM,LJP6,72,hr,2543,5492,5578,0.9846,0.9717
50057-3,SK-BR-3,10052-101-1,Sirolimus,0.12,uM,LJP6,72,hr,2543,3685,5578,0.6607,0.3763
50057-3,SK-BR-3,10008-101-1,Sorafenib,0.12,uM,LJP6,72,hr,2543,5536,5578,0.9924,0.9859
50057-3,SK-BR-3,10119-101-1,SU11274,0.12,uM,LJP5,72,hr,2543,5996,5578,1.0749,1.1377
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.12,uM,LJP5,72,hr,2543,5705,5578,1.0226,1.0416
50057-3,SK-BR-3,10171-101-1,TGX221,0.12,uM,LJP5,72,hr,2543,5018,5578,0.8996,0.8155
50057-3,SK-BR-3,10079-101-1,Torin1,0.12,uM,LJP6,72,hr,2543,1952,5578,0.3499,-0.1949
50057-3,SK-BR-3,10080-101-1,Torin2,0.12,uM,LJP5,72,hr,2543,1789,5578,0.3208,-0.2484
50057-3,SK-BR-3,10021-101-1,Tozasertib,0.12,uM,LJP5,72,hr,2543,1972,5578,0.3536,-0.1882
50057-3,SK-BR-3,10142-101-1,Trametinib,0.12,uM,LJP5,72,hr,2543,4206,5578,0.7541,0.5480
50057-3,SK-BR-3,10111-101-1,TWS119,0.12,uM,LJP5,72,hr,2543,5472,5578,0.9809,0.9649
50057-3,SK-BR-3,10068-101-1,Vemurafenib,0.12,uM,LJP5,72,hr,2543,5722,5578,1.0258,1.0474
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP5,72,hr,2543,5358,5578,0.9606,0.9275
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP6,72,hr,2543,4999,5578,0.8961,0.8090
50057-3,SK-BR-3,10064-101-1,WYE-125132,0.12,uM,LJP6,72,hr,2543,2145,5578,0.3846,-0.1311
50057-3,SK-BR-3,10084-101-1,WZ3105,0.12,uM,LJP5,72,hr,2543,1188,5578,0.2131,-0.4464
50057-3,SK-BR-3,10086-101-1,XMD11-50,0.12,uM,LJP6,72,hr,2543,4140,5578,0.7421,0.5260
50057-3,SK-BR-3,10149-102-1,Y39983,0.12,uM,LJP6,72,hr,2543,4380,5578,0.7853,0.6053
50057-3,SK-BR-3,10109-101-1,YM 201636,0.12,uM,LJP5,72,hr,2543,5952,5578,1.0670,1.1232
50057-3,SK-BR-3,10053-101-1,ZSTK474,0.12,uM,LJP6,72,hr,2543,4005,5578,0.7180,0.4816
50057-3,SK-BR-3,10133-101-1,Afatinib,0.37,uM,LJP6,72,hr,2543,1713,5578,0.3071,-0.2735
50057-3,SK-BR-3,10035-101-1,Sigma A6730,0.37,uM,LJP5,72,hr,2543,4912,5578,0.8805,0.7804
50057-3,SK-BR-3,10011-101-1,Alvocidib,0.37,uM,LJP6,72,hr,2543,905,5578,0.1623,-0.5397
50057-3,SK-BR-3,10004-101-1,AT-7519,0.37,uM,LJP6,72,hr,2543,2056,5578,0.3686,-0.1605
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.37,uM,LJP6,72,hr,2543,3259,5578,0.5842,0.2358
50057-3,SK-BR-3,10059-101-1,AZD-6482,0.37,uM,LJP5,72,hr,2543,5751,5578,1.0310,1.0570
50057-3,SK-BR-3,10006-101-1,AZD7762,0.37,uM,LJP6,72,hr,2543,1559,5578,0.2795,-0.3242
50057-3,SK-BR-3,10007-101-1,AZD8055,0.37,uM,LJP6,72,hr,2543,1782,5578,0.3196,-0.2507
50057-3,SK-BR-3,10164-101-1,AZD8330,0.37,uM,LJP5,72,hr,2543,4742,5578,0.8500,0.7244
50057-3,SK-BR-3,10067-101-1,Barasertib,0.37,uM,LJP5,72,hr,2543,2071,5578,0.3712,-0.1557
50057-3,SK-BR-3,10041-101-1,BI-2536,0.37,uM,LJP6,72,hr,2543,1517,5578,0.2721,-0.3380
50057-3,SK-BR-3,10028-102-1,BMS345541,0.37,uM,LJP6,72,hr,2543,5050,5578,0.9052,0.8258
50057-3,SK-BR-3,10132-101-1,SNS-032,0.37,uM,LJP6,72,hr,2543,1260,5578,0.2259,-0.4229
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.37,uM,LJP5,72,hr,2543,2123,5578,0.3806,-0.1385
50057-3,SK-BR-3,10122-101-1,NVP-AEW541,0.37,uM,LJP5,72,hr,2543,5650,5578,1.0129,1.0237
50057-3,SK-BR-3,10046-101-1,SB590885,0.37,uM,LJP5,72,hr,2543,6254,5578,1.1211,1.2225
50057-3,SK-BR-3,10190-101-1,PIK-93,0.37,uM,LJP5,72,hr,2543,6002,5578,1.0759,1.1395
50057-3,SK-BR-3,10031-101-1,KIN001-043,0.37,uM,LJP6,72,hr,2543,4779,5578,0.8567,0.7365
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.37,uM,LJP5,72,hr,2543,4719,5578,0.8460,0.7170
50057-3,SK-BR-3,10161-101-1,Luminespib,0.37,uM,LJP5,72,hr,2543,2194,5578,0.3933,-0.1151
50057-3,SK-BR-3,10045-101-1,A443654,0.37,uM,LJP6,72,hr,2543,1321,5578,0.2368,-0.4028
50057-3,SK-BR-3,10063-102-1,OSI-027,0.37,uM,LJP6,72,hr,2543,2495,5578,0.4474,-0.0157
50057-3,SK-BR-3,10087-101-1,XMD11-85h,0.37,uM,LJP6,72,hr,2543,4635,5578,0.8310,0.6893
50057-3,SK-BR-3,10017-101-1,HG-6-64-01,0.37,uM,LJP6,72,hr,2543,5352,5578,0.9594,0.9253
50057-3,SK-BR-3,10039-101-1,WH-4-025,0.37,uM,LJP5,72,hr,2543,5334,5578,0.9562,0.9195
50057-3,SK-BR-3,10082-101-1,WZ-4-145,0.37,uM,LJP6,72,hr,2543,3449,5578,0.6183,0.2984
50057-3,SK-BR-3,10091-101-1,XMD16-144,0.37,uM,LJP5,72,hr,2543,2278,5578,0.4085,-0.0872
50057-3,SK-BR-3,10177-101-1,Brivanib,0.37,uM,LJP5,72,hr,2543,4890,5578,0.8766,0.7731
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.37,uM,LJP5,72,hr,2543,2940,5578,0.5270,0.1307
50057-3,SK-BR-3,10055-101-1,BX-912,0.37,uM,LJP5,72,hr,2543,3736,5578,0.6698,0.3931
50057-3,SK-BR-3,10120-102-1,Canertinib,0.37,uM,LJP6,72,hr,2543,1983,5578,0.3555,-0.1845
50057-3,SK-BR-3,10117-101-1,Celastrol,0.37,uM,LJP6,72,hr,2543,2278,5578,0.4083,-0.0875
50057-3,SK-BR-3,10025-101-1,CGP60474,0.37,uM,LJP5,72,hr,2543,1319,5578,0.2364,-0.4034
50057-3,SK-BR-3,10025-101-1,CGP60474,0.37,uM,LJP6,72,hr,2543,1358,5578,0.2436,-0.3904
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.37,uM,LJP6,72,hr,2543,4528,5578,0.8118,0.6541
50057-3,SK-BR-3,10010-101-1,CP724714,0.37,uM,LJP5,72,hr,2543,2518,5578,0.4515,-0.0082
50057-3,SK-BR-3,10009-101-1,CP466722,0.37,uM,LJP5,72,hr,2543,5746,5578,1.0301,1.0552
50057-3,SK-BR-3,10027-101-1,Crizotinib,0.37,uM,LJP5,72,hr,2543,4850,5578,0.8695,0.7602
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.37,uM,LJP5,72,hr,2543,5030,5578,0.9017,0.8192
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.37,uM,LJP5,72,hr,2543,5540,5578,0.9931,0.9873
50057-3,SK-BR-3,10020-101-1,Dasatinib,0.37,uM,LJP6,72,hr,2543,5032,5578,0.9021,0.8201
50057-3,SK-BR-3,10127-101-1,Dovitinib,0.37,uM,LJP5,72,hr,2543,4313,5578,0.7732,0.5831
50057-3,SK-BR-3,10069-101-1,Enzastaurin,0.37,uM,LJP5,72,hr,2543,5960,5578,1.0684,1.1257
50057-3,SK-BR-3,10097-101-1,Erlotinib,0.37,uM,LJP5,72,hr,2543,5861,5578,1.0506,1.0930
50057-3,SK-BR-3,10157-101-1,Foretinib,0.37,uM,LJP5,72,hr,2543,2697,5578,0.4836,0.0508
50057-3,SK-BR-3,10040-101-1,R406,0.37,uM,LJP6,72,hr,2543,5319,5578,0.9535,0.9146
50057-3,SK-BR-3,10047-101-1,Pictilisib,0.37,uM,LJP6,72,hr,2543,2595,5578,0.4652,0.0171
50057-3,SK-BR-3,10098-101-1,Gefitinib,0.37,uM,LJP6,72,hr,2543,4082,5578,0.7317,0.5069
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP5,72,hr,2543,2165,5578,0.3882,-0.1245
50057-3,SK-BR-3,10108-101-1,Geldanamycin,0.37,uM,LJP6,72,hr,2543,2065,5578,0.3702,-0.1575
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP5,72,hr,2543,4854,5578,0.8702,0.7615
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP6,72,hr,2543,3471,5578,0.6223,0.3058
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.37,uM,LJP6,72,hr,2543,5413,5578,0.9703,0.9454
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.37,uM,LJP6,72,hr,2543,1501,5578,0.2691,-0.3435
50057-3,SK-BR-3,10128-101-1,GSK 690693,0.37,uM,LJP5,72,hr,2543,4271,5578,0.7656,0.5692
50057-3,SK-BR-3,10014-101-1,GW843682X,0.37,uM,LJP6,72,hr,2543,1972,5578,0.3536,-0.1881
50057-3,SK-BR-3,10015-101-1,HG-5-113-01,0.37,uM,LJP5,72,hr,2543,4512,5578,0.8089,0.6487
50057-3,SK-BR-3,10016-101-1,HG-5-88-01,0.37,uM,LJP6,72,hr,2543,4274,5578,0.7663,0.5704
50057-3,SK-BR-3,10023-103-1,Imatinib,0.37,uM,LJP6,72,hr,2543,5369,5578,0.9625,0.9310
50057-3,SK-BR-3,10100-101-1,JNK-9L,0.37,uM,LJP6,72,hr,2543,4637,5578,0.8313,0.6899
