Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,1,2285,94,0.6321,0.4655,0.0411,0.0405
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,2,1741,82,0.4786,0.4655,0.0471,0.0405
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,3,1025,34,0.2859,0.4655,0.0332,0.0405
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,1,1353,87,0.3652,0.3125,0.0643,0.0644
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,2,1387,78,0.3776,0.3125,0.0562,0.0644
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,3,728,53,0.1947,0.3125,0.0728,0.0644
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,1,1404,173,0.3551,0.4243,0.1232,0.1334
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,2,1852,251,0.4619,0.4243,0.1355,0.1334
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,3,1840,260,0.4558,0.4243,0.1413,0.1334
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,1,1150,122,0.2966,0.3680,0.1061,0.0865
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,2,1413,126,0.3713,0.3680,0.0892,0.0865
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,3,1616,104,0.4362,0.3680,0.0644,0.0865
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,1,1888,167,0.4965,0.3742,0.0885,0.0960
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,2,1496,141,0.3909,0.3742,0.0943,0.0960
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,3,911,96,0.2351,0.3742,0.1054,0.0960
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,1,1239,114,0.3246,0.2591,0.0920,0.0924
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,2,1016,94,0.2660,0.2591,0.0925,0.0924
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,3,713,66,0.1867,0.2591,0.0926,0.0924
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,1,1194,304,0.2568,0.3102,0.2546,0.2845
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,2,1597,449,0.3312,0.3102,0.2812,0.2845
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,3,1741,553,0.3427,0.3102,0.3176,0.2845
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,1,585,88,0.1434,0.1862,0.1504,0.1658
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,2,878,144,0.2118,0.1862,0.1640,0.1658
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,3,863,158,0.2034,0.1862,0.1831,0.1658
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,1,1771,249,0.4391,0.3063,0.1406,0.1700
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,2,1364,241,0.3240,0.3063,0.1767,0.1700
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,3,669,129,0.1558,0.3063,0.1928,0.1700
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,1,925,144,0.2253,0.1873,0.1557,0.1549
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,2,729,119,0.1760,0.1873,0.1632,0.1549
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,3,652,95,0.1607,0.1873,0.1457,0.1549
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,1,3049,224,0.9214,1.0000,0.0735,0.0654
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,2,3491,225,1.0652,1.0000,0.0645,0.0654
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,3,3299,192,1.0134,1.0000,0.0582,0.0654
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,1,2761,200,0.8353,1.4168,0.0724,0.0618
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,2,4806,288,1.4736,1.4168,0.0599,0.0618
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,3,6287,334,1.9416,1.4168,0.0531,0.0618
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,1,2708,151,0.8340,0.7361,0.0558,0.0573
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,2,2625,125,0.8154,0.7361,0.0476,0.0573
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,3,1840,126,0.5590,0.7361,0.0685,0.0573
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,1,4872,354,1.4736,0.9734,0.0727,0.0805
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,2,3224,245,0.9716,0.9734,0.0760,0.0805
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,3,1605,149,0.4749,0.9734,0.0928,0.0805
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,1,1917,95,0.5943,0.7294,0.0496,0.0484
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,2,2418,122,0.7489,0.7294,0.0505,0.0484
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,3,2714,123,0.8451,0.7294,0.0453,0.0484
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,1,1414,87,0.4328,0.7091,0.0615,0.0504
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,2,2523,106,0.7883,0.7091,0.0420,0.0504
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,3,2917,139,0.9061,0.7091,0.0477,0.0504
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,1,2405,95,0.7534,0.5199,0.0395,0.0507
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,2,1676,76,0.5219,0.5199,0.0453,0.0507
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,3,935,63,0.2844,0.5199,0.0674,0.0507
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,1,2740,133,0.8503,0.6154,0.0485,0.0443
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,2,2133,89,0.6667,0.6154,0.0417,0.0443
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,3,1054,45,0.3291,0.6154,0.0427,0.0443
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,1,1177,92,0.3539,0.5276,0.0782,0.0734
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,2,1811,126,0.5496,0.5276,0.0696,0.0734
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,3,2246,163,0.6794,0.5276,0.0726,0.0734
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,1,1274,83,0.3885,0.4386,0.0651,0.0724
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,2,1259,96,0.3793,0.4386,0.0763,0.0724
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,3,1818,138,0.5479,0.4386,0.0759,0.0724
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,1,2062,135,0.6285,0.4197,0.0655,0.0627
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,2,1409,72,0.4361,0.4197,0.0511,0.0627
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,3,642,46,0.1944,0.4197,0.0717,0.0627
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,1,1603,97,0.4912,0.3835,0.0605,0.0574
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,2,1453,82,0.4472,0.3835,0.0564,0.0574
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,3,688,38,0.2120,0.3835,0.0552,0.0574
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,1,973,157,0.2661,0.4331,0.1614,0.1398
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,2,1459,185,0.4155,0.4331,0.1268,0.1398
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,3,2180,286,0.6177,0.4331,0.1312,0.1398
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,1,832,108,0.2361,0.2764,0.1298,0.1279
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,2,969,132,0.2730,0.2764,0.1362,0.1279
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,3,1112,131,0.3200,0.2764,0.1178,0.1279
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,1,1778,219,0.5085,0.3290,0.1232,0.1295
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,2,1096,139,0.3121,0.3290,0.1268,0.1295
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,3,592,82,0.1663,0.3290,0.1385,0.1295
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,1,1033,143,0.2903,0.2489,0.1384,0.1284
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,2,1051,139,0.2975,0.2489,0.1323,0.1284
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,3,550,63,0.1588,0.2489,0.1145,0.1284
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,1,839,282,0.1817,0.3021,0.3361,0.3372
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,2,1465,510,0.3115,0.3021,0.3481,0.3372
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,3,1884,617,0.4132,0.3021,0.3275,0.3372
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,1,511,140,0.1210,0.1227,0.2740,0.2535
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,2,508,135,0.1217,0.1227,0.2657,0.2535
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,3,494,109,0.1256,0.1227,0.2206,0.2535
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,1,1809,601,0.3940,0.2445,0.3322,0.3329
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,2,1072,372,0.2283,0.2445,0.3470,0.3329
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,3,501,160,0.1112,0.2445,0.3194,0.3329
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,1,447,138,0.1008,0.1000,0.3087,0.3467
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,2,488,174,0.1024,0.1000,0.3566,0.3467
51006-3,MZ7-mel,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,3,475,178,0.0969,0.1000,0.3747,0.3467
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,0.000,uM,72,hr,1,17083,736,1.1561,1.0000,0.0431,0.0814
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,0.000,uM,72,hr,2,14840,1490,0.9441,1.0000,0.1004,0.0814
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,0.000,uM,72,hr,3,14150,1426,0.8998,1.0000,0.1008,0.0814
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,72,hr,1,4126,389,0.2643,0.2108,0.0943,0.0957
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,72,hr,2,3101,291,0.1987,0.2108,0.0938,0.0957
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,72,hr,3,2660,263,0.1695,0.2108,0.0989,0.0957
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,0.000,uM,72,hr,1,6995,193,0.4810,0.4735,0.0276,0.0299
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,0.000,uM,72,hr,2,6924,203,0.4753,0.4735,0.0293,0.0299
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,0.000,uM,72,hr,3,6786,223,0.4641,0.4735,0.0329,0.0299
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,72,hr,1,2716,398,0.1639,0.1471,0.1465,0.1569
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,72,hr,2,2493,365,0.1505,0.1471,0.1464,0.1569
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,72,hr,3,2181,388,0.1268,0.1471,0.1779,0.1569
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,0.000,uM,72,hr,1,4226,189,0.2855,0.2957,0.0447,0.0383
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,0.000,uM,72,hr,2,4098,148,0.2793,0.2957,0.0361,0.0383
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,0.000,uM,72,hr,3,4720,161,0.3224,0.2957,0.0341,0.0383
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,72,hr,1,2223,673,0.1096,0.0952,0.3027,0.3084
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,72,hr,2,2083,658,0.1008,0.0952,0.3159,0.3084
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,72,hr,3,1536,471,0.0753,0.0952,0.3066,0.3084
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,0.000,uM,72,hr,1,2762,108,0.1877,0.1959,0.0391,0.0416
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,0.000,uM,72,hr,2,2911,106,0.1984,0.1959,0.0364,0.0416
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,0.000,uM,72,hr,3,3001,148,0.2018,0.1959,0.0493,0.0416
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,72,hr,1,1979,884,0.0774,0.0702,0.4467,0.4350
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,72,hr,2,1849,762,0.0769,0.0702,0.4121,0.4350
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,72,hr,3,1434,640,0.0562,0.0702,0.4463,0.4350
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,0.000,uM,72,hr,1,2159,160,0.1414,0.1409,0.0741,0.0972
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,0.000,uM,72,hr,2,2140,230,0.1351,0.1409,0.1075,0.0972
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,0.000,uM,72,hr,3,2325,256,0.1463,0.1409,0.1101,0.0972
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,72,hr,1,1827,919,0.0642,0.0552,0.5030,0.5056
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,72,hr,2,1598,840,0.0536,0.0552,0.5257,0.5056
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,72,hr,3,1321,645,0.0478,0.0552,0.4883,0.5056
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,0.000,uM,72,hr,1,13881,1351,0.9567,1.0000,0.0973,0.0803
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,0.000,uM,72,hr,2,14602,1419,1.0065,1.0000,0.0972,0.0803
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,0.000,uM,72,hr,3,14239,660,1.0368,1.0000,0.0464,0.0803
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,72,hr,1,2048,485,0.1193,0.0904,0.2368,0.3077
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,72,hr,2,1660,543,0.0853,0.0904,0.3271,0.3077
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,72,hr,3,1361,489,0.0666,0.0904,0.3593,0.3077
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,0.000,uM,72,hr,1,6493,153,0.4841,0.4690,0.0236,0.0238
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,0.000,uM,72,hr,2,6037,198,0.4458,0.4690,0.0328,0.0238
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,0.000,uM,72,hr,3,6342,95,0.4770,0.4690,0.0150,0.0238
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,72,hr,1,1844,583,0.0963,0.0930,0.3162,0.3181
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,72,hr,2,1843,570,0.0972,0.0930,0.3093,0.3181
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,72,hr,3,1672,550,0.0857,0.0930,0.3289,0.3181
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,0.000,uM,72,hr,1,3222,114,0.2373,0.2662,0.0354,0.0401
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,0.000,uM,72,hr,2,3734,151,0.2736,0.2662,0.0404,0.0401
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,0.000,uM,72,hr,3,3946,176,0.2878,0.2662,0.0446,0.0401
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,72,hr,1,1495,539,0.0730,0.0676,0.3605,0.4031
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,72,hr,2,1518,625,0.0682,0.0676,0.4117,0.4031
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,72,hr,3,1432,626,0.0615,0.0676,0.4372,0.4031
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,0.000,uM,72,hr,1,2530,174,0.1799,0.1917,0.0688,0.0580
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,0.000,uM,72,hr,2,2723,167,0.1952,0.1917,0.0613,0.0580
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,0.000,uM,72,hr,3,2740,120,0.2000,0.1917,0.0438,0.0580
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,72,hr,1,1476,819,0.0502,0.0489,0.5549,0.5357
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,72,hr,2,1406,767,0.0488,0.0489,0.5455,0.5357
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,72,hr,3,1267,642,0.0477,0.0489,0.5067,0.5357
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,0.000,uM,72,hr,1,2164,160,0.1530,0.1495,0.0739,0.0897
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,0.000,uM,72,hr,2,2130,167,0.1499,0.1495,0.0784,0.0897
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,0.000,uM,72,hr,3,2158,252,0.1455,0.1495,0.1168,0.0897
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,72,hr,1,1468,826,0.0490,0.0484,0.5627,0.5323
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,72,hr,2,1407,591,0.0623,0.0484,0.4200,0.5323
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,72,hr,3,1148,705,0.0338,0.0484,0.6141,0.5323
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,0.000,uM,72,hr,1,16558,1621,1.0954,1.0000,0.0979,0.1030
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,0.000,uM,72,hr,2,14872,1575,0.9751,1.0000,0.1059,0.1030
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,0.000,uM,72,hr,3,14167,1492,0.9295,1.0000,0.1053,0.1030
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,72,hr,1,10559,1087,0.6946,0.6207,0.1029,0.0779
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,72,hr,2,8833,891,0.5824,0.6207,0.1009,0.0779
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,72,hr,3,8225,247,0.5851,0.6207,0.0300,0.0779
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,0.000,uM,72,hr,1,7074,233,0.5017,0.5189,0.0329,0.0308
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,0.000,uM,72,hr,2,7497,228,0.5331,0.5189,0.0304,0.0308
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,0.000,uM,72,hr,3,7332,213,0.5221,0.5189,0.0291,0.0308
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,72,hr,1,4909,225,0.3435,0.3080,0.0458,0.0484
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,72,hr,2,4395,227,0.3057,0.3080,0.0516,0.0484
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,72,hr,3,3934,188,0.2747,0.3080,0.0478,0.0484
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,0.000,uM,72,hr,1,4169,116,0.2972,0.2900,0.0278,0.0255
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,0.000,uM,72,hr,2,4081,75,0.2938,0.2900,0.0184,0.0255
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,0.000,uM,72,hr,3,3925,119,0.2791,0.2900,0.0303,0.0255
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,72,hr,1,3202,283,0.2141,0.1908,0.0884,0.0841
