Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Normalized Growth Rate Inhibition Value,Standard Error of the Mean for Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10232-101-1,Dactolisib,0.12,uM,LJP5,0.3394,0.0595,0.1973,0.0451
50238-3,Hs 578T,10232-101-1,Dactolisib,0.37,uM,LJP5,0.2904,0.0598,0.1093,0.0502
50238-3,Hs 578T,10232-101-1,Dactolisib,1.11,uM,LJP5,0.3027,0.0591,0.1317,0.0620
50238-3,Hs 578T,10232-101-1,Dactolisib,3.33,uM,LJP5,0.2917,0.0370,0.1152,0.0302
50238-3,Hs 578T,10232-101-1,Dactolisib,10,uM,LJP5,0.2986,0.0349,0.1280,0.0253
50238-3,Hs 578T,10233-101-1,Alpelisib,0.04,uM,LJP5,0.9700,0.0064,0.9710,0.0068
50238-3,Hs 578T,10233-101-1,Alpelisib,0.12,uM,LJP5,0.9115,0.0090,0.9151,0.0006
50238-3,Hs 578T,10233-101-1,Alpelisib,0.37,uM,LJP5,0.8671,0.0186,0.8707,0.0150
50238-3,Hs 578T,10233-101-1,Alpelisib,1.11,uM,LJP5,0.8344,0.0234,0.8380,0.0152
50238-3,Hs 578T,10233-101-1,Alpelisib,3.33,uM,LJP5,0.7641,0.0163,0.7619,0.0067
50238-3,Hs 578T,10233-101-1,Alpelisib,10,uM,LJP5,0.5914,0.0310,0.5605,0.0295
50238-3,Hs 578T,10234-101-1,GDC-0980,0.04,uM,LJP5,0.6791,0.0462,0.6701,0.0206
50238-3,Hs 578T,10234-101-1,GDC-0980,0.12,uM,LJP5,0.4870,0.0327,0.4240,0.0231
50238-3,Hs 578T,10234-101-1,GDC-0980,0.37,uM,LJP5,0.3803,0.0341,0.2650,0.0441
50238-3,Hs 578T,10234-101-1,GDC-0980,1.11,uM,LJP5,0.3342,0.0409,0.1883,0.0593
50238-3,Hs 578T,10234-101-1,GDC-0980,3.33,uM,LJP5,0.3159,0.0455,0.1561,0.0658
50238-3,Hs 578T,10234-101-1,GDC-0980,10,uM,LJP5,0.2897,0.0417,0.1088,0.0677
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.04,uM,LJP5,0.2816,0.0639,0.0910,0.0551
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.04,uM,LJP6,0.2781,0.0733,0.0713,0.0767
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.12,uM,LJP5,0.2320,0.0449,-0.0038,0.0281
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.12,uM,LJP6,0.2229,0.0384,-0.0308,0.0208
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.37,uM,LJP5,0.2044,0.0474,-0.0655,0.0346
50238-3,Hs 578T,10479-102-1,Mitoxantrone,0.37,uM,LJP6,0.2111,0.0392,-0.0569,0.0180
50238-3,Hs 578T,10479-102-1,Mitoxantrone,1.11,uM,LJP5,0.1506,0.0489,-0.2049,0.0561
50238-3,Hs 578T,10479-102-1,Mitoxantrone,1.11,uM,LJP6,0.1523,0.0479,-0.2085,0.0559
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP5,0.0878,0.0385,-0.3978,0.0677
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP6,0.0930,0.0400,-0.3911,0.0688
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10,uM,LJP5,0.0659,0.0380,-0.5259,0.1101
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10,uM,LJP6,0.0738,0.0393,-0.4960,0.1074
50238-3,Hs 578T,10480-101-1,Radicicol,0.04,uM,LJP5,1.0323,0.0049,1.0310,0.0072
50238-3,Hs 578T,10480-101-1,Radicicol,0.04,uM,LJP6,1.0285,0.0035,1.0278,0.0057
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP5,0.9348,0.0678,0.9452,0.0571
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP6,0.9442,0.0694,0.9545,0.0597
50238-3,Hs 578T,10480-101-1,Radicicol,0.37,uM,LJP5,0.7371,0.1628,0.7375,0.1584
50238-3,Hs 578T,10480-101-1,Radicicol,0.37,uM,LJP6,0.6910,0.1765,0.6712,0.1850
50238-3,Hs 578T,10480-101-1,Radicicol,1.11,uM,LJP5,0.4467,0.1177,0.3575,0.1230
50238-3,Hs 578T,10480-101-1,Radicicol,1.11,uM,LJP6,0.4056,0.1034,0.2847,0.1119
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP5,0.2848,0.0614,0.0974,0.0472
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP6,0.2876,0.0634,0.0928,0.0560
50238-3,Hs 578T,10480-101-1,Radicicol,10,uM,LJP5,0.2626,0.0726,0.0504,0.0798
50238-3,Hs 578T,10480-101-1,Radicicol,10,uM,LJP6,0.2651,0.0675,0.0476,0.0690
50238-3,Hs 578T,10481-101-1,Withaferin A,0.04,uM,LJP5,1.0074,0.0134,1.0047,0.0108
50238-3,Hs 578T,10481-101-1,Withaferin A,0.04,uM,LJP6,1.0131,0.0151,1.0104,0.0122
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP5,1.0220,0.0079,1.0197,0.0053
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP6,1.0098,0.0176,1.0079,0.0161
50238-3,Hs 578T,10481-101-1,Withaferin A,0.37,uM,LJP5,0.9479,0.0470,0.9573,0.0405
50238-3,Hs 578T,10481-101-1,Withaferin A,0.37,uM,LJP6,0.9212,0.0643,0.9315,0.0563
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP5,0.2004,0.0298,-0.0687,0.0410
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP6,0.1881,0.0210,-0.1051,0.0536
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP5,0.1985,0.0313,-0.0730,0.0185
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP6,0.1914,0.0209,-0.0971,0.0250
50238-3,Hs 578T,10481-101-1,Withaferin A,10,uM,LJP5,0.1252,0.0235,-0.2576,0.0488
50238-3,Hs 578T,10481-101-1,Withaferin A,10,uM,LJP6,0.1076,0.0110,-0.3158,0.0419
50583-7,MCF 10A,10001-101-1,Seliciclib,0.04,uM,LJP5,0.9901,0.0067,0.9943,0.0039
50583-7,MCF 10A,10001-101-1,Seliciclib,0.12,uM,LJP5,0.9664,0.0079,0.9805,0.0038
50583-7,MCF 10A,10001-101-1,Seliciclib,0.37,uM,LJP5,0.9361,0.0094,0.9621,0.0051
50583-7,MCF 10A,10001-101-1,Seliciclib,1.11,uM,LJP5,0.9253,0.0144,0.9554,0.0081
50583-7,MCF 10A,10001-101-1,Seliciclib,3.33,uM,LJP5,0.8741,0.0331,0.9264,0.0142
50583-7,MCF 10A,10001-101-1,Seliciclib,10,uM,LJP5,0.3446,0.1112,0.4390,0.1095
50583-7,MCF 10A,10004-101-1,AT-7519,0.04,uM,LJP6,0.9450,0.0272,0.9689,0.0162
50583-7,MCF 10A,10004-101-1,AT-7519,0.12,uM,LJP6,0.8011,0.0706,0.8804,0.0410
50583-7,MCF 10A,10004-101-1,AT-7519,0.37,uM,LJP6,0.2421,0.1672,0.2223,0.2222
50583-7,MCF 10A,10004-101-1,AT-7519,1.11,uM,LJP6,0.0544,0.0139,-0.1560,0.1342
50583-7,MCF 10A,10004-101-1,AT-7519,3.33,uM,LJP6,0.0366,0.0138,-0.2565,0.1611
50583-7,MCF 10A,10004-101-1,AT-7519,10,uM,LJP6,0.0290,0.0086,-0.2955,0.1455
50583-7,MCF 10A,10006-101-1,AZD7762,0.04,uM,LJP6,0.8033,0.0818,0.8778,0.0445
50583-7,MCF 10A,10006-101-1,AZD7762,0.12,uM,LJP6,0.6313,0.1032,0.7492,0.0616
50583-7,MCF 10A,10006-101-1,AZD7762,0.37,uM,LJP6,0.5138,0.0975,0.6474,0.0581
50583-7,MCF 10A,10006-101-1,AZD7762,1.11,uM,LJP6,0.3223,0.0840,0.4304,0.0559
50583-7,MCF 10A,10006-101-1,AZD7762,3.33,uM,LJP6,0.1735,0.0545,0.1879,0.0299
50583-7,MCF 10A,10006-101-1,AZD7762,10,uM,LJP6,0.0491,0.0129,-0.1770,0.0475
50583-7,MCF 10A,10007-101-1,AZD8055,0.04,uM,LJP6,0.3717,0.0971,0.4943,0.0606
50583-7,MCF 10A,10007-101-1,AZD8055,0.12,uM,LJP6,0.2332,0.0748,0.2959,0.0511
50583-7,MCF 10A,10007-101-1,AZD8055,0.37,uM,LJP6,0.1807,0.0530,0.2052,0.0275
50583-7,MCF 10A,10007-101-1,AZD8055,1.11,uM,LJP6,0.1643,0.0424,0.1754,0.0154
50583-7,MCF 10A,10007-101-1,AZD8055,3.33,uM,LJP6,0.1517,0.0401,0.1459,0.0069
50583-7,MCF 10A,10007-101-1,AZD8055,10,uM,LJP6,0.0991,0.0603,-0.1021,0.2275
50583-7,MCF 10A,10008-101-1,Sorafenib,0.04,uM,LJP6,1.0443,0.0475,1.0240,0.0265
50583-7,MCF 10A,10008-101-1,Sorafenib,0.12,uM,LJP6,0.9838,0.0436,0.9926,0.0280
50583-7,MCF 10A,10008-101-1,Sorafenib,0.37,uM,LJP6,0.9609,0.0434,0.9778,0.0270
50583-7,MCF 10A,10008-101-1,Sorafenib,1.11,uM,LJP6,0.9510,0.0327,0.9702,0.0196
50583-7,MCF 10A,10008-101-1,Sorafenib,3.33,uM,LJP6,0.9198,0.0346,0.9495,0.0217
50583-7,MCF 10A,10008-101-1,Sorafenib,10,uM,LJP6,0.5222,0.0548,0.6497,0.0598
50583-7,MCF 10A,10009-101-1,CP466722,0.04,uM,LJP5,1.0307,0.0107,1.0175,0.0058
50583-7,MCF 10A,10009-101-1,CP466722,0.12,uM,LJP5,1.0267,0.0172,1.0141,0.0078
50583-7,MCF 10A,10009-101-1,CP466722,0.37,uM,LJP5,1.0143,0.0118,1.0075,0.0057
50583-7,MCF 10A,10009-101-1,CP466722,1.11,uM,LJP5,0.9876,0.0108,0.9939,0.0066
50583-7,MCF 10A,10009-101-1,CP466722,3.33,uM,LJP5,0.9488,0.0219,0.9723,0.0106
50583-7,MCF 10A,10009-101-1,CP466722,10,uM,LJP5,0.6182,0.2098,0.7289,0.1498
50583-7,MCF 10A,10010-101-1,CP724714,0.04,uM,LJP5,1.0194,0.0045,1.0105,0.0021
50583-7,MCF 10A,10010-101-1,CP724714,0.12,uM,LJP5,0.9949,0.0047,0.9964,0.0034
50583-7,MCF 10A,10010-101-1,CP724714,0.37,uM,LJP5,0.9833,0.0108,0.9890,0.0081
50583-7,MCF 10A,10010-101-1,CP724714,1.11,uM,LJP5,0.9740,0.0067,0.9839,0.0058
50583-7,MCF 10A,10010-101-1,CP724714,3.33,uM,LJP5,0.9742,0.0018,0.9849,0.0009
50583-7,MCF 10A,10010-101-1,CP724714,10,uM,LJP5,0.8963,0.0152,0.9384,0.0017
50583-7,MCF 10A,10011-101-1,Alvocidib,0.04,uM,LJP6,0.2011,0.1104,0.1970,0.1545
50583-7,MCF 10A,10011-101-1,Alvocidib,0.12,uM,LJP6,0.0436,0.0072,-0.1996,0.0933
50583-7,MCF 10A,10011-101-1,Alvocidib,0.37,uM,LJP6,0.0295,0.0072,-0.2881,0.1328
50583-7,MCF 10A,10011-101-1,Alvocidib,1.11,uM,LJP6,0.0307,0.0077,-0.2813,0.1364
50583-7,MCF 10A,10011-101-1,Alvocidib,3.33,uM,LJP6,0.0310,0.0088,-0.2810,0.1427
50583-7,MCF 10A,10011-101-1,Alvocidib,10,uM,LJP6,0.0327,0.0062,-0.2631,0.1264
50583-7,MCF 10A,10014-101-1,GW843682X,0.04,uM,LJP6,0.9264,0.0340,0.9601,0.0154
50583-7,MCF 10A,10014-101-1,GW843682X,0.12,uM,LJP6,0.7097,0.0855,0.8166,0.0477
50583-7,MCF 10A,10014-101-1,GW843682X,0.37,uM,LJP6,0.3094,0.0986,0.4122,0.0741
50583-7,MCF 10A,10014-101-1,GW843682X,1.11,uM,LJP6,0.1108,0.0285,0.0464,0.0195
50583-7,MCF 10A,10014-101-1,GW843682X,3.33,uM,LJP6,0.0713,0.0078,-0.0733,0.0767
50583-7,MCF 10A,10014-101-1,GW843682X,10,uM,LJP6,0.0642,0.0015,-0.1012,0.0992
50583-7,MCF 10A,10015-101-1,HG-5-113-01,0.04,uM,LJP5,0.9481,0.0080,0.9683,0.0075
50583-7,MCF 10A,10015-101-1,HG-5-113-01,0.12,uM,LJP5,0.8698,0.0366,0.9200,0.0208
50583-7,MCF 10A,10015-101-1,HG-5-113-01,0.37,uM,LJP5,0.7633,0.0484,0.8511,0.0198
50583-7,MCF 10A,10015-101-1,HG-5-113-01,1.11,uM,LJP5,0.5824,0.0628,0.7125,0.0179
50583-7,MCF 10A,10015-101-1,HG-5-113-01,3.33,uM,LJP5,0.2503,0.1012,0.3118,0.0946
50583-7,MCF 10A,10015-101-1,HG-5-113-01,10,uM,LJP5,0.0823,0.0171,-0.0419,0.0356
50583-7,MCF 10A,10016-101-1,HG-5-88-01,0.04,uM,LJP6,0.8822,0.0855,0.9334,0.0433
50583-7,MCF 10A,10016-101-1,HG-5-88-01,0.12,uM,LJP6,0.7976,0.1007,0.8786,0.0522
50583-7,MCF 10A,10016-101-1,HG-5-88-01,0.37,uM,LJP6,0.6516,0.1310,0.7657,0.0802
50583-7,MCF 10A,10016-101-1,HG-5-88-01,1.11,uM,LJP6,0.5906,0.1386,0.7091,0.0941
50583-7,MCF 10A,10016-101-1,HG-5-88-01,3.33,uM,LJP6,0.5106,0.1475,0.6272,0.1157
50583-7,MCF 10A,10016-101-1,HG-5-88-01,10,uM,LJP6,0.3389,0.0926,0.4520,0.0622
50583-7,MCF 10A,10017-101-1,HG-6-64-01,0.04,uM,LJP6,1.0032,0.0342,0.9993,0.0178
50583-7,MCF 10A,10017-101-1,HG-6-64-01,0.12,uM,LJP6,0.9809,0.0205,0.9882,0.0117
50583-7,MCF 10A,10017-101-1,HG-6-64-01,0.37,uM,LJP6,0.9526,0.0378,0.9768,0.0187
50583-7,MCF 10A,10017-101-1,HG-6-64-01,1.11,uM,LJP6,0.7758,0.1224,0.8655,0.0675
50583-7,MCF 10A,10017-101-1,HG-6-64-01,3.33,uM,LJP6,0.4554,0.1497,0.5675,0.1299
50583-7,MCF 10A,10017-101-1,HG-6-64-01,10,uM,LJP6,0.0944,0.0468,-0.0493,0.0607
50583-7,MCF 10A,10018-101-1,Neratinib,0.04,uM,LJP5,0.3561,0.1302,0.4410,0.1379
50583-7,MCF 10A,10018-101-1,Neratinib,0.12,uM,LJP5,0.2596,0.0958,0.3135,0.1083
50583-7,MCF 10A,10018-101-1,Neratinib,0.37,uM,LJP5,0.1827,0.0724,0.1912,0.0638
50583-7,MCF 10A,10018-101-1,Neratinib,1.11,uM,LJP5,0.1714,0.0656,0.1684,0.0566
50583-7,MCF 10A,10018-101-1,Neratinib,3.33,uM,LJP5,0.1504,0.0506,0.1306,0.0336
50583-7,MCF 10A,10018-101-1,Neratinib,10,uM,LJP5,0.1462,0.0457,0.1221,0.0315
50583-7,MCF 10A,10019-101-1,JW-7-24-1,0.04,uM,LJP6,0.9696,0.0403,0.9856,0.0197
50583-7,MCF 10A,10019-101-1,JW-7-24-1,0.12,uM,LJP6,0.9655,0.0473,0.9855,0.0254
50583-7,MCF 10A,10019-101-1,JW-7-24-1,0.37,uM,LJP6,0.9055,0.0748,0.9516,0.0399
50583-7,MCF 10A,10019-101-1,JW-7-24-1,1.11,uM,LJP6,0.8393,0.1089,0.9111,0.0615
50583-7,MCF 10A,10019-101-1,JW-7-24-1,3.33,uM,LJP6,0.7389,0.1463,0.8404,0.0894
50583-7,MCF 10A,10019-101-1,JW-7-24-1,10,uM,LJP6,0.1818,0.0876,0.1757,0.0968
50583-7,MCF 10A,10020-101-1,Dasatinib,0.04,uM,LJP5,0.7071,0.1236,0.8099,0.0707
50583-7,MCF 10A,10020-101-1,Dasatinib,0.04,uM,LJP6,0.3286,0.1164,0.4323,0.0896
50583-7,MCF 10A,10020-101-1,Dasatinib,0.12,uM,LJP5,0.4329,0.1318,0.5457,0.1135
50583-7,MCF 10A,10020-101-1,Dasatinib,0.12,uM,LJP6,0.2061,0.0752,0.2360,0.0754
50583-7,MCF 10A,10020-101-1,Dasatinib,0.37,uM,LJP5,0.2158,0.0699,0.2511,0.0858
50583-7,MCF 10A,10020-101-1,Dasatinib,0.37,uM,LJP6,0.1586,0.0560,0.1403,0.0699
50583-7,MCF 10A,10020-101-1,Dasatinib,1.11,uM,LJP5,0.1548,0.0470,0.1384,0.0490
50583-7,MCF 10A,10020-101-1,Dasatinib,1.11,uM,LJP6,0.1140,0.0418,0.0354,0.0430
50583-7,MCF 10A,10020-101-1,Dasatinib,3.33,uM,LJP5,0.1070,0.0395,0.0076,0.0525
50583-7,MCF 10A,10020-101-1,Dasatinib,3.33,uM,LJP6,0.0794,0.0264,-0.0668,0.0349
50583-7,MCF 10A,10020-101-1,Dasatinib,10,uM,LJP5,0.0731,0.0233,-0.0871,0.0145
50583-7,MCF 10A,10020-101-1,Dasatinib,10,uM,LJP6,0.0488,0.0164,-0.1898,0.0169
50583-7,MCF 10A,10021-101-1,Tozasertib,0.04,uM,LJP5,0.3094,0.1316,0.3948,0.1175
50583-7,MCF 10A,10021-101-1,Tozasertib,0.12,uM,LJP5,0.1486,0.0165,0.1446,0.0502
50583-7,MCF 10A,10021-101-1,Tozasertib,0.37,uM,LJP5,0.1406,0.0241,0.1244,0.0326
50583-7,MCF 10A,10021-101-1,Tozasertib,1.11,uM,LJP5,0.1380,0.0214,0.1183,0.0370
50583-7,MCF 10A,10021-101-1,Tozasertib,3.33,uM,LJP5,0.1303,0.0262,0.0967,0.0228
50583-7,MCF 10A,10021-101-1,Tozasertib,10,uM,LJP5,0.1191,0.0225,0.0692,0.0305
50583-7,MCF 10A,10023-103-1,Imatinib,0.04,uM,LJP6,1.0060,0.0089,1.0021,0.0046
50583-7,MCF 10A,10023-103-1,Imatinib,0.12,uM,LJP6,1.0012,0.0023,1.0009,0.0013
50583-7,MCF 10A,10023-103-1,Imatinib,0.37,uM,LJP6,0.9943,0.0021,0.9962,0.0017
50583-7,MCF 10A,10023-103-1,Imatinib,1.11,uM,LJP6,1.0097,0.0167,1.0040,0.0080
50583-7,MCF 10A,10023-103-1,Imatinib,3.33,uM,LJP6,1.0267,0.0223,1.0134,0.0103
50583-7,MCF 10A,10023-103-1,Imatinib,10,uM,LJP6,1.0010,0.0334,0.9985,0.0180
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.04,uM,LJP6,0.8130,0.0746,0.8890,0.0348
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.12,uM,LJP6,0.6394,0.1618,0.7537,0.1082
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.37,uM,LJP6,0.5186,0.1193,0.6467,0.0820
50583-7,MCF 10A,10024-101-1,NVP-TAE684,1.11,uM,LJP6,0.4268,0.0993,0.5547,0.0669
50583-7,MCF 10A,10024-101-1,NVP-TAE684,3.33,uM,LJP6,0.3274,0.0934,0.4288,0.0818
50583-7,MCF 10A,10024-101-1,NVP-TAE684,10,uM,LJP6,0.1475,0.0586,0.1233,0.0601
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP5,0.6169,0.1479,0.7381,0.1015
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP6,0.0413,0.0053,-0.2114,0.1234
50583-7,MCF 10A,10025-101-1,CGP60474,0.12,uM,LJP5,0.0544,0.0089,-0.1520,0.1099
50583-7,MCF 10A,10025-101-1,CGP60474,0.12,uM,LJP6,0.0345,0.0091,-0.2573,0.1426
50583-7,MCF 10A,10025-101-1,CGP60474,0.37,uM,LJP5,0.0426,0.0122,-0.2182,0.1462
50583-7,MCF 10A,10025-101-1,CGP60474,0.37,uM,LJP6,0.0377,0.0087,-0.2385,0.1342
50583-7,MCF 10A,10025-101-1,CGP60474,1.11,uM,LJP5,0.0424,0.0129,-0.2220,0.1482
50583-7,MCF 10A,10025-101-1,CGP60474,1.11,uM,LJP6,0.0340,0.0074,-0.2586,0.1276
50583-7,MCF 10A,10025-101-1,CGP60474,3.33,uM,LJP5,0.0447,0.0106,-0.2035,0.1349
50583-7,MCF 10A,10025-101-1,CGP60474,3.33,uM,LJP6,0.0311,0.0076,-0.2815,0.1362
50583-7,MCF 10A,10025-101-1,CGP60474,10,uM,LJP5,0.0422,0.0058,-0.2108,0.1110
50583-7,MCF 10A,10025-101-1,CGP60474,10,uM,LJP6,0.0345,0.0042,-0.2517,0.0988
50583-7,MCF 10A,10026-101-1,PD173074,0.04,uM,LJP6,1.0379,0.0026,1.0217,0.0018
50583-7,MCF 10A,10026-101-1,PD173074,0.12,uM,LJP6,1.0089,0.0015,1.0053,0.0014
50583-7,MCF 10A,10026-101-1,PD173074,0.37,uM,LJP6,0.9979,0.0036,0.9981,0.0022
50583-7,MCF 10A,10026-101-1,PD173074,1.11,uM,LJP6,0.9898,0.0063,0.9929,0.0046
50583-7,MCF 10A,10026-101-1,PD173074,3.33,uM,LJP6,0.9771,0.0150,0.9845,0.0093
50583-7,MCF 10A,10026-101-1,PD173074,10,uM,LJP6,0.5172,0.1188,0.6440,0.0840
50583-7,MCF 10A,10027-101-1,Crizotinib,0.04,uM,LJP5,0.9774,0.0243,0.9881,0.0121
50583-7,MCF 10A,10027-101-1,Crizotinib,0.12,uM,LJP5,0.9354,0.0381,0.9636,0.0183
50583-7,MCF 10A,10027-101-1,Crizotinib,0.37,uM,LJP5,0.8891,0.0279,0.9340,0.0126
50583-7,MCF 10A,10027-101-1,Crizotinib,1.11,uM,LJP5,0.8438,0.0317,0.9063,0.0087
50583-7,MCF 10A,10027-101-1,Crizotinib,3.33,uM,LJP5,0.7358,0.0519,0.8331,0.0160
50583-7,MCF 10A,10027-101-1,Crizotinib,10,uM,LJP5,0.1311,0.0341,0.0940,0.0096
50583-7,MCF 10A,10028-102-1,BMS345541,0.04,uM,LJP6,0.9965,0.0125,0.9964,0.0066
50583-7,MCF 10A,10028-102-1,BMS345541,0.12,uM,LJP6,0.9670,0.0108,0.9787,0.0082
50583-7,MCF 10A,10028-102-1,BMS345541,0.37,uM,LJP6,0.9594,0.0088,0.9742,0.0091
50583-7,MCF 10A,10028-102-1,BMS345541,1.11,uM,LJP6,0.9481,0.0106,0.9670,0.0112
50583-7,MCF 10A,10028-102-1,BMS345541,3.33,uM,LJP6,0.9288,0.0143,0.9570,0.0102
50583-7,MCF 10A,10028-102-1,BMS345541,10,uM,LJP6,0.7622,0.0575,0.8502,0.0264
50583-7,MCF 10A,10031-101-1,KIN001-043,0.04,uM,LJP6,1.0015,0.0369,0.9981,0.0195
50583-7,MCF 10A,10031-101-1,KIN001-043,0.12,uM,LJP6,0.9693,0.0295,0.9803,0.0170
50583-7,MCF 10A,10031-101-1,KIN001-043,0.37,uM,LJP6,0.9572,0.0166,0.9749,0.0098
50583-7,MCF 10A,10031-101-1,KIN001-043,1.11,uM,LJP6,0.9024,0.0435,0.9462,0.0191
50583-7,MCF 10A,10031-101-1,KIN001-043,3.33,uM,LJP6,0.7613,0.0928,0.8549,0.0461
50583-7,MCF 10A,10031-101-1,KIN001-043,10,uM,LJP6,0.3763,0.0981,0.4937,0.0755
50583-7,MCF 10A,10032-101-1,Saracatinib,0.04,uM,LJP6,1.0224,0.0096,1.0122,0.0041
50583-7,MCF 10A,10032-101-1,Saracatinib,0.12,uM,LJP6,0.9463,0.0111,0.9684,0.0040
50583-7,MCF 10A,10032-101-1,Saracatinib,0.37,uM,LJP6,0.8406,0.0589,0.9060,0.0260
50583-7,MCF 10A,10032-101-1,Saracatinib,1.11,uM,LJP6,0.6253,0.1162,0.7447,0.0698
50583-7,MCF 10A,10032-101-1,Saracatinib,3.33,uM,LJP6,0.4111,0.1084,0.5336,0.0825
50583-7,MCF 10A,10032-101-1,Saracatinib,10,uM,LJP6,0.1374,0.0436,0.1082,0.0189
50583-7,MCF 10A,10035-101-1,Sigma A6730,0.04,uM,LJP5,0.9873,0.0125,0.9935,0.0059
50583-7,MCF 10A,10035-101-1,Sigma A6730,0.12,uM,LJP5,0.9628,0.0146,0.9791,0.0059
50583-7,MCF 10A,10035-101-1,Sigma A6730,0.37,uM,LJP5,0.9501,0.0155,0.9722,0.0053
50583-7,MCF 10A,10035-101-1,Sigma A6730,1.11,uM,LJP5,0.8622,0.0609,0.9216,0.0276
50583-7,MCF 10A,10035-101-1,Sigma A6730,3.33,uM,LJP5,0.8993,0.0551,0.9453,0.0272
50583-7,MCF 10A,10035-101-1,Sigma A6730,10,uM,LJP5,0.4793,0.1235,0.6053,0.0889
50583-7,MCF 10A,10039-101-1,WH-4-025,0.04,uM,LJP5,1.0094,0.0319,1.0061,0.0201
50583-7,MCF 10A,10039-101-1,WH-4-025,0.12,uM,LJP5,0.8237,0.0735,0.8960,0.0343
50583-7,MCF 10A,10039-101-1,WH-4-025,0.37,uM,LJP5,0.6940,0.0918,0.8040,0.0445
50583-7,MCF 10A,10039-101-1,WH-4-025,1.11,uM,LJP5,0.3831,0.1024,0.4996,0.0764
50583-7,MCF 10A,10039-101-1,WH-4-025,3.33,uM,LJP5,0.2470,0.0806,0.3113,0.0611
50583-7,MCF 10A,10039-101-1,WH-4-025,10,uM,LJP5,0.1874,0.0600,0.2092,0.0408
50583-7,MCF 10A,10040-101-1,R406,0.04,uM,LJP6,0.9536,0.0416,0.9781,0.0225
50583-7,MCF 10A,10040-101-1,R406,0.12,uM,LJP6,0.9384,0.0345,0.9668,0.0199
50583-7,MCF 10A,10040-101-1,R406,0.37,uM,LJP6,0.9000,0.0453,0.9448,0.0233
50583-7,MCF 10A,10040-101-1,R406,1.11,uM,LJP6,0.8317,0.0795,0.9036,0.0396
50583-7,MCF 10A,10040-101-1,R406,3.33,uM,LJP6,0.7145,0.1157,0.8212,0.0635
50583-7,MCF 10A,10040-101-1,R406,10,uM,LJP6,0.5367,0.1311,0.6686,0.0828
50583-7,MCF 10A,10041-101-1,BI-2536,0.04,uM,LJP6,0.0782,0.0062,-0.0473,0.0749
50583-7,MCF 10A,10041-101-1,BI-2536,0.12,uM,LJP6,0.0865,0.0042,-0.0192,0.0802
50583-7,MCF 10A,10041-101-1,BI-2536,0.37,uM,LJP6,0.0946,0.0059,0.0070,0.0747
50583-7,MCF 10A,10041-101-1,BI-2536,1.11,uM,LJP6,0.0925,0.0102,0.0000,0.0614
50583-7,MCF 10A,10041-101-1,BI-2536,3.33,uM,LJP6,0.0886,0.0117,-0.0132,0.0568
50583-7,MCF 10A,10041-101-1,BI-2536,10,uM,LJP6,0.0946,0.0162,0.0037,0.0473
50583-7,MCF 10A,10045-101-1,A443654,0.04,uM,LJP6,0.7744,0.1985,0.8512,0.1263
50583-7,MCF 10A,10045-101-1,A443654,0.12,uM,LJP6,0.5449,0.1759,0.6535,0.1428
50583-7,MCF 10A,10045-101-1,A443654,0.37,uM,LJP6,0.1909,0.0826,0.2020,0.0834
50583-7,MCF 10A,10045-101-1,A443654,1.11,uM,LJP6,0.1050,0.0525,-0.0013,0.0666
50583-7,MCF 10A,10045-101-1,A443654,3.33,uM,LJP6,0.0463,0.0147,-0.1947,0.0575
50583-7,MCF 10A,10045-101-1,A443654,10,uM,LJP6,0.0346,0.0095,-0.2613,0.1071
50583-7,MCF 10A,10046-101-1,SB590885,0.04,uM,LJP5,0.9665,0.0580,0.9770,0.0340
