Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Molecule 3 HMS LINCS ID,Small Molecule 3 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol 3 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,1,1213,756,0.0346,0.0461,0.6232,0.4969
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,2,1222,718,0.0381,0.0461,0.5876,0.4969
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,3,1207,338,0.0657,0.0461,0.2800,0.4969
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,1,1623,199,0.1077,0.1127,0.1226,0.1173
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,2,1755,165,0.1202,0.1127,0.0940,0.1173
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,3,1686,228,0.1102,0.1127,0.1352,0.1173
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,1,1168,689,0.0362,0.0445,0.5899,0.4923
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,2,1247,380,0.0656,0.0445,0.3047,0.4923
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,3,1003,584,0.0317,0.0445,0.5823,0.4923
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,1,1670,252,0.1072,0.1011,0.1509,0.1391
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,2,1510,221,0.0975,0.1011,0.1464,0.1391
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,3,1482,178,0.0986,0.1011,0.1201,0.1391
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,1,1033,589,0.0336,0.0434,0.5702,0.4431
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,2,1083,387,0.0526,0.0434,0.3573,0.4431
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,3,971,390,0.0439,0.0434,0.4016,0.4431
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,0.0000,uM,72,hr,1,15279,1529,0.9867,1.0000,0.1001,0.0842
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,0.0000,uM,72,hr,2,16108,728,1.1037,1.0000,0.0452,0.0842
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,0.0000,uM,72,hr,3,14201,1526,0.9096,1.0000,0.1075,0.0842
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,1.0000,uM,72,hr,1,10027,340,0.6952,0.5962,0.0339,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,1.0000,uM,72,hr,2,9244,871,0.6009,0.5962,0.0942,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.0000,0.0000,1.0000,uM,72,hr,3,7553,690,0.4925,0.5962,0.0914,0.0732
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,0.0000,uM,72,hr,1,1717,157,0.1119,0.1110,0.0914,0.0898
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,0.0000,uM,72,hr,2,1704,156,0.1111,0.1110,0.0915,0.0898
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,0.0000,uM,72,hr,3,1678,145,0.1100,0.1110,0.0864,0.0898
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,1.0000,uM,72,hr,1,1689,436,0.0899,0.0821,0.2581,0.2731
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,1.0000,uM,72,hr,2,1581,449,0.0812,0.0821,0.2840,0.2731
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.1000,0.0100,1.0000,uM,72,hr,3,1447,401,0.0751,0.0821,0.2771,0.2731
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,0.0000,uM,72,hr,1,1557,185,0.0985,0.0967,0.1188,0.1087
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,0.0000,uM,72,hr,2,1401,116,0.0922,0.0967,0.0828,0.1087
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,0.0000,uM,72,hr,3,1582,197,0.0994,0.0967,0.1245,0.1087
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,1.0000,uM,72,hr,1,1633,367,0.0909,0.0854,0.2247,0.2044
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,1.0000,uM,72,hr,2,1545,305,0.0890,0.0854,0.1974,0.2044
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,0.3160,0.0316,1.0000,uM,72,hr,3,1314,251,0.0763,0.0854,0.1910,0.2044
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,0.0000,uM,72,hr,1,1626,169,0.1046,0.1045,0.1039,0.1185
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,0.0000,uM,72,hr,2,1697,218,0.1061,0.1045,0.1285,0.1185
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,0.0000,uM,72,hr,3,1633,201,0.1028,0.1045,0.1231,0.1185
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,1.0000,uM,72,hr,1,1519,328,0.0855,0.0797,0.2159,0.2236
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,1.0000,uM,72,hr,2,1383,329,0.0756,0.0797,0.2379,0.2236
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,1.0000,0.1000,1.0000,uM,72,hr,3,1388,301,0.0780,0.0797,0.2169,0.2236
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,0.0000,uM,72,hr,1,1589,204,0.0994,0.0966,0.1284,0.1276
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,0.0000,uM,72,hr,2,1563,187,0.0987,0.0966,0.1196,0.1276
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,0.0000,uM,72,hr,3,1478,199,0.0918,0.0966,0.1346,0.1276
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,1.0000,uM,72,hr,1,1431,457,0.0699,0.0680,0.3194,0.3014
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,1.0000,uM,72,hr,2,1346,408,0.0673,0.0680,0.3031,0.3014
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10330-101-1,I-BET,3.1600,0.3160,1.0000,uM,72,hr,3,1296,365,0.0668,0.0680,0.2816,0.3014
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,0.0000,uM,72,hr,1,15278,1501,0.9565,1.0000,0.0982,0.1003
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,0.0000,uM,72,hr,2,16450,1693,1.0246,1.0000,0.1029,0.1003
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,0.0000,uM,72,hr,3,16303,1628,1.0189,1.0000,0.0999,0.1003
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,1.0000,uM,72,hr,1,9641,818,0.6126,0.5250,0.0848,0.0831
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,1.0000,uM,72,hr,2,7782,655,0.4948,0.5250,0.0842,0.0831
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.0000,0.0000,1.0000,uM,72,hr,3,7321,587,0.4675,0.5250,0.0802,0.0831
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,0.0000,uM,72,hr,1,1779,207,0.1091,0.1100,0.1164,0.1113
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,0.0000,uM,72,hr,2,1880,239,0.1139,0.1100,0.1271,0.1113
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,0.0000,uM,72,hr,3,1694,153,0.1070,0.1100,0.0903,0.1113
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,1.0000,uM,72,hr,1,1928,588,0.0930,0.0795,0.3050,0.3151
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,1.0000,uM,72,hr,2,1636,546,0.0757,0.0795,0.3337,0.3151
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.1000,0.0100,1.0000,uM,72,hr,3,1452,445,0.0699,0.0795,0.3065,0.3151
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,0.0000,uM,72,hr,1,1854,228,0.1129,0.1075,0.1230,0.1232
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,0.0000,uM,72,hr,2,1716,214,0.1043,0.1075,0.1247,0.1232
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,0.0000,uM,72,hr,3,1729,211,0.1054,0.1075,0.1220,0.1232
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,1.0000,uM,72,hr,1,1776,553,0.0849,0.0768,0.3114,0.3107
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,1.0000,uM,72,hr,2,1603,481,0.0779,0.0768,0.3001,0.3107
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,0.3160,0.0316,1.0000,uM,72,hr,3,1435,460,0.0677,0.0768,0.3206,0.3107
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,0.0000,uM,72,hr,1,2049,209,0.1278,0.1188,0.1020,0.0994
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,0.0000,uM,72,hr,2,1864,204,0.1153,0.1188,0.1094,0.0994
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,0.0000,uM,72,hr,3,1787,155,0.1133,0.1188,0.0867,0.0994
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,1.0000,uM,72,hr,1,1581,512,0.0742,0.0728,0.3238,0.3195
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,1.0000,uM,72,hr,2,1585,502,0.0752,0.0728,0.3167,0.3195
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,1.0000,0.1000,1.0000,uM,72,hr,3,1456,463,0.0689,0.0728,0.3180,0.3195
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,0.0000,uM,72,hr,1,1956,156,0.1250,0.1079,0.0798,0.1023
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,0.0000,uM,72,hr,2,1567,175,0.0966,0.1079,0.1117,0.1023
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,0.0000,uM,72,hr,3,1661,192,0.1020,0.1079,0.1156,0.1023
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,1.0000,uM,72,hr,1,1405,534,0.0605,0.0558,0.3801,0.4100
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,1.0000,uM,72,hr,2,1345,585,0.0528,0.0558,0.4349,0.4100
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10331-101-1,I-BET151,3.1600,0.3160,1.0000,uM,72,hr,3,1337,555,0.0543,0.0558,0.4151,0.4100
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,0.0000,uM,72,hr,1,3541,706,0.8076,1.0000,0.1994,0.1930
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,0.0000,uM,72,hr,2,4391,833,1.0136,1.0000,0.1897,0.1930
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,0.0000,uM,72,hr,3,5108,970,1.1788,1.0000,0.1899,0.1930
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,1.0000,uM,72,hr,1,1905,1044,0.2453,0.1939,0.5480,0.5515
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,1.0000,uM,72,hr,2,1461,845,0.1755,0.1939,0.5784,0.5515
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.0000,0.0000,1.0000,uM,72,hr,3,1197,632,0.1610,0.1939,0.5280,0.5515
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,0.0000,uM,72,hr,1,762,507,0.0726,0.1073,0.6654,0.6402
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,0.0000,uM,72,hr,2,1177,751,0.1214,0.1073,0.6381,0.6402
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,0.0000,uM,72,hr,3,1173,724,0.1279,0.1073,0.6172,0.6402
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,1.0000,uM,72,hr,1,1324,1269,0.0157,0.0146,0.9585,0.9538
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,1.0000,uM,72,hr,2,1202,1146,0.0160,0.0146,0.9534,0.9538
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.1000,0.0100,1.0000,uM,72,hr,3,853,810,0.0122,0.0146,0.9496,0.9538
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,0.0000,uM,72,hr,1,733,499,0.0667,0.0750,0.6808,0.7017
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,0.0000,uM,72,hr,2,936,681,0.0726,0.0750,0.7276,0.7017
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,0.0000,uM,72,hr,3,993,692,0.0857,0.0750,0.6969,0.7017
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,1.0000,uM,72,hr,1,791,750,0.0117,0.0132,0.9482,0.9444
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,1.0000,uM,72,hr,2,1005,947,0.0165,0.0132,0.9423,0.9444
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,0.3160,0.0316,1.0000,uM,72,hr,3,698,658,0.0114,0.0132,0.9427,0.9444
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,0.0000,uM,72,hr,1,723,547,0.0501,0.0553,0.7566,0.7304
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,0.0000,uM,72,hr,2,692,523,0.0481,0.0553,0.7558,0.7304
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,0.0000,uM,72,hr,3,738,501,0.0675,0.0553,0.6789,0.7304
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,1.0000,uM,72,hr,1,878,818,0.0171,0.0118,0.9317,0.9447
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,1.0000,uM,72,hr,2,756,728,0.0080,0.0118,0.9630,0.9447
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,1.0000,0.1000,1.0000,uM,72,hr,3,594,558,0.0103,0.0118,0.9394,0.9447
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,0.0000,uM,72,hr,1,511,445,0.0188,0.0164,0.8708,0.8891
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,0.0000,uM,72,hr,2,537,469,0.0194,0.0164,0.8734,0.8891
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,0.0000,uM,72,hr,3,508,469,0.0111,0.0164,0.9232,0.8891
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,1.0000,uM,72,hr,1,599,572,0.0077,0.0097,0.9549,0.9409
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,1.0000,uM,72,hr,2,578,537,0.0117,0.0097,0.9291,0.9409
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10328-101-1,(+)-JQ1,3.1600,0.3160,1.0000,uM,72,hr,3,556,522,0.0097,0.0097,0.9388,0.9409
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,0.0000,uM,72,hr,1,4425,812,0.7835,1.0000,0.1835,0.1777
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,0.0000,uM,72,hr,2,5751,987,1.0331,1.0000,0.1716,0.1777
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,0.0000,uM,72,hr,3,6638,1181,1.1834,1.0000,0.1779,0.1777
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,1.0000,uM,72,hr,1,1101,447,0.1418,0.1341,0.4060,0.4002
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,1.0000,uM,72,hr,2,1111,422,0.1494,0.1341,0.3798,0.4002
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.0000,0.0000,1.0000,uM,72,hr,3,875,363,0.1110,0.1341,0.4149,0.4002
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,0.0000,uM,72,hr,1,1201,767,0.0941,0.1173,0.6386,0.6297
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,0.0000,uM,72,hr,2,1558,969,0.1277,0.1173,0.6220,0.6297
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,0.0000,uM,72,hr,3,1615,1015,0.1301,0.1173,0.6285,0.6297
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,1.0000,uM,72,hr,1,1218,848,0.0802,0.0653,0.6962,0.7026
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,1.0000,uM,72,hr,2,1011,720,0.0631,0.0653,0.7122,0.7026
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.1000,0.0100,1.0000,uM,72,hr,3,805,563,0.0525,0.0653,0.6994,0.7026
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,0.0000,uM,72,hr,1,1029,660,0.0800,0.0893,0.6414,0.6520
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,0.0000,uM,72,hr,2,1254,836,0.0906,0.0893,0.6667,0.6520
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,0.0000,uM,72,hr,3,1272,824,0.0972,0.0893,0.6478,0.6520
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,1,968,691,0.0601,0.0596,0.7138,0.7167
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,2,1077,773,0.0659,0.0596,0.7177,0.7167
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,0.3160,0.0316,1.0000,uM,72,hr,3,867,623,0.0529,0.0596,0.7186,0.7167
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,1,830,575,0.0553,0.0606,0.6928,0.7233
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,2,1012,727,0.0618,0.0606,0.7184,0.7233
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,0.0000,uM,72,hr,3,1235,937,0.0646,0.0606,0.7587,0.7233
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,1,939,641,0.0646,0.0538,0.6826,0.7062
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,2,803,555,0.0538,0.0538,0.6912,0.7062
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,1.0000,0.1000,1.0000,uM,72,hr,3,776,578,0.0429,0.0538,0.7448,0.7062
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,1,617,518,0.0215,0.0184,0.8395,0.8831
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,2,797,720,0.0167,0.0184,0.9034,0.8831
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,0.0000,uM,72,hr,3,843,764,0.0171,0.0184,0.9063,0.8831
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,1,716,498,0.0473,0.0457,0.6955,0.6841
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,2,654,466,0.0408,0.0457,0.7125,0.6841
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10310-101-1,Belinostat,3.1600,0.3160,1.0000,uM,72,hr,3,635,409,0.0490,0.0457,0.6441,0.6841
