Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Units,Timepoint,Timepoint Units,Measured pERK (Alexa 488),Measured p-Rb (Alexa 568),Alexa Fluor 647,Measured p-Akt/p-4EBP1/p-S6 (Alexa 647),Image
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,6,hr,118.58,62.46,p-4EBP1,220.49,340423
10280-999-2,Triciribine,50541-2,T47D,100.0,nM,24,hr,168.90,92.35,p-4EBP1,347.75,351034
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,6,hr,75.87,27.61,p-4EBP1,41.17,338264
10232-101-2,Dactolisib,50541-2,T47D,100.0,nM,24,hr,115.67,48.83,p-4EBP1,81.26,351242
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,6,hr,289.30,66.48,p-4EBP1,93.41,327941
10098-101-2,Gefitinib,50091-2,AU565,316.0,nM,24,hr,434.89,100.09,p-4EBP1,142.11,342089
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,6,hr,361.19,57.85,p-4EBP1,13.57,329497
10345-999-1,Torkinib,50091-2,AU565,133.0,nM,24,hr,372.75,66.49,p-4EBP1,29.29,343033
10172-101-2,GSK1059615,50091-2,AU565,316.0,nM,6,hr,321.66,66.88,p-4EBP1,90.79,329992
10172-101-2,GSK1059615,50091-2,AU565,316.0,nM,24,hr,533.38,95.38,p-4EBP1,163.35,343573
10057-102-1,MK2206,50091-2,AU565,316.0,nM,6,hr,347.95,72.52,p-4EBP1,121.39,330586
10057-102-1,MK2206,50091-2,AU565,316.0,nM,24,hr,370.64,85.47,p-4EBP1,134.62,343960
10280-999-2,Triciribine,50091-2,AU565,316.0,nM,6,hr,368.02,79.69,p-4EBP1,119.34,330650
10280-999-2,Triciribine,50091-2,AU565,316.0,nM,24,hr,528.59,99.67,p-4EBP1,148.63,341224
10232-101-2,Dactolisib,50091-2,AU565,316.0,nM,6,hr,322.87,62.99,p-4EBP1,8.78,328697
10232-101-2,Dactolisib,50091-2,AU565,316.0,nM,24,hr,439.09,68.21,p-4EBP1,13.32,341513
10098-101-2,Gefitinib,50213-2,HCC1954,316.0,nM,6,hr,165.61,45.00,p-4EBP1,62.97,354050
10098-101-2,Gefitinib,50213-2,HCC1954,316.0,nM,24,hr,250.12,113.43,p-4EBP1,137.09,345230
10345-999-1,Torkinib,50213-2,HCC1954,133.0,nM,6,hr,228.49,51.64,p-4EBP1,27.54,355273
10345-999-1,Torkinib,50213-2,HCC1954,133.0,nM,24,hr,242.04,91.23,p-4EBP1,64.69,345886
10172-101-2,GSK1059615,50213-2,HCC1954,316.0,nM,6,hr,522.05,86.08,p-4EBP1,112.57,355616
10172-101-2,GSK1059615,50213-2,HCC1954,316.0,nM,24,hr,294.49,71.37,p-4EBP1,79.58,346624
10057-102-1,MK2206,50213-2,HCC1954,316.0,nM,6,hr,302.23,76.14,p-4EBP1,118.15,356039
10057-102-1,MK2206,50213-2,HCC1954,316.0,nM,24,hr,257.96,111.39,p-4EBP1,136.89,346904
10280-999-2,Triciribine,50213-2,HCC1954,316.0,nM,6,hr,308.37,90.07,p-4EBP1,137.46,356813
10280-999-2,Triciribine,50213-2,HCC1954,316.0,nM,24,hr,239.36,110.40,p-4EBP1,117.63,344635
10232-101-2,Dactolisib,50213-2,HCC1954,316.0,nM,6,hr,242.45,72.32,p-4EBP1,10.51,354419
10232-101-2,Dactolisib,50213-2,HCC1954,316.0,nM,24,hr,264.80,72.43,p-4EBP1,15.57,344744
10098-101-2,Gefitinib,50583-5,MCF 10A,316.0,nM,6,hr,239.67,157.19,p-4EBP1,276.80,334843
10098-101-2,Gefitinib,50583-5,MCF 10A,316.0,nM,24,hr,254.25,163.29,p-4EBP1,161.19,348523
10345-999-1,Torkinib,50583-5,MCF 10A,133.0,nM,6,hr,501.30,154.60,p-4EBP1,88.60,335914
10345-999-1,Torkinib,50583-5,MCF 10A,133.0,nM,24,hr,438.54,156.39,p-4EBP1,79.88,349307
10172-101-2,GSK1059615,50583-5,MCF 10A,316.0,nM,6,hr,295.71,160.20,p-4EBP1,258.30,336410
10172-101-2,GSK1059615,50583-5,MCF 10A,316.0,nM,24,hr,273.56,158.12,p-4EBP1,126.16,349594
10057-102-1,MK2206,50583-5,MCF 10A,316.0,nM,6,hr,388.13,149.70,p-4EBP1,361.95,336679
10057-102-1,MK2206,50583-5,MCF 10A,316.0,nM,24,hr,286.48,176.36,p-4EBP1,204.68,350593
10280-999-2,Triciribine,50583-5,MCF 10A,316.0,nM,6,hr,391.93,150.78,p-4EBP1,363.54,337426
10280-999-2,Triciribine,50583-5,MCF 10A,316.0,nM,24,hr,241.16,154.04,p-4EBP1,169.17,347570
10232-101-2,Dactolisib,50583-5,MCF 10A,316.0,nM,6,hr,320.35,114.77,p-4EBP1,15.78,335051
10232-101-2,Dactolisib,50583-5,MCF 10A,316.0,nM,24,hr,364.25,56.36,p-4EBP1,9.92,347939
10098-101-2,Gefitinib,50541-2,T47D,316.0,nM,6,hr,165.96,92.35,p-4EBP1,469.89,337813
10098-101-2,Gefitinib,50541-2,T47D,316.0,nM,24,hr,139.46,104.96,p-4EBP1,390.50,351907
10345-999-1,Torkinib,50541-2,T47D,133.0,nM,6,hr,155.10,75.38,p-4EBP1,133.39,339046
10345-999-1,Torkinib,50541-2,T47D,133.0,nM,24,hr,117.10,42.82,p-4EBP1,81.20,352457
10172-101-2,GSK1059615,50541-2,T47D,316.0,nM,6,hr,150.58,73.05,p-4EBP1,497.11,339596
10172-101-2,GSK1059615,50541-2,T47D,316.0,nM,24,hr,133.80,47.01,p-4EBP1,338.84,353069
10057-102-1,MK2206,50541-2,T47D,316.0,nM,6,hr,106.87,44.20,p-4EBP1,121.81,339956
10057-102-1,MK2206,50541-2,T47D,316.0,nM,24,hr,130.59,62.14,p-4EBP1,310.05,353680
10280-999-2,Triciribine,50541-2,T47D,316.0,nM,6,hr,111.77,48.64,p-4EBP1,161.35,340477
10280-999-2,Triciribine,50541-2,T47D,316.0,nM,24,hr,157.83,82.22,p-4EBP1,351.16,350792
10232-101-2,Dactolisib,50541-2,T47D,316.0,nM,6,hr,97.57,46.09,p-4EBP1,19.39,338596
10232-101-2,Dactolisib,50541-2,T47D,316.0,nM,24,hr,111.62,43.30,p-4EBP1,27.62,351152
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,6,hr,264.89,62.49,p-4EBP1,79.32,328399
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,24,hr,390.23,89.80,p-4EBP1,136.69,342098
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,6,hr,389.35,64.70,p-4EBP1,8.63,329434
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,24,hr,387.16,67.76,p-4EBP1,12.75,342925
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,6,hr,264.43,54.13,p-4EBP1,61.31,329839
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,24,hr,423.21,75.48,p-4EBP1,91.63,343501
10057-102-1,MK2206,50091-2,AU565,1.0,uM,6,hr,371.49,74.30,p-4EBP1,132.74,330218
10057-102-1,MK2206,50091-2,AU565,1.0,uM,24,hr,346.99,77.16,p-4EBP1,117.05,343735
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,6,hr,316.03,71.68,p-4EBP1,93.64,331036
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,24,hr,471.10,88.89,p-4EBP1,126.64,341098
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,6,hr,296.50,62.96,p-4EBP1,8.36,328508
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,24,hr,448.62,70.82,p-4EBP1,11.25,341720
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,6,hr,156.16,58.86,p-4EBP1,73.75,354023
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,24,hr,247.74,98.10,p-4EBP1,132.98,345401
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,6,hr,246.53,53.89,p-4EBP1,11.13,355354
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,24,hr,241.15,80.46,p-4EBP1,25.02,346237
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,6,hr,273.35,59.02,p-4EBP1,37.69,355634
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,24,hr,266.55,58.39,p-4EBP1,31.57,346786
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,6,hr,275.11,71.95,p-4EBP1,104.01,356335
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,24,hr,258.18,98.30,p-4EBP1,123.38,346913
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,6,hr,268.50,82.45,p-4EBP1,129.61,356786
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,24,hr,248.68,104.04,p-4EBP1,111.33,344564
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,6,hr,235.94,70.90,p-4EBP1,12.72,354562
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,24,hr,261.53,69.35,p-4EBP1,13.43,344879
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,6,hr,177.50,141.59,p-4EBP1,296.45,334718
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,24,hr,193.25,39.11,p-4EBP1,149.85,348541
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,6,hr,548.27,160.67,p-4EBP1,34.82,336013
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,24,hr,466.11,102.34,p-4EBP1,39.03,349253
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,6,hr,253.19,137.65,p-4EBP1,84.97,336491
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,24,hr,254.24,97.62,p-4EBP1,65.10,350053
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,6,hr,364.05,144.66,p-4EBP1,348.04,336733
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,24,hr,333.36,178.53,p-4EBP1,206.09,350251
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,6,hr,366.42,145.81,p-4EBP1,349.54,337318
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,24,hr,293.94,151.27,p-4EBP1,182.99,347642
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,6,hr,310.00,111.77,p-4EBP1,8.07,334988
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,24,hr,377.56,57.43,p-4EBP1,8.40,347912
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,6,hr,162.18,94.35,p-4EBP1,478.48,338020
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,24,hr,135.21,98.09,p-4EBP1,378.64,352069
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,6,hr,147.99,68.95,p-4EBP1,37.29,338822
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,24,hr,117.11,44.11,p-4EBP1,29.15,352232
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,6,hr,161.17,62.18,p-4EBP1,336.28,339766
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,24,hr,146.44,51.05,p-4EBP1,258.70,352781
10057-102-1,MK2206,50541-2,T47D,1.0,uM,6,hr,93.95,29.78,p-4EBP1,59.88,340172
10057-102-1,MK2206,50541-2,T47D,1.0,uM,24,hr,130.30,53.57,p-4EBP1,296.02,353725
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,6,hr,101.59,28.35,p-4EBP1,83.39,340684
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,24,hr,164.68,77.07,p-4EBP1,336.21,350882
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,6,hr,88.25,32.38,p-4EBP1,5.74,338605
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,24,hr,116.07,42.41,p-4EBP1,9.24,351224
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,6,hr,233.77,53.87,p-4EBP1,66.06,328094
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,24,hr,334.36,80.31,p-4EBP1,122.07,342331
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,6,hr,242.90,43.68,p-4EBP1,7.46,329470
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,24,hr,397.60,69.26,p-4EBP1,11.59,343015
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,6,hr,178.44,36.96,p-4EBP1,20.50,329866
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,24,hr,375.35,78.43,p-4EBP1,38.94,343195
10057-102-1,MK2206,50091-2,AU565,3.16,uM,6,hr,395.42,73.69,p-4EBP1,128.53,330263
10057-102-1,MK2206,50091-2,AU565,3.16,uM,24,hr,337.64,74.37,p-4EBP1,110.16,343843
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,6,hr,254.84,61.55,p-4EBP1,62.39,331045
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,24,hr,430.15,83.77,p-4EBP1,111.00,341404
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,6,hr,377.06,85.43,p-4EBP1,9.63,328526
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,24,hr,474.09,70.93,p-4EBP1,11.17,341702
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,6,hr,127.32,31.57,p-4EBP1,45.85,354149
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,24,hr,234.61,82.80,p-4EBP1,130.60,345437
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,6,hr,260.07,58.14,p-4EBP1,8.55,355264
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,24,hr,233.60,73.33,p-4EBP1,14.31,345877
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,6,hr,388.17,71.55,p-4EBP1,16.94,355751
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,24,hr,297.52,63.23,p-4EBP1,17.76,346462
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,6,hr,227.07,61.78,p-4EBP1,79.73,356533
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,24,hr,255.02,78.54,p-4EBP1,99.48,346868
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,6,hr,211.49,66.52,p-4EBP1,97.58,356561
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,24,hr,234.21,102.27,p-4EBP1,112.92,344582
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,6,hr,257.41,72.20,p-4EBP1,10.80,354454
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,24,hr,254.30,67.56,p-4EBP1,11.95,345077
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,6,hr,190.65,138.05,p-4EBP1,289.73,334628
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,24,hr,178.17,26.30,p-4EBP1,151.62,348532
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,6,hr,630.91,159.45,p-4EBP1,13.63,335762
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,24,hr,444.83,69.44,p-4EBP1,13.97,349145
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,6,hr,228.04,116.81,p-4EBP1,25.33,336347
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,24,hr,222.26,118.70,p-4EBP1,18.15,349558
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,6,hr,382.94,145.75,p-4EBP1,355.15,336760
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,24,hr,349.85,162.04,p-4EBP1,185.70,350153
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,6,hr,386.38,146.88,p-4EBP1,356.04,337498
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,24,hr,296.83,137.36,p-4EBP1,196.53,347579
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,6,hr,309.38,126.66,p-4EBP1,5.36,335455
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,24,hr,377.20,83.95,p-4EBP1,15.09,348073
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,6,hr,158.85,91.69,p-4EBP1,454.76,337795
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,24,hr,137.19,93.74,p-4EBP1,367.13,352213
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,6,hr,146.35,68.42,p-4EBP1,22.59,339226
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,24,hr,125.67,44.17,p-4EBP1,13.31,352412
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,6,hr,160.82,57.36,p-4EBP1,164.67,339308
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,24,hr,205.03,68.86,p-4EBP1,186.45,352808
10057-102-1,MK2206,50541-2,T47D,3.16,uM,6,hr,105.26,37.76,p-4EBP1,91.36,340271
10057-102-1,MK2206,50541-2,T47D,3.16,uM,24,hr,140.41,48.59,p-4EBP1,276.48,353393
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,6,hr,95.94,25.51,p-4EBP1,82.61,340648
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,24,hr,159.89,75.75,p-4EBP1,337.52,350918
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,6,hr,101.02,45.77,p-4EBP1,5.42,338335
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,24,hr,119.58,53.21,p-4EBP1,9.37,351278
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,6,hr,232.04,50.38,p-4EBP1,56.29,328274
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,24,hr,366.90,87.90,p-4EBP1,93.26,342080
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,6,hr,263.09,48.16,p-4EBP1,7.80,329389
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,24,hr,402.80,73.30,p-4EBP1,13.16,342763
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,6,hr,195.71,41.76,p-4EBP1,9.44,329623
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,24,hr,299.04,73.70,p-4EBP1,16.27,343348
10057-102-1,MK2206,50091-2,AU565,10.0,uM,6,hr,371.15,65.46,p-4EBP1,92.53,330182
10057-102-1,MK2206,50091-2,AU565,10.0,uM,24,hr,324.53,67.73,p-4EBP1,88.79,344068
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,6,hr,252.78,56.06,p-4EBP1,47.65,330677
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,24,hr,385.69,66.68,p-4EBP1,76.57,341197
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,6,hr,257.48,55.92,p-4EBP1,8.48,328589
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,24,hr,491.57,71.04,p-4EBP1,9.84,341693
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,6,hr,129.17,33.74,p-4EBP1,53.39,354194
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,24,hr,281.95,78.75,p-4EBP1,144.04,345302
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,6,hr,163.54,28.07,p-4EBP1,11.75,355210
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,24,hr,215.77,58.13,p-4EBP1,10.66,346183
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,6,hr,418.22,76.83,p-4EBP1,12.32,355598
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,24,hr,335.90,65.37,p-4EBP1,11.02,346714
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,6,hr,217.13,63.65,p-4EBP1,75.39,356344
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,24,hr,283.86,67.05,p-4EBP1,67.67,347075
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,6,hr,212.56,61.42,p-4EBP1,95.54,357028
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,24,hr,202.87,94.00,p-4EBP1,110.02,344402
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,6,hr,280.52,78.67,p-4EBP1,11.05,354823
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,24,hr,271.90,91.90,p-4EBP1,12.03,344699
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,6,hr,204.44,122.61,p-4EBP1,290.01,334484
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,24,hr,162.20,26.49,p-4EBP1,179.07,348595
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,6,hr,642.36,156.71,p-4EBP1,7.99,335798
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,24,hr,448.02,90.11,p-4EBP1,21.70,349109
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,6,hr,197.96,122.33,p-4EBP1,9.34,336158
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,24,hr,207.81,78.37,p-4EBP1,7.77,349612
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,6,hr,354.67,131.58,p-4EBP1,307.53,336823
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,24,hr,325.05,94.38,p-4EBP1,137.90,350566
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,6,hr,355.57,132.02,p-4EBP1,308.01,337255
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,24,hr,251.64,109.25,p-4EBP1,200.79,347893
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,6,hr,286.54,126.04,p-4EBP1,6.41,335275
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,24,hr,436.42,67.63,p-4EBP1,9.79,348127
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,6,hr,154.80,87.88,p-4EBP1,442.33,337930
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,24,hr,136.56,74.74,p-4EBP1,384.68,352123
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,6,hr,151.47,67.96,p-4EBP1,20.79,339118
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,24,hr,129.60,43.22,p-4EBP1,8.96,352313
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,6,hr,182.18,64.63,p-4EBP1,61.63,339479
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,24,hr,192.30,72.79,p-4EBP1,85.63,353123
10057-102-1,MK2206,50541-2,T47D,10.0,uM,6,hr,105.81,29.63,p-4EBP1,65.78,339920
10057-102-1,MK2206,50541-2,T47D,10.0,uM,24,hr,171.15,53.35,p-4EBP1,280.74,353474
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,6,hr,103.50,31.15,p-4EBP1,87.59,340414
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,24,hr,155.73,64.52,p-4EBP1,343.55,350891
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,6,hr,85.23,24.35,p-4EBP1,5.42,338677
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,24,hr,134.86,101.30,p-4EBP1,14.17,351583
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,6,hr,230.66,50.40,p-S6,113.96,328319
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,24,hr,565.94,130.77,p-S6,519.83,342206
10345-999-1,Torkinib,50091-2,AU565,0 (control),,6,hr,211.09,48.63,p-S6,116.79,329488
10345-999-1,Torkinib,50091-2,AU565,0 (control),,24,hr,465.18,117.67,p-S6,506.95,342871
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,6,hr,198.05,47.32,p-S6,107.77,329767
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,24,hr,399.90,111.13,p-S6,491.88,343204
10057-102-1,MK2206,50091-2,AU565,0 (control),,6,hr,202.91,61.14,p-S6,108.44,330200
10057-102-1,MK2206,50091-2,AU565,0 (control),,24,hr,408.07,126.50,p-S6,523.81,344005
10280-999-2,Triciribine,50091-2,AU565,0 (control),,6,hr,245.35,63.92,p-S6,130.83,331135
10280-999-2,Triciribine,50091-2,AU565,0 (control),,24,hr,458.45,120.14,p-S6,500.89,341314
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,6,hr,215.43,52.44,p-S6,139.71,328760
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,24,hr,490.41,118.84,p-S6,476.50,341486
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,6,hr,391.89,87.17,p-S6,289.58,354014
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,24,hr,321.97,119.75,p-S6,344.58,345473
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,6,hr,182.11,41.43,p-S6,89.40,354950
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,24,hr,312.09,109.93,p-S6,406.83,345913
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,6,hr,284.95,80.93,p-S6,207.09,355796
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,24,hr,293.66,109.21,p-S6,287.91,346364
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,6,hr,311.89,86.20,p-S6,351.16,356129
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,24,hr,304.79,113.56,p-S6,312.78,346958
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,6,hr,242.63,86.72,p-S6,308.51,357046
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,24,hr,306.90,103.89,p-S6,336.39,344222
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,6,hr,184.34,66.18,p-S6,158.93,354733
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,24,hr,272.84,109.74,p-S6,335.45,344915
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,6,hr,428.74,166.98,p-S6,510.09,334538
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,24,hr,392.51,146.93,p-S6,372.04,348883
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,6,hr,492.19,171.34,p-S6,630.46,335932
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,24,hr,414.87,143.54,p-S6,344.96,349226
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,6,hr,464.90,176.96,p-S6,659.82,336446
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,24,hr,452.11,153.53,p-S6,374.41,350044
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,6,hr,449.92,155.83,p-S6,579.06,336931
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,24,hr,386.87,142.11,p-S6,317.85,350332
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,6,hr,451.65,156.02,p-S6,578.30,337561
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,24,hr,372.23,128.54,p-S6,303.05,347723
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,6,hr,437.21,161.21,p-S6,640.43,334970
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,24,hr,369.10,128.85,p-S6,315.93,348001
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,6,hr,203.26,107.16,p-S6,473.67,337894
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,24,hr,162.41,108.98,p-S6,350.93,351782
10345-999-1,Torkinib,50541-2,T47D,0 (control),,6,hr,165.21,93.01,p-S6,494.26,338831
10345-999-1,Torkinib,50541-2,T47D,0 (control),,24,hr,158.20,100.14,p-S6,339.64,352286
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,6,hr,159.41,93.11,p-S6,486.19,339515
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,24,hr,165.98,94.02,p-S6,345.47,353150
10057-102-1,MK2206,50541-2,T47D,0 (control),,6,hr,91.40,33.14,p-S6,37.61,340100
