Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein 1 Detected (647) HMS LINCS ID,Protein 1 Detected (647) Name,Protein 2 Detected (647) HMS LINCS ID,Protein 2 Detected (647) Name,Protein 3 Detected (647) HMS LINCS ID,Protein 3 Detected (647) Name,Protein 4 Detected (647) HMS LINCS ID,Protein 4 Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,63.95,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),33.91,WM115-P1,G5
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,59.30,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),46.04,WM115-P1,G6
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,172.09,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),749.44,WM115-P1,G7
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,140.14,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),91.85,WM115-P1,G8
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,56.96,80063-2,ERK-1 (pT202; pY204); ERK-1 (pT202); ERK-2 (pT185; pY187); ERK-2 (pT185),80069-2,rabbit IgG(H+L) / donkey,201303,ERK-1 (pT202; pY204),201337,ERK-1 (pT202),201304,ERK-2 (pT185; pY187),201338,ERK-2 (pT185),38.56,WM115-P1,G9
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,20.26,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,189.45,WM115-P2,B10
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-39.94,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,172.43,WM115-P2,B11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,353.24,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,111.40,WM115-P2,B2
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,235.84,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,227.32,WM115-P2,B3
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,163.26,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,227.60,WM115-P2,B4
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,107.90,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,207.30,WM115-P2,B5
50567-3,WM-115,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,89.26,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,191.67,WM115-P2,B6
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,99.91,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,212.64,WM115-P2,B7
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,124.95,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,194.31,WM115-P2,B8
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,48.06,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,198.78,WM115-P2,B9
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,20.81,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,192.06,WM115-P2,C10
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-24.55,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,171.49,WM115-P2,C11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,324.06,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,110.35,WM115-P2,C2
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,237.92,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,209.32,WM115-P2,C3
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,177.49,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,242.39,WM115-P2,C4
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,91.71,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,223.95,WM115-P2,C5
50567-3,WM-115,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,15.97,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,178.14,WM115-P2,C6
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,34.61,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,205.10,WM115-P2,C7
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,50.81,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,209.49,WM115-P2,C8
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,41.21,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,204.84,WM115-P2,C9
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,39.53,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,219.68,WM115-P2,D10
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3.52,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,195.37,WM115-P2,D11
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,177.14,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,71.20,WM115-P2,D2
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,138.48,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,96.75,WM115-P2,D3
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,93.62,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,112.86,WM115-P2,D4
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,29.37,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,102.69,WM115-P2,D5
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-22.53,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,68.18,WM115-P2,D6
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,73.97,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,66.16,WM115-P2,D7
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,108.47,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,208.22,WM115-P2,D8
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,43.98,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,217.65,WM115-P2,D9
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,29.77,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,225.05,WM115-P2,E10
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-32.79,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,171.27,WM115-P2,E11
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,157.79,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,70.65,WM115-P2,E2
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,96.42,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,84.25,WM115-P2,E3
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,79.46,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,106.82,WM115-P2,E4
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-3.29,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,92.30,WM115-P2,E5
50567-3,WM-115,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-5.25,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,68.74,WM115-P2,E6
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,80.75,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,73.82,WM115-P2,E7
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,117.95,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,206.31,WM115-P2,E8
50567-3,WM-115,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,52.35,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,214.91,WM115-P2,E9
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,6.69,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,215.25,WM115-P2,F10
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-43.13,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,155.33,WM115-P2,F11
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,226.91,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,86.20,WM115-P2,F2
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,182.08,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,191.61,WM115-P2,F3
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,100.26,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,221.21,WM115-P2,F4
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,44.76,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,186.09,WM115-P2,F5
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-2.79,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,142.13,WM115-P2,F6
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,109.16,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,64.88,WM115-P2,F7
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,99.09,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,199.40,WM115-P2,F8
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,29.33,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,222.32,WM115-P2,F9
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-10.72,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,215.92,WM115-P2,G10
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-45.64,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,164.62,WM115-P2,G11
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,120.46,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,61.74,WM115-P2,G2
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,133.10,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,167.44,WM115-P2,G3
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,86.38,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,198.34,WM115-P2,G4
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,64.68,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,186.39,WM115-P2,G5
50567-3,WM-115,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,62.71,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,154.19,WM115-P2,G6
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,151.39,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,66.24,WM115-P2,G7
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,134.97,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,191.43,WM115-P2,G8
50567-3,WM-115,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,39.49,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,,,,,,,222.64,WM115-P2,G9
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-1.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,2136.86,WM115-P3,B10
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-40.12,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,1602.91,WM115-P3,B11
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,326.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,765.92,WM115-P3,B2
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,237.21,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,1002.93,WM115-P3,B3
50567-3,WM-115,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,174.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,1317.40,WM115-P3,B4
50567-3,WM-115,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,115.31,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,1535.07,WM115-P3,B5
50567-3,WM-115,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,88.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,1619.14,WM115-P3,B6
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,87.23,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,2203.80,WM115-P3,B7
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,111.82,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,2227.68,WM115-P3,B8
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,27.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,2069.76,WM115-P3,B9
