Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,2323,5189,0.1660
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,1868,5189,0.0086
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,2082,5189,0.0831
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,2002,5189,0.0548
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,,,0,uM,2,1843,2891,5189,0.3480
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,2140,5189,0.1040
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,1841,5189,-0.0009
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,1763,5189,-0.0327
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,1507,5189,-0.1265
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,10,uM,2,1843,1373,5189,-0.1807
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,1670,5189,-0.0642
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,1628,5189,-0.0817
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,1754,5189,-0.0328
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,10,uM,2,1843,1214,5189,-0.2459
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,2119,5189,0.0971
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,1506,5189,-0.1297
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,639,5189,-0.5090
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,1759,5189,-0.0342
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,1765,5189,-0.0303
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,1725,5189,-0.0450
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,1328,5189,-0.1981
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,1141,5189,-0.2759
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,1134,5189,-0.2781
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,1236,5189,-0.2357
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,2287,5189,0.1553
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,1915,5189,0.0258
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,1761,5189,-0.0310
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,1474,5189,-0.1399
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,1092,5189,-0.2961
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,868,5189,-0.3983
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,1782,5189,-0.0237
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,1460,5189,-0.1454
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,1347,5189,-0.1907
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,1429,5189,-0.1576
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,,,0,uM,2,1843,2125,5189,0.0993
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,1364,5189,-0.1836
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,1332,5189,-0.1961
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,1317,5189,-0.2021
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,1023,5189,-0.3268
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10056-101-1,Selumetinib,10,uM,2,1843,887,5189,-0.3885
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,1172,5189,-0.2626
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,1441,5189,-0.1520
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,1290,5189,-0.2129
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10051-104-1,Lapatinib,10,uM,2,1843,883,5189,-0.3905
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,1630,5189,-0.0829
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,1081,5189,-0.3010
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,503,5189,-0.5822
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,1448,5189,-0.1540
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,1115,5189,-0.2871
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,1163,5189,-0.2671
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,1070,5189,-0.3057
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,992,5189,-0.3402
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,936,5189,-0.3661
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,815,5189,-0.4210
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,1664,5189,-0.0678
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,1500,5189,-0.1299
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,1208,5189,-0.2473
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,1060,5189,-0.3110
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,780,5189,-0.4384
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,617,5189,-0.5202
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,1036,5189,-0.3231
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,858,5189,-0.4012
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,861,5189,-0.3997
50105-3,BT-20,10233-101-1,Alpelisib,1.9245,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,893,5189,-0.3864
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,,,0,uM,2,1843,1481,5189,-0.1381
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,0.1235,uM,2,1843,1114,5189,-0.2876
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,0.3704,uM,2,1843,788,5189,-0.4415
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,1.1111,uM,2,1843,896,5189,-0.3839
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,3.3333,uM,2,1843,767,5189,-0.4469
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,10,uM,2,1843,599,5189,-0.5308
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.9245,uM,2,1843,927,5189,-0.3689
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,3.3333,uM,2,1843,1118,5189,-0.2862
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,5.7735,uM,2,1843,994,5189,-0.3395
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,10,uM,2,1843,779,5189,-0.4397
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1843,1097,5189,-0.2939
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1843,772,5189,-0.4457
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1843,310,5189,-0.6969
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.0713,uM,2,1843,1013,5189,-0.3330
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.1235,uM,2,1843,825,5189,-0.4165
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.2138,uM,2,1843,828,5189,-0.4163
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.3704,uM,2,1843,738,5189,-0.4586
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.6415,uM,2,1843,633,5189,-0.5126
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,1.1111,uM,2,1843,624,5189,-0.5170
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,1.9245,uM,2,1843,646,5189,-0.5064
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.2138,uM,2,1843,1234,5189,-0.2375
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.3704,uM,2,1843,1078,5189,-0.3019
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.6415,uM,2,1843,950,5189,-0.3612
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.1111,uM,2,1843,761,5189,-0.4473
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.9245,uM,2,1843,565,5189,-0.5489
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,2,1843,476,5189,-0.5966
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.1235,uM,2,1843,688,5189,-0.4864
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.3704,uM,2,1843,625,5189,-0.5165
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,1.1111,uM,2,1843,577,5189,-0.5421
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,3.3333,uM,2,1843,612,5189,-0.5227
50105-3,BT-20,10051-104-1,Lapatinib,1.9245,uM,,,0,uM,2,1843,5278,5189,1.0227
50105-3,BT-20,10051-104-1,Lapatinib,3.3333,uM,,,0,uM,2,1843,5107,5189,0.9785
50105-3,BT-20,10051-104-1,Lapatinib,5.7735,uM,,,0,uM,2,1843,4650,5189,0.8586
50105-3,BT-20,10051-104-1,Lapatinib,10,uM,,,0,uM,2,1843,2855,5189,0.3388
50105-3,BT-20,10024-101-1,NVP-TAE684,0.3704,uM,,,0,uM,2,1843,6054,5189,1.2175
50105-3,BT-20,10024-101-1,NVP-TAE684,1.1111,uM,,,0,uM,2,1843,4812,5189,0.8992
50105-3,BT-20,10024-101-1,NVP-TAE684,3.3333,uM,,,0,uM,2,1843,1423,5189,-0.1602
50105-3,BT-20,10018-101-1,Neratinib,0.0713,uM,,,0,uM,2,1843,4923,5189,0.9312
50105-3,BT-20,10018-101-1,Neratinib,0.1235,uM,,,0,uM,2,1843,4846,5189,0.9099
50105-3,BT-20,10018-101-1,Neratinib,0.2138,uM,,,0,uM,2,1843,4797,5189,0.8969
50105-3,BT-20,10018-101-1,Neratinib,0.3704,uM,,,0,uM,2,1843,4094,5189,0.7051
50105-3,BT-20,10018-101-1,Neratinib,0.6415,uM,,,0,uM,2,1843,3785,5189,0.6192
50105-3,BT-20,10018-101-1,Neratinib,1.1111,uM,,,0,uM,2,1843,3586,5189,0.5619
50105-3,BT-20,10018-101-1,Neratinib,1.9245,uM,,,0,uM,2,1843,3198,5189,0.4448
50105-3,BT-20,10032-101-1,Saracatinib,0.2138,uM,,,0,uM,2,1843,4996,5189,0.9498
50105-3,BT-20,10032-101-1,Saracatinib,0.3704,uM,,,0,uM,2,1843,4761,5189,0.8880
50105-3,BT-20,10032-101-1,Saracatinib,0.6415,uM,,,0,uM,2,1843,4901,5189,0.9257
50105-3,BT-20,10032-101-1,Saracatinib,1.1111,uM,,,0,uM,2,1843,4559,5189,0.8346
50105-3,BT-20,10032-101-1,Saracatinib,1.9245,uM,,,0,uM,2,1843,4360,5189,0.7772
50105-3,BT-20,10032-101-1,Saracatinib,3.3333,uM,,,0,uM,2,1843,3864,5189,0.6398
50105-3,BT-20,10142-101-1,Trametinib,0.1235,uM,,,0,uM,2,1843,4275,5189,0.7555
50105-3,BT-20,10142-101-1,Trametinib,0.3704,uM,,,0,uM,2,1843,4084,5189,0.7017
50105-3,BT-20,10142-101-1,Trametinib,1.1111,uM,,,0,uM,2,1843,4057,5189,0.6950
50105-3,BT-20,10142-101-1,Trametinib,3.3333,uM,,,0,uM,2,1843,3872,5189,0.6442
50105-3,BT-20,10056-101-1,Selumetinib,0.1235,uM,,,0,uM,3,280,623,581,1.1513
50105-3,BT-20,10056-101-1,Selumetinib,0.3704,uM,,,0,uM,3,280,728,581,1.4546
50105-3,BT-20,10056-101-1,Selumetinib,1.1111,uM,,,0,uM,3,280,573,581,0.9805
50105-3,BT-20,10056-101-1,Selumetinib,3.3333,uM,,,0,uM,3,280,769,581,1.6355
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,,,0,uM,3,280,574,581,1.0132
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,,,0,uM,3,280,564,581,0.9675
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,498,581,0.7273
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,593,581,1.0145
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,485,581,0.6960
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,581,581,1.0049
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,10,uM,3,280,454,581,0.5698
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,559,581,0.8839
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,573,581,0.9909
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,589,581,1.0282
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,787,581,1.6647
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,10,uM,3,280,610,581,1.0896
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,676,581,1.3023
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,525,581,0.7821
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,189,581,-0.3156
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.1235,uM,3,280,603,581,1.0503
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.2138,uM,3,280,477,581,0.6443
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.3704,uM,3,280,554,581,0.9226
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.6415,uM,3,280,488,581,0.6760
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.1111,uM,3,280,408,581,0.4442
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.9245,uM,3,280,443,581,0.5396
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,575,581,0.9989
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,507,581,0.7361
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,499,581,0.7306
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,437,581,0.5082
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,425,581,0.4830
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.1235,uM,3,280,611,581,1.0893
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.3704,uM,3,280,339,581,0.1848
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,1.1111,uM,3,280,339,581,0.1848
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,3.3333,uM,3,280,405,581,0.4199
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,10,uM,3,280,481,581,0.6745
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,,,0,uM,3,280,454,581,0.5518
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,478,581,0.6425
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,361,581,0.2680
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,346,581,0.2309
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,370,581,0.2933
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,10,uM,3,280,325,581,0.1445
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,415,581,0.4518
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,530,581,0.8380
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,433,581,0.5253
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,443,581,0.5540
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,10,uM,3,280,495,581,0.7163
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,690,581,1.3754
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,549,581,0.8576
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,216,581,-0.2262
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.1235,uM,3,280,373,581,0.2892
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.2138,uM,3,280,342,581,0.2127
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,3,280,258,581,-0.0706
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.6415,uM,3,280,301,581,0.0674
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.1111,uM,3,280,338,581,0.1951
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.9245,uM,3,280,364,581,0.2683
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,323,581,0.1457
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,316,581,0.1093
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,303,581,0.0882
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,300,581,0.0560
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,267,581,-0.0487
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.1235,uM,3,280,290,581,0.0196
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.3704,uM,3,280,277,581,-0.0075
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,1.1111,uM,3,280,335,581,0.1695
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,3.3333,uM,3,280,251,581,-0.0963
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,10,uM,3,280,191,581,-0.3038
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,,,0,uM,3,280,342,581,0.2039
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,258,581,-0.0806
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,269,581,-0.0414
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,262,581,-0.0729
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,214,581,-0.2247
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,10,uM,3,280,201,581,-0.2700
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,258,581,-0.0690
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,342,581,0.2227
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,308,581,0.0881
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,454,581,0.5663
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,10,uM,3,280,503,581,0.7365
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,387,581,0.3798
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,259,581,-0.0785
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,185,581,-0.3306
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.1235,uM,3,280,172,581,-0.3743
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.2138,uM,3,280,235,581,-0.1631
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.3704,uM,3,280,172,581,-0.3689
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.6415,uM,3,280,186,581,-0.3254
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.1111,uM,3,280,166,581,-0.3884
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.9245,uM,3,280,250,581,-0.1063
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,243,581,-0.1179
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,184,581,-0.3331
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,193,581,-0.2994
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,160,581,-0.4110
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,205,581,-0.2544
