Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Replicate,Seeding Density,IC50,EC50,Emax,Einf,IC Hill Coefficient,IC_AUC,IC Curve Fit,IC r2,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR Curve Fit,GR r2
50583-7,MCF 10A,10146-101-3,Omipalisib,2,2500.00,0.003,0.0029,0.0166,0.0241,1.0504,0.1345,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9901,0.003,0.0065,-0.6616,-0.6019,0.9982,1.3182,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9612
50583-7,MCF 10A,10146-101-3,Omipalisib,2,5000.00,0.0101,0.0085,0.0652,0.0978,1.2298,0.2711,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9661,0.0032,0.0072,-0.9284,-0.8805,1.2433,1.5450,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.977
50583-7,MCF 10A,10250-999-4,Etoposide,2,156.25,0.1933,0.1818,0.0602,0.0720,2.5423,0.4935,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9831,0.2247,0.2524,-0.1472,-0.1151,1.7802,0.5530,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9878
50583-7,MCF 10A,10250-999-4,Etoposide,2,312.50,0.2334,0.2269,0.0391,0.0480,3.5670,0.4881,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9867,0.2792,0.3131,-0.1772,-0.1520,2.3112,0.5550,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9927
50583-7,MCF 10A,10250-999-4,Etoposide,2,625.00,0.1687,0.1626,0.0369,0.0393,2.2146,0.4551,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9927,0.2351,0.2682,-0.1433,-0.1321,1.7819,0.5639,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9966
50583-7,MCF 10A,10250-999-4,Etoposide,2,1250.00,0.1553,0.1472,0.0425,0.0386,1.4914,0.4480,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.974,0.2248,0.2572,-0.1509,-0.1163,1.5528,0.5628,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9921
50583-7,MCF 10A,10250-999-4,Etoposide,2,2500.00,0.1982,0.1701,0.1122,0.1145,1.6995,0.5173,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9984,0.1976,0.2407,-0.1974,-0.1897,1.6264,0.6024,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9993
50583-7,MCF 10A,10250-999-4,Etoposide,2,5000.00,0.2482,0.184,0.2862,0.2720,2.6262,0.5848,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9796,0.1431,0.1836,-0.4337,-0.4621,2.6229,0.8326,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9803
50583-7,MCF 10A,10264-999-2,Methotrexate,2,156.25,inf,inf,0.9998,0.9998,0.0000,1.0313,flat fit: x = Einf,-0.0131,inf,inf,1.0014,1.0014,0.0000,-0.0322,flat fit: x = Einf,-0.0318
50583-7,MCF 10A,10264-999-2,Methotrexate,2,312.50,inf,0.0364,0.6222,0.5907,4.9999,0.7282,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9203,inf,0.0374,0.7290,0.6978,4.9999,0.1985,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9184
50583-7,MCF 10A,10264-999-2,Methotrexate,2,625.00,0.0541,0.047,0.2208,0.2528,5.0000,0.5105,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9321,0.0615,0.0481,0.3112,0.3538,5.0000,0.4139,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9471
50583-7,MCF 10A,10264-999-2,Methotrexate,2,1250.00,0.0514,0.0479,0.1464,0.1471,5.0000,0.4920,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.996,0.0569,0.0525,0.1647,0.1670,5.0000,0.4949,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9954
50583-7,MCF 10A,10264-999-2,Methotrexate,2,2500.00,0.0498,0.0459,0.1498,0.1679,4.9999,0.4732,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9756,0.0479,0.0493,-0.1232,-0.0775,5.0000,0.6709,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9863
50583-7,MCF 10A,10264-999-2,Methotrexate,2,5000.00,0.0655,0.0557,0.2427,0.2575,4.4577,0.5509,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.996,0.0456,0.0545,-0.6509,-0.6236,4.5226,0.9826,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9957
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,156.25,0.1276,0.112,0.0475,0.0775,1.2926,0.5360,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9894,0.6527,0.4561,0.1703,0.1320,0.8551,0.3060,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9896
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,312.50,0.164,0.1491,0.0390,0.0530,1.1773,0.5483,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9971,0.5779,0.6385,0.0370,-0.0429,0.8265,0.3373,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9968
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,625.00,0.4014,0.4014,0.0425,0.0000,0.9552,0.6340,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9938,1.0983,1.7717,-0.0114,-0.2517,0.8525,0.2822,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.997
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,1250.00,0.964,0.964,0.0940,0.0000,0.9079,0.7221,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9966,1.8238,4.8864,0.0075,-0.5608,0.7633,0.2334,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9982
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,2500.00,1.9742,1.9742,0.2100,0.0000,0.6849,0.7712,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9885,1.7507,10.3799,-0.0189,-1.0000,0.6173,0.2511,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9908
50583-7,MCF 10A,10024-101-1,NVP-TAE684,5,5000.00,5.7789,5.7789,0.3747,0.0000,0.5900,0.8300,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9759,3.8766,26.441,0.2336,-1.0000,0.5722,0.1866,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9801
50583-7,MCF 10A,10049-101-1,PLX-4720,5,156.25,17.439,17.439,0.3264,0.0000,5.0000,0.9909,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9578,22.068,24.9744,0.6396,-0.4043,4.7896,0.0006,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9462
50583-7,MCF 10A,10049-101-1,PLX-4720,5,312.50,12.5014,12.5014,0.2727,0.0000,1.9167,0.9077,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9714,21.4951,44.441,0.5379,-0.9982,1.5109,0.0474,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.982
50583-7,MCF 10A,10049-101-1,PLX-4720,5,625.00,14.9217,12.3635,0.3578,0.2651,4.0159,0.9618,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9864,27.6045,14.8758,0.5881,0.4441,3.5427,0.0229,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9919
50583-7,MCF 10A,10049-101-1,PLX-4720,5,1250.00,27.8696,19.3069,0.6840,0.4185,4.9416,1.0146,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9114,inf,20.0426,0.7906,0.5794,4.9999,-0.0086,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9182
50583-7,MCF 10A,10049-101-1,PLX-4720,5,2500.00,inf,inf,0.9852,0.9852,0.0000,1.0390,flat fit: x = Einf,-2.6214,inf,inf,0.9848,0.9848,0.0000,-0.0382,flat fit: x = Einf,-2.3954
50583-7,MCF 10A,10049-101-1,PLX-4720,5,5000.00,inf,inf,1.0500,1.0500,0.0000,1.0333,flat fit: x = Einf,-3.1864,inf,inf,1.0500,1.0500,0.0000,-0.0329,flat fit: x = Einf,-3.1167
50583-7,MCF 10A,10071-101-1,Palbociclib,5,156.25,0.1018,0.0977,0.0560,0.0162,0.8044,0.4034,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9577,0.3959,0.2525,0.2019,0.1599,0.8569,0.4296,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9701
50583-7,MCF 10A,10071-101-1,Palbociclib,5,312.50,0.15,0.1367,0.0472,0.0561,1.2777,0.4637,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9878,0.3998,0.3258,0.0706,0.0981,1.0678,0.4205,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9939
50583-7,MCF 10A,10071-101-1,Palbociclib,5,625.00,0.2381,0.1967,0.0743,0.0877,1.0097,0.5210,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9963,0.8735,0.6786,0.1195,0.0893,0.7788,0.3548,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.994
50583-7,MCF 10A,10071-101-1,Palbociclib,5,1250.00,0.3695,0.2473,0.1398,0.1395,0.8141,0.5694,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9971,0.9382,0.7121,0.1326,0.0879,0.7014,0.3552,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9952
50583-7,MCF 10A,10071-101-1,Palbociclib,5,2500.00,0.3641,0.1766,0.2468,0.2295,0.8490,0.5800,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9988,0.2996,0.269,0.0681,0.0444,0.8609,0.4780,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9983
50583-7,MCF 10A,10071-101-1,Palbociclib,5,5000.00,0.7659,0.068,0.4426,0.4219,0.7667,0.6210,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9281,0.2868,0.0857,0.3417,0.3201,0.8465,0.4347,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9215
50583-7,MCF 10A,10099-101-1,Nilotinib,5,156.25,5.0857,4.6188,0.1438,0.1911,5.0000,0.8968,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.981,10.0723,4.8248,0.4213,0.4874,5.0000,0.0591,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9531
50583-7,MCF 10A,10099-101-1,Nilotinib,5,312.50,6.702,6.3562,0.1182,0.1152,4.9426,0.9098,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9896,9.1467,7.6312,0.2935,0.2857,4.6773,0.0732,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9956
50583-7,MCF 10A,10099-101-1,Nilotinib,5,625.00,7.3999,7.1049,0.0916,0.0823,4.4173,0.9028,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9949,9.3348,8.5811,0.1737,0.1520,4.3051,0.0842,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9986
50583-7,MCF 10A,10099-101-1,Nilotinib,5,1250.00,11.2764,10.4061,0.2029,0.1234,3.5295,0.9403,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9936,13.0509,12.7592,0.2048,0.0377,3.4706,0.0537,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9977
50583-7,MCF 10A,10099-101-1,Nilotinib,5,2500.00,13.7182,12.2151,0.2812,0.2196,4.9835,0.9799,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9802,12.9766,13.1234,0.0859,-0.0285,4.9315,0.0299,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9884
50583-7,MCF 10A,10099-101-1,Nilotinib,5,5000.00,19.1943,19.1943,0.4363,0.0000,5.0000,1.0042,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9549,18.4273,22.9555,0.3260,-1.0000,5.0000,0.0008,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9711
50583-7,MCF 10A,10102-999-6,Taxol,5,156.25,0.0015,0.0015,0.0443,0.0484,2.3153,0.2919,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9966,0.0029,0.0024,0.1562,0.1638,2.0155,0.5776,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9911
50583-7,MCF 10A,10102-999-6,Taxol,5,312.50,0.0014,0.0013,0.0310,0.0374,2.6505,0.2751,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9961,0.0022,0.0022,-0.0179,-0.0010,2.1391,0.6985,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9975
50583-7,MCF 10A,10102-999-6,Taxol,5,625.00,0.0019,0.0019,0.0345,0.0351,2.5564,0.3102,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.996,0.0029,0.003,-0.0558,-0.0535,2.3707,0.7003,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9983
50583-7,MCF 10A,10102-999-6,Taxol,5,1250.00,0.0031,0.003,0.0544,0.0578,2.8757,0.3724,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9996,0.0039,0.0043,-0.1340,-0.1233,2.4543,0.7018,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9995
50583-7,MCF 10A,10102-999-6,Taxol,5,2500.00,0.0048,0.0043,0.1052,0.1108,2.2501,0.4422,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9987,0.0046,0.0056,-0.2714,-0.2558,2.0992,0.7487,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9988
50583-7,MCF 10A,10102-999-6,Taxol,5,5000.00,0.0126,0.009,0.2215,0.2193,1.6977,0.5742,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.999,0.0105,0.0111,-0.0437,-0.0449,1.7160,0.5448,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9993
50583-7,MCF 10A,10146-101-3,Omipalisib,5,156.25,0.0027,0.0025,0.0397,0.0324,0.6992,0.1682,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9826,0.0183,0.0112,0.1317,0.1477,0.7187,0.6313,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9837
50583-7,MCF 10A,10146-101-3,Omipalisib,5,312.50,0.0014,0.0013,0.0316,0.0174,0.5893,0.1396,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9569,0.0083,0.0085,-0.0156,-0.0064,0.6581,0.7623,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9703
50583-7,MCF 10A,10146-101-3,Omipalisib,5,625.00,0.0038,0.0035,0.0358,0.0417,0.8566,0.1796,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9968,0.0127,0.0131,-0.0478,-0.0116,0.7574,0.7394,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9937
50583-7,MCF 10A,10146-101-3,Omipalisib,5,1250.00,0.0092,0.0076,0.0668,0.0858,0.9993,0.2700,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9954,0.0165,0.0168,-0.0812,-0.0087,0.9385,0.7201,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9888
50583-7,MCF 10A,10146-101-3,Omipalisib,5,2500.00,0.0226,0.0143,0.1586,0.2203,1.2638,0.4235,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9887,0.0206,0.0205,-0.1241,0.0015,1.1182,0.6924,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9768
50583-7,MCF 10A,10146-101-3,Omipalisib,5,5000.00,0.9091,0.0527,0.3485,0.4540,0.8373,0.6865,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9132,0.5051,0.1697,0.1929,0.2322,0.5727,0.3532,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.905
50583-7,MCF 10A,10250-999-4,Etoposide,5,156.25,0.168,0.1629,0.0407,0.0483,3.2995,0.4570,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9859,0.2686,0.2305,0.1392,0.1716,2.7518,0.4294,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9929
50583-7,MCF 10A,10250-999-4,Etoposide,5,312.50,0.1528,0.1488,0.0290,0.0269,2.1234,0.4401,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.986,0.253,0.2536,-0.0232,-0.0025,1.8816,0.5037,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9957
50583-7,MCF 10A,10250-999-4,Etoposide,5,625.00,0.1298,0.1243,0.0391,0.0304,1.4359,0.4305,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9916,0.2423,0.2536,-0.0292,-0.0326,1.3961,0.5199,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9967
50583-7,MCF 10A,10250-999-4,Etoposide,5,1250.00,0.1519,0.135,0.0831,0.0756,1.3962,0.4633,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.993,0.2194,0.2279,-0.0274,-0.0279,1.4189,0.5328,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9966
50583-7,MCF 10A,10250-999-4,Etoposide,5,2500.00,0.1966,0.1514,0.1761,0.1670,1.5552,0.5241,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9907,0.1745,0.1949,-0.0951,-0.1018,1.6815,0.5979,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9945
50583-7,MCF 10A,10250-999-4,Etoposide,5,5000.00,0.312,0.1693,0.3228,0.3241,1.7089,0.6186,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9917,0.2405,0.1959,0.1466,0.1532,1.7843,0.4628,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9939
50583-7,MCF 10A,10264-999-2,Methotrexate,5,156.25,inf,inf,0.8981,0.8981,0.0000,0.8919,flat fit: x = Einf,0.48,inf,inf,0.9601,0.9601,0.0000,0.0371,flat fit: x = Einf,0.4776
50583-7,MCF 10A,10264-999-2,Methotrexate,5,312.50,0.0904,0.0619,0.4335,0.4252,4.9999,0.6777,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9859,inf,0.0621,0.6855,0.6800,5.0000,0.1768,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9765
50583-7,MCF 10A,10264-999-2,Methotrexate,5,625.00,0.0693,0.0609,0.2455,0.2368,5.0000,0.5574,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9939,0.1018,0.0626,0.4625,0.4561,5.0000,0.3165,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9967
50583-7,MCF 10A,10264-999-2,Methotrexate,5,1250.00,0.0654,0.0585,0.2120,0.2136,5.0000,0.5363,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9988,0.0728,0.0613,0.2805,0.2882,5.0000,0.4179,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9988
50583-7,MCF 10A,10264-999-2,Methotrexate,5,2500.00,0.071,0.0597,0.2582,0.2667,4.3696,0.5631,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9981,0.0684,0.0647,0.0899,0.1054,4.2563,0.5247,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9982
50583-7,MCF 10A,10264-999-2,Methotrexate,5,5000.00,0.0997,0.0667,0.4095,0.4267,4.7824,0.6640,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9977,0.0862,0.0696,0.2918,0.3179,4.7041,0.3965,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9972
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,156.25,0.1584,0.1291,0.0798,0.1111,1.2296,0.5674,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9842,0.725,0.3893,0.2264,0.2177,0.9192,0.2864,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9831
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,312.50,0.333,0.314,0.0561,0.0309,1.0843,0.6206,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9578,0.8558,0.8602,0.0766,-0.0025,0.9727,0.2881,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9851
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,625.00,0.3066,0.2824,0.0427,0.0451,1.1451,0.6190,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9928,0.9744,1.241,0.0323,-0.1146,0.8534,0.2822,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9953
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,1250.00,0.7451,0.7007,0.0595,0.0340,1.1449,0.7079,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9931,1.8816,3.8681,0.0243,-0.4063,0.8252,0.2220,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9929
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,2500.00,1.5012,1.5012,0.1311,0.0000,0.8864,0.7652,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9941,2.4692,11.4294,0.0377,-1.0000,0.7170,0.2052,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9947
50583-7,MCF 10A,10024-101-1,NVP-TAE684,6,5000.00,3.3776,3.3776,0.2879,0.0000,0.6861,0.8128,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9867,4.8284,28.7459,0.2954,-1.0000,0.6158,0.1571,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9888
50583-7,MCF 10A,10049-101-1,PLX-4720,6,156.25,12.9298,11.6383,0.2544,0.2046,4.9999,0.9541,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9272,25.9434,12.9573,0.5373,0.4844,4.9981,0.0161,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9397
50583-7,MCF 10A,10049-101-1,PLX-4720,6,312.50,12.6794,11.7787,0.2691,0.0884,2.6391,0.9165,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9311,19.9181,17.4172,0.4980,0.1302,2.2475,0.0503,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9661
50583-7,MCF 10A,10049-101-1,PLX-4720,6,625.00,11.1388,11.1388,0.2294,0.0000,1.9396,0.9128,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912,18.9631,36.248,0.4695,-0.8508,1.5339,0.0500,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.997
50583-7,MCF 10A,10049-101-1,PLX-4720,6,1250.00,13.4564,10.7233,0.3545,0.3080,4.2153,0.9557,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9871,inf,12.0438,0.5650,0.5067,3.9452,0.0279,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9919
50583-7,MCF 10A,10049-101-1,PLX-4720,6,2500.00,inf,13.2079,0.6102,0.5612,4.9995,1.0106,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9287,inf,13.6628,0.7046,0.6607,5.0000,-0.0079,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9277
50583-7,MCF 10A,10049-101-1,PLX-4720,6,5000.00,inf,inf,0.9693,0.9693,0.0000,1.0326,flat fit: x = Einf,-0.9865,inf,inf,0.9775,0.9775,0.0000,-0.0282,flat fit: x = Einf,-0.9471
50583-7,MCF 10A,10071-101-1,Palbociclib,6,156.25,0.3111,0.2592,0.1004,0.0934,1.1332,0.5530,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9477,0.9779,0.5208,0.2631,0.2544,1.1284,0.3083,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9758
50583-7,MCF 10A,10071-101-1,Palbociclib,6,312.50,0.1417,0.1214,0.0753,0.0638,0.8801,0.4531,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9968,0.432,0.3153,0.1296,0.1202,0.8728,0.4209,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9947
50583-7,MCF 10A,10071-101-1,Palbociclib,6,625.00,0.2284,0.2021,0.0786,0.0442,0.7597,0.4971,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9909,0.934,0.7527,0.1566,0.0713,0.7125,0.3620,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.991
50583-7,MCF 10A,10071-101-1,Palbociclib,6,1250.00,0.5019,0.3465,0.1507,0.1478,0.9459,0.6020,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9924,1.9164,0.8619,0.2769,0.2378,0.8077,0.2797,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9918
